Departamento,Municipio,Año,Área Cosechada,Área Sembrada,Producción,Rendimiento,Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),Humedad volumétrica media anual del suelo capa 1 (m³/m³),Humedad volumétrica media anual del suelo capa 2 (m³/m³),Evaporación potencial acumulada anual (mm/año),altitud_media_m
META,MESETAS,2011,500.0,700.0,250.0,0.5,2995.828197713693,22.03728,24.181402,21.119358,85.73342,6412.223084666667,0.45424756,0.4570694,5169.731164773305,868.8168206601724
META,MESETAS,2010,541.0,600.0,270.5,0.5,2602.6856757101914,22.669355,25.57989,21.2454,83.84447,6695.096684666666,0.44483557,0.44391403,5838.154630629221,868.8168206601724
META,MESETAS,2013,1059.39,1536.39,594.061,0.5607576057920124,2669.228684060772,22.091475,23.900658,20.811481,85.545296,6454.305160933333,0.4507973,0.4533604,5316.291914176941,868.8168206601724
META,MESETAS,2022,940.52,1124.42,526.76,0.5600731510228384,2431.486679363251,22.088366,24.12424,20.768269,82.47875,6606.4461668,0.4411188,0.44403288,6007.358962917328,868.8168206601724
META,MESETAS,2023,1003.63,1273.15,460.59,0.4589241054970457,1982.8524908383688,22.770235,24.319147,21.640339,81.38389,6675.788434,0.4321268,0.43027923,6372.450652345022,868.8168206601724
META,MESETAS,2021,850.78,1063.8,697.64,0.8200004701567973,2640.753479335209,22.199799,24.635113,20.444195,82.69006,6487.740764333333,0.4441993,0.4475964,5856.47319129308,868.8168206601724
META,MESETAS,2008,450.0,604.0,270.5,0.6011111111111112,2538.6190888126694,22.20858,24.165648,20.787,82.98777,6648.089284133333,0.4466852,0.44762182,5884.750859991709,868.8168206601724
META,MESETAS,2017,1163.52,1343.12,1568.74,1.3482707645764578,2993.25205189387,22.082464,22.74947,20.835032,86.86939,6500.636921866666,0.45755684,0.461359,5200.273030694326,868.8168206601724
META,MESETAS,2009,450.0,600.0,250.0,0.5555555555555556,2269.0358913977943,22.435532,23.837343,21.170074,84.09968,6679.221537066667,0.44406533,0.44339073,5754.101541868846,868.8168206601724
META,MESETAS,2018,1193.38,1324.36,1645.69,1.3790159044059729,2990.775180355708,22.035902,23.518301,20.951975,84.576805,6295.837925133334,0.4487532,0.4518219,5383.264092350006,868.8168206601724
META,MESETAS,2007,370.0,541.0,200.0,0.5405405405405406,2320.985700194041,22.39952,26.552008,20.61511,81.71696,6740.754873066667,0.4360353,0.4368895,6219.287917613983,868.8168206601724
META,MESETAS,2020,737.0,917.0,515.9,0.7,2650.0921746850013,22.35254,24.431255,21.14055,84.11362,6712.166878399999,0.44866404,0.45377275,5868.642271200816,868.8168206601724
META,MESETAS,2019,750.0,936.0,618.0,0.824,2654.5612667004266,22.47605,23.853163,21.38954,83.78673,6431.342767733333,0.44628322,0.44587132,5596.23904466629,868.8168206601724
META,MESETAS,2024,983.39,1385.11,1704.04,1.7328221763491596,1929.1353953520456,23.049627,24.387001,21.370497,81.761,6886.322554,0.4287034,0.4287751,6548.713063526154,868.8168206601724
META,MESETAS,2015,1186.48,1401.08,1265.66,1.0667352167756727,2545.4456130941708,22.404478,23.35445,20.952578,83.70716,6391.9692588,0.44736362,0.4485571,5589.702514044444,868.8168206601724
META,MESETAS,2016,1173.89,1414.03,1295.06,1.1032209150772216,3152.100322450201,22.593683,25.774014,20.827333,84.548164,6289.406484533334,0.4481769,0.44783223,5418.033826828003,868.8168206601724
META,MESETAS,2014,1207.05,1463.94,731.884,0.6063410794913219,2813.74730758667,22.369558,25.157265,20.843853,83.093475,6464.470006933333,0.44397524,0.44570795,5709.478467082978,868.8168206601724
BOYACA,MIRAFLORES,2012,674.0,824.0,337.0,0.5,2304.4677659273148,14.095876,14.644928,13.384186,89.50525,5892.056491,0.3939959,0.39186797,2297.7224493026733,2072.43930952558
BOYACA,MIRAFLORES,2011,742.0,824.0,568.0,0.7654986522911051,2926.019820690155,14.2343445,14.509918,13.795074,90.14588,5757.015465,0.3961455,0.39388785,2175.0597081184387,2072.43930952558
GUAVIARE,MIRAFLORES,2012,0.0,20.0,0.0,0.0,2703.0963316009597,24.364168,25.254528,23.209644,91.8709,5951.982509730769,0.42208317,0.42529595,3838.4630598609274,230.6380831074919
BOYACA,MIRAFLORES,2013,748.13,971.8,478.873,0.6400932992929036,2361.0795991420746,14.344615,15.078278,13.371246,89.18229,5840.687645,0.39211464,0.3895842,2265.233745098114,2072.43930952558
BOYACA,MIRAFLORES,2023,614.07,686.79,475.59,0.7744882505251843,2063.6350274086,14.5434675,15.066559,13.68277,88.21087,6097.263798,0.37595114,0.37120757,2470.186065673828,2072.43930952558
BOYACA,MIRAFLORES,2018,773.94,811.13,481.148,0.6216864356410058,2370.87399995327,14.360097,15.1979065,13.795319,88.032196,5873.201804,0.3846906,0.38321686,2376.27112865448,2072.43930952558
BOYACA,MIRAFLORES,2007,692.0,750.0,519.0,0.75,1795.621513903141,14.506764,15.801422,13.600983,85.89092,6315.505931,0.36644873,0.35908127,2684.530961036682,2072.43930952558
BOYACA,MIRAFLORES,2010,725.0,805.0,725.0,1.0,2416.015167027712,14.870412,16.706207,13.875153,87.522644,6073.132726,0.36988387,0.36293665,2548.8986389637,2072.43930952558
BOYACA,MIRAFLORES,2008,675.0,749.0,608.0,0.9007407407407408,2389.7843166589737,14.244008,14.70694,13.467682,88.413506,6021.304782,0.38781357,0.383983,2403.41920042038,2072.43930952558
BOYACA,MIRAFLORES,2017,795.75,839.05,523.985,0.6584794219289978,2669.7163474559784,14.588246,15.126862,13.49942,88.53298,5975.371035,0.38860574,0.38696036,2401.9917397499084,2072.43930952558
BOYACA,MIRAFLORES,2009,655.0,755.0,589.5,0.9,1993.6465916633608,14.525218,15.119293,13.897125,88.06723,6078.069642,0.38945642,0.38662848,2456.7532663345337,2072.43930952558
BOYACA,MIRAFLORES,2019,715.0,763.0,653.55,0.914055944055944,2177.5307165384293,14.715383,15.344635,13.754791,86.72787,5960.457962,0.37318102,0.3670279,2529.5970845222478,2072.43930952558
BOYACA,MIRAFLORES,2020,669.0,748.0,786.0,1.1748878923766817,2119.280709862709,14.32016,15.208405,13.684235,88.82548,6082.528038,0.38486418,0.38379225,2411.479635477066,2072.43930952558
BOYACA,MIRAFLORES,2022,627.64,713.53,498.92,0.7949142820725257,2432.7600715756416,13.888458,14.263092,13.310455,90.073395,5854.039075,0.388422,0.38434663,2225.5045380592346,2072.43930952558
BOYACA,MIRAFLORES,2021,657.31,726.14,598.15,0.9099968051604266,2382.2783538103104,14.00707,14.657379,13.101227,89.50531,5849.834127,0.3909982,0.38885435,2246.975992679596,2072.43930952558
BOYACA,MIRAFLORES,2024,597.08,660.15,569.04,0.9530381188450456,1953.5563963651657,14.997853,16.010895,13.763336,86.50553,6246.590565,0.36137328,0.3567721,2685.143387079239,2072.43930952558
BOYACA,MIRAFLORES,2014,778.21,950.55,538.62,0.6921268038190206,2104.7191269397736,14.396637,14.941315,13.682526,88.09418,5892.6861345,0.38636017,0.3824164,2356.057243347168,2072.43930952558
BOYACA,MIRAFLORES,2015,875.29,963.63,836.381,0.9555473043219962,2120.1206406354904,14.583649,15.094391,13.773346,87.09133,5904.595484,0.38089815,0.37626967,2453.993951320648,2072.43930952558
BOYACA,MIRAFLORES,2016,829.586,931.64,819.82,0.988227863054584,2366.972631305456,14.900177,16.197174,13.636383,88.799095,5860.244593,0.38084665,0.3754851,2369.3549439907074,2072.43930952558
CAUCA,MIRANDA,2011,349.393,504.566,204.658,0.5857530059274227,5737.281225204468,13.178355,13.909332,12.565826,91.91168,5947.69728,0.4160684,0.41906992,1956.910594940185,1807.0862054736592
CAUCA,MIRANDA,2013,422.31,561.81,347.522,0.8229073429471241,6408.844752788544,13.5381365,14.468658,12.876862,92.05918,6062.362024,0.41744423,0.42087045,2068.0461044311523,1807.0862054736592
CAUCA,MIRANDA,2012,418.0,578.0,418.0,1.0,6181.904356956482,13.385264,13.899078,12.924225,90.90522,6075.435728,0.4190127,0.42234102,2063.2004046440125,1807.0862054736592
CAUCA,MIRANDA,2024,625.26,679.15,657.81,1.0520583437290087,6529.10161614418,14.712453,15.310944,13.724518,91.72114,6426.5569235,0.41678366,0.4193077,2158.0848824977875,1807.0862054736592
CAUCA,MIRANDA,2008,411.0,504.08,230.0,0.559610705596107,6304.43313741684,12.9791975,13.329254,12.698639,92.874756,5981.1588360000005,0.4182078,0.42187563,1925.3773822784424,1807.0862054736592
CAUCA,MIRANDA,2017,517.57,627.61,654.21,1.2640029368008192,5339.006588935852,13.710805,14.32608,13.386139,90.42385,6410.742881,0.41360983,0.41607985,2179.133325338364,1807.0862054736592
CAUCA,MIRANDA,2010,379.0,504.47,222.0,0.5857519788918206,7803.31401848793,13.664357,14.86734,12.407379,92.16202,6108.043438000001,0.41852126,0.42183748,2017.1868596076963,1807.0862054736592
CAUCA,MIRANDA,2009,405.0,479.42,217.0,0.5358024691358024,5337.684191465378,13.680736,14.015045,13.170563,91.09087,5937.802671,0.4168593,0.42008972,2003.4419412612915,1807.0862054736592
CAUCA,MIRANDA,2018,571.5,627.65,738.849,1.2928241469816273,5584.545463323593,13.684398,14.068024,13.282867,89.79127,6292.246169,0.41353798,0.4163278,2167.8951292037964,1807.0862054736592
CAUCA,MIRANDA,2007,361.0,497.4,227.0,0.628808864265928,6589.325922012329,13.325531,14.275299,12.564117,92.34727,6101.595761,0.4159069,0.41932487,2015.602327823639,1807.0862054736592
CAUCA,MIRANDA,2022,636.11,680.18,585.75,0.9208313027621008,6775.982267141342,13.487579,14.064362,13.097565,93.6106,5921.828013,0.41753832,0.42175674,1877.4351851940155,1807.0862054736592
CAUCA,MIRANDA,2019,535.0,612.0,698.0,1.3046728971962618,5237.246268987656,14.079722,14.517242,13.174957,89.88986,6297.206553,0.41526732,0.41636848,2202.64896607399,1807.0862054736592
CAUCA,MIRANDA,2023,642.42,692.14,547.23,0.8518259082843,6300.402900218964,14.423839,15.144196,13.299957,91.58912,5834.376359,0.41701826,0.4209118,1948.4763247966769,1807.0862054736592
CAUCA,MIRANDA,2020,556.0,610.0,671.0,1.2068345323741008,6960.093558549881,13.983165,14.727203,13.30069,92.31309,6530.511031,0.4150238,0.4168841,2149.9246039390564,1807.0862054736592
CAUCA,MIRANDA,2021,600.07,630.72,738.09,1.230006499241755,7085.241362094879,13.668121,14.115875,13.269928,92.95452,5976.999831,0.41925874,0.42267737,1910.9980249404907,1807.0862054736592
CAUCA,MIRANDA,2016,487.667,655.73,597.116,1.2244338862379451,6488.92320394516,14.1354475,14.940338,13.436676,91.3746,6021.702244,0.41725478,0.42062315,2059.0103266239166,1807.0862054736592
CAUCA,MIRANDA,2014,504.71,550.77,449.092,0.8898020645519209,5581.049559354782,13.736237,14.256744,13.349518,90.984566,5948.905955,0.41595015,0.41933122,2046.6201786994932,1807.0862054736592
CAUCA,MIRANDA,2015,450.82,594.26,533.745,1.1839425934962955,5621.550234794617,14.188873,15.028717,13.842926,89.43518,5842.688442,0.4162089,0.41816077,2053.82181930542,1807.0862054736592
RISARALDA,MISTRATO,2012,1450.87,1558.57,1088.15,0.7499982768959316,5769.616611242294,17.383596,17.929108,16.924225,94.02589,5650.206681,0.41520786,0.4178451,1660.4798347949982,1695.7396345003992
RISARALDA,MISTRATO,2011,1278.0,1594.66,1030.23,0.8061267605633803,6705.651410579681,17.031137,17.51773,16.279694,94.67017,5157.069146,0.41585383,0.41914716,1460.125395834446,1695.7396345003992
RISARALDA,MISTRATO,2010,1266.0,1551.0,1798.0,1.4202211690363349,6239.4846603274345,17.60369,19.25943,16.173004,94.438484,5335.6517555,0.41272894,0.41572157,1568.4513385891914,1695.7396345003992
RISARALDA,MISTRATO,2023,1459.45,1767.48,1202.44,0.8238994141628696,5480.63886654377,17.998709,18.633698,16.90445,93.597626,5630.055888,0.40920892,0.41124663,1696.0707565546036,1695.7396345003992
RISARALDA,MISTRATO,2008,1417.0,1608.98,1522.0,1.0741002117148906,6016.08696603775,16.886627,17.05606,16.676178,94.75469,5295.2157575,0.41738668,0.4203218,1507.102192044258,1695.7396345003992
RISARALDA,MISTRATO,2017,1412.02,1775.28,1308.85,0.9269344626846644,4978.12268948555,17.914743,18.552643,17.483795,92.98694,5825.3293885,0.4073299,0.4103775,1759.3927629590034,1695.7396345003992
RISARALDA,MISTRATO,2018,1409.39,1831.39,1336.2,0.948069732295532,5171.360195398331,17.79426,18.305084,17.430328,93.44116,5798.69896,0.40845743,0.4111382,1735.326362848282,1695.7396345003992
RISARALDA,MISTRATO,2009,1509.0,1599.0,1434.0,0.9502982107355864,5449.446161270142,17.508413,17.90152,17.080719,94.37379,5435.9708155,0.41681227,0.41815314,1587.852035343647,1695.7396345003992
RISARALDA,MISTRATO,2019,1423.0,1848.0,1832.0,1.2874209416725229,4904.133735656738,18.265554,18.752594,17.453766,92.56339,5906.419863,0.403697,0.40576744,1841.3707926869392,1695.7396345003992
RISARALDA,MISTRATO,2007,1499.82,1588.86,2498.7,1.6659999199903988,5962.144493937492,17.287363,18.443024,16.387115,94.60255,5453.5015505,0.4123675,0.4158195,1588.3738755583763,1695.7396345003992
RISARALDA,MISTRATO,2020,1500.0,1862.0,1786.0,1.1906666666666668,5234.173485636711,18.109793,19.5961,17.358551,92.90682,5919.869114,0.40413603,0.40656313,1838.3835251927376,1695.7396345003992
RISARALDA,MISTRATO,2021,1507.94,1829.59,1523.02,1.0100003978938157,5402.026366114616,17.635284,18.398102,17.023834,93.869286,5484.8940935,0.4114828,0.41427293,1613.4844374656675,1695.7396345003992
RISARALDA,MISTRATO,2022,1560.32,1827.78,1372.66,0.8797297990155867,5579.095383405685,17.2305,17.670807,16.746246,94.50062,5310.767571,0.41470814,0.4172783,1523.7676253914833,1695.7396345003992
RISARALDA,MISTRATO,2024,1321.45,1737.13,1341.19,1.014938136138333,5380.485471069813,18.376556,19.435455,17.086823,92.93107,5722.0892,0.40275225,0.40587106,1794.7767077088356,1695.7396345003992
RISARALDA,MISTRATO,2016,1479.68,1760.33,1605.63,1.0851197556228374,5442.08855009079,18.130402,19.342682,17.231598,93.84415,5697.5786055,0.41247144,0.41413307,1732.955570042133,1695.7396345003992
RISARALDA,MISTRATO,2013,1431.5,1741.73,1472.31,1.0285085574572126,5748.28378033638,17.520151,18.548737,16.82608,94.35914,5491.3338815,0.4134051,0.4147428,1636.5766580104828,1695.7396345003992
RISARALDA,MISTRATO,2014,1487.36,1741.69,1654.11,1.1121113919965575,5252.076109647751,17.710886,18.49405,17.162994,94.08567,5565.7581425,0.4112123,0.41406313,1659.818524479866,1695.7396345003992
RISARALDA,MISTRATO,2015,1494.77,1743.3,1568.36,1.0492316543682303,5125.063290596008,18.134146,18.679596,17.603424,93.582664,5595.790738,0.4076341,0.41035843,1714.4539327025414,1695.7396345003992
PUTUMAYO,MOCOA,2010,21.0,33.0,23.4,1.1142857142857143,2095.486675403335,17.558363,18.78744,16.380568,87.73489,6450.492932727273,0.39591864,0.39581358,3007.793376619165,1578.3255535921146
PUTUMAYO,MOCOA,2012,32.0,32.0,38.4,1.2,2491.217586755753,16.746378,17.491785,15.825947,89.91415,6238.375355818182,0.41447794,0.4161191,2665.042435125871,1578.3255535921146
PUTUMAYO,MOCOA,2011,32.0,45.5,37.0,1.15625,2997.651204997843,16.935894,17.501528,16.034155,90.1477,6182.785688363637,0.41827276,0.4191608,2600.248656836423,1578.3255535921146
PUTUMAYO,MOCOA,2018,209.93,222.27,289.496,1.3790120516362596,2883.071198636835,16.908941,17.773212,15.80848,90.53939,6156.080947090909,0.41823426,0.42042705,2580.184280243787,1578.3255535921146
PUTUMAYO,MOCOA,2009,20.0,32.0,23.4,1.17,2239.49738760428,17.094355,17.844612,16.08609,90.80411,6374.816080545455,0.41659763,0.41666782,2683.8145746751266,1578.3255535921146
PUTUMAYO,MOCOA,2007,20.0,20.0,23.0,1.15,1867.0736349387605,17.11918,18.843237,15.699438,87.8375,6522.058776363636,0.38881913,0.3863671,3016.597334428267,1578.3255535921146
PUTUMAYO,MOCOA,2020,193.0,212.0,143.6,0.7440414507772021,2328.975727189671,17.37523,18.239565,16.568733,89.3326,6491.124967636364,0.4085802,0.40938556,2900.0913323489103,1578.3255535921146
PUTUMAYO,MOCOA,2008,20.0,32.0,23.4,1.17,2691.1705795743246,16.943819,17.394306,15.817646,88.98951,6339.487936545454,0.4055991,0.4057022,2800.7417504787445,1578.3255535921146
PUTUMAYO,MOCOA,2017,209.29,224.64,282.18,1.3482727316164176,2592.6115825934844,17.216696,17.695244,15.82497,89.41473,6391.834614545455,0.40561113,0.4064531,2814.119468645616,1578.3255535921146
PUTUMAYO,MOCOA,2024,136.17,153.45,129.78,0.9530733641771316,2080.797246217728,17.801617,18.632587,16.223919,87.03046,6337.597091272727,0.3951037,0.3946532,3030.735570300709,1578.3255535921146
PUTUMAYO,MOCOA,2019,214.0,214.0,107.0,0.5,2449.335108735345,17.08821,17.693068,15.980355,90.14389,6229.569831454545,0.41075054,0.40993664,2702.495622288097,1578.3255535921146
PUTUMAYO,MOCOA,2023,163.85,184.45,126.34,0.7710711016173329,2483.286144018173,17.3292,18.598076,16.517754,89.21421,5991.857045090909,0.40619835,0.40670303,2707.127224792134,1578.3255535921146
PUTUMAYO,MOCOA,2021,185.92,209.38,202.65,1.0899849397590362,2984.8495350967755,17.00087,17.818245,15.629636,90.662415,6020.749324636364,0.41749525,0.4176192,2536.125631462444,1578.3255535921146
PUTUMAYO,MOCOA,2022,183.18,207.74,155.83,0.8506933071295993,2691.725190964612,16.953644,17.59397,16.088331,89.59332,6278.314203909091,0.41392794,0.41600314,2726.7726281989703,1578.3255535921146
PUTUMAYO,MOCOA,2014,101.16,128.65,76.0399,0.7516795175958878,2489.343253287402,16.895224,17.393995,15.536041,90.53698,6079.529090727273,0.41360292,0.4131732,2566.252737023613,1578.3255535921146
PUTUMAYO,MOCOA,2015,128.65,128.65,124.667,0.9690400310921105,2061.253844889728,17.109016,18.109772,15.961289,88.81634,6140.41383,0.39916345,0.399619,2766.678026416085,1578.3255535921146
PUTUMAYO,MOCOA,2013,24.27,44.79,16.8718,0.6951709929954677,2244.0988243493166,16.896837,17.654915,15.612014,90.83308,6201.918489090909,0.4180121,0.418528,2608.1104394305835,1578.3255535921146
SANTANDER,MOGOTES,2012,60.0,830.0,60.0,1.0,4146.455172896385,16.147146,16.87735,15.494049,85.858284,6770.3731515,0.47687182,0.48311043,2771.0463151931763,1827.325255666536
SANTANDER,MOGOTES,2011,566.04,631.8,396.228,0.7000000000000001,4960.3571408987045,15.691417,16.38443,14.886139,88.54871,6492.647995,0.47598585,0.4811398,2524.866377711296,1827.325255666536
SANTANDER,MOGOTES,2010,516.05,567.35,451.544,0.8750004844491813,5234.968071445823,16.380096,18.617828,14.770172,87.03219,6679.554322,0.4574553,0.46074677,2724.781464457512,1827.325255666536
SANTANDER,MOGOTES,2023,1381.33,1783.66,1311.33,0.949324202037167,4577.213650465012,17.37147,18.375153,16.25772,84.654274,6845.494081,0.4632454,0.471673,2860.281865239144,1827.325255666536
SANTANDER,MOGOTES,2009,519.17,557.37,342.47,0.6596490552227595,3469.705184161663,16.484772,17.437897,15.627838,84.711716,6912.4069985,0.47642803,0.47950682,2950.495268106461,1827.325255666536
SANTANDER,MOGOTES,2007,540.0,540.0,474.0,0.8777777777777778,4451.487655997276,16.215546,17.589508,15.162262,85.6439,6863.8115495,0.46810976,0.47288862,2839.5289540290837,1827.325255666536
SANTANDER,MOGOTES,2017,966.66,1166.09,1629.15,1.6853392092359258,3730.8849796056743,16.713694,17.416412,15.849274,83.29646,6897.4691625000005,0.46377087,0.46945795,2983.2887107133865,1827.325255666536
SANTANDER,MOGOTES,2008,500.0,544.86,440.0,0.88,4710.575694203377,15.74824,16.237701,15.19278,86.865105,6760.819226,0.47779846,0.48231125,2726.341283082962,1827.325255666536
SANTANDER,MOGOTES,2018,1035.41,1214.02,1784.8,1.7237616016843569,3763.622197270394,16.688833,17.517487,15.893707,83.027756,6825.7704265,0.46448168,0.47044882,2982.2482310533524,1827.325255666536
SANTANDER,MOGOTES,2019,1085.0,1327.0,1432.0,1.319815668202765,3327.4062235057354,17.21705,18.077057,16.351715,81.49928,6904.8251660000005,0.45717397,0.45531973,3108.7852993011475,1827.325255666536
SANTANDER,MOGOTES,2021,1229.57,1491.38,1340.23,1.089998942719813,5086.608131527901,16.602488,17.444,16.08316,85.13242,6831.8054235,0.4639915,0.47271347,2789.652017712593,1827.325255666536
SANTANDER,MOGOTES,2022,1315.07,1616.92,1238.66,0.9418966290767792,5667.803933143616,16.267365,16.769196,15.546295,87.16367,6626.011583,0.47351933,0.48045444,2610.753342986107,1827.325255666536
SANTANDER,MOGOTES,2020,1166.0,1389.0,1423.0,1.22041166380789,4954.811915099621,17.019053,18.509674,16.074371,84.75528,6962.5965155,0.46030617,0.46894202,2887.27396440506,1827.325255666536
SANTANDER,MOGOTES,2024,1472.84,1938.87,1731.82,1.1758371581434508,5647.83152204752,17.67514,19.360748,16.141998,85.51806,6932.8985845,0.46233654,0.47297254,2885.134843587876,1827.325255666536
SANTANDER,MOGOTES,2015,828.87,1039.81,960.373,1.1586533473282905,3287.145870149136,17.09439,17.74942,16.206451,82.77627,6738.05489,0.4639584,0.46891752,2999.721069574356,1827.325255666536
SANTANDER,MOGOTES,2016,876.05,1121.05,1049.75,1.1982763540893786,3776.404983639717,16.977936,18.136627,16.038727,85.29572,6853.15435,0.47260442,0.47657332,2897.969483017921,1827.325255666536
SANTANDER,MOGOTES,2013,609.55,881.23,603.707,0.9904142400131244,3841.791707724333,16.548227,17.679596,15.469147,84.58742,6787.3923485000005,0.47115198,0.476168,2901.3889603614807,1827.325255666536
SANTANDER,MOGOTES,2014,703.37,954.69,753.256,1.0709242646117971,3695.9856224656105,16.674307,17.55655,15.677155,83.9706,6875.797195,0.46729913,0.4705461,2975.5157401561737,1827.325255666536
SANTANDER,MOLAGAVITA,2011,6.66294,12.352,1.99888,0.2999996998322062,6023.29780292511,16.892466,17.695953,15.75528,86.20846,6239.468872,0.4752604,0.48087564,2716.6000940799718,1954.727904572306
SANTANDER,MOLAGAVITA,2010,8.505,11.25,2.5515,0.2999999999999999,6486.809387981892,17.603891,19.945465,15.878082,84.6567,6432.024928,0.45886293,0.4635086,3007.9765083789825,1954.727904572306
SANTANDER,MOLAGAVITA,2023,114.13,134.43,94.09,0.8244107596600369,4848.375321865082,18.790457,20.024078,17.385162,80.89954,6580.085798,0.46279907,0.4710242,3138.113500595093,1954.727904572306
SANTANDER,MOLAGAVITA,2017,75.87,88.99,98.044,1.292263081586925,4658.670553922653,18.034698,18.662994,17.016266,80.69576,6615.819777,0.46467337,0.47237524,3170.2378544807434,1954.727904572306
SANTANDER,MOLAGAVITA,2008,4.0,4.11,3.0,0.75,5845.390160083771,17.024038,17.401764,16.286041,84.5454,6528.095842,0.47603545,0.4815623,3000.4034719467163,1954.727904572306
SANTANDER,MOLAGAVITA,2018,79.44,94.67,104.998,1.3217270896273918,4555.280039668083,18.075592,19.358795,17.029938,79.82355,6503.626608,0.46414247,0.47253355,3173.2337346076965,1954.727904572306
SANTANDER,MOLAGAVITA,2009,4.0,9.45,1.2,0.3,4087.3106945753098,17.890615,19.083405,16.75235,81.12585,6577.1914830000005,0.47286415,0.4772803,3221.2104229927063,1954.727904572306
SANTANDER,MOLAGAVITA,2007,0.0,4.0,0.0,0.0,5453.418363809586,17.5866,19.312164,16.423492,82.26736,6554.630975,0.4695002,0.47582373,3102.415534734726,1954.727904572306
SANTANDER,MOLAGAVITA,2019,89.0,105.0,114.0,1.2808988764044944,4068.02867269516,18.602997,19.247955,17.649567,78.92184,6615.835989,0.45855394,0.46113077,3309.047258615494,1954.727904572306
SANTANDER,MOLAGAVITA,2021,95.37,116.43,121.12,1.2700010485477613,5452.229512691498,18.124908,19.23526,17.551666,81.33134,6537.293361,0.46523476,0.47485098,3053.8104560375214,1954.727904572306
SANTANDER,MOLAGAVITA,2024,125.37,140.23,124.14,0.9901890404402968,6076.313272714615,19.117401,21.32071,17.41983,81.338326,6689.370092,0.46392313,0.47405753,3145.276962041855,1954.727904572306
SANTANDER,MOLAGAVITA,2022,101.5,126.48,108.08,1.0648275862068963,6290.274631261826,17.621042,18.17691,16.848541,84.31498,6402.279936,0.47239494,0.4812247,2834.527244567871,1954.727904572306
SANTANDER,MOLAGAVITA,2020,98.0,110.0,116.5,1.1887755102040816,5408.331714391708,18.533945,20.148834,17.21988,80.541405,6743.094644000001,0.4618651,0.47028542,3219.5663158893585,1954.727904572306
SANTANDER,MOLAGAVITA,2016,58.3859,82.54,76.5135,1.3104790711456018,4467.700181722641,18.271677,19.345612,16.998444,82.57301,6562.295637,0.47042403,0.47621664,3136.3083231449127,1954.727904572306
SANTANDER,MOLAGAVITA,2013,23.47,49.57,18.1963,0.7753003834682575,4706.958177685738,17.880096,19.134674,16.636627,81.93287,6451.985731,0.47107506,0.4782486,3098.2563149929047,1954.727904572306
SANTANDER,MOLAGAVITA,2014,50.63,71.74,42.4444,0.8383251036934624,4455.417875647545,18.109934,19.377838,16.858307,80.17745,6543.4783625,0.4666532,0.47150612,3214.07031083107,1954.727904572306
SANTANDER,MOLAGAVITA,2015,58.67,81.31,74.3432,1.2671416396795636,3882.2384716272354,18.614817,19.575592,17.543365,78.56197,6344.52971,0.4627088,0.46975008,3235.074425220489,1954.727904572306
BOYACA,MONGUA,2012,0.0,23.0,0.0,0.0,1972.4395534992216,12.398122,13.162506,11.712311,92.64271,6499.776189,0.4305636,0.42881712,2894.042810678482,2855.6373025360194
BOYACA,MONGUA,2011,0.0,13.0,0.0,0.0,2518.2216403484344,12.489146,12.848297,12.102692,93.115746,6277.545726,0.44002852,0.44261107,2672.3096363544464,2855.6373025360194
BOYACA,MONGUA,2023,65.5,76.5,85.15,1.3,2042.9709454774857,12.442149,12.922272,11.630035,93.343956,6560.9744,0.434028,0.43394408,2812.602790117264,2855.6373025360194
BOYACA,MONGUA,2024,68.5,72.5,89.05,1.3,1926.4447693824768,12.899628,13.859528,11.999664,91.99701,6719.575811,0.41677856,0.41944313,3151.435901403427,2855.6373025360194
BOYACA,MONGUA,2019,54.0,64.0,70.2,1.3,1903.5595982074735,12.860809,13.361237,11.950104,92.00791,6485.946546,0.42950568,0.42852783,2979.2437932491302,2855.6373025360194
BOYACA,MONGUA,2022,66.5,73.5,86.45,1.3,2250.8821898698807,12.044708,12.450592,11.605377,93.79846,6332.614057,0.4397551,0.4405276,2631.902439594269,2855.6373025360194
BOYACA,MONGUA,2021,63.0,71.0,74.34,1.1800000000000002,2111.03024160862,12.239899,12.797028,11.53775,92.95761,6475.178096,0.43297768,0.43416086,2783.7188863754272,2855.6373025360194
BOYACA,MONGUA,2020,6.0,67.0,7.8,1.3,1970.9989092350008,12.537852,13.240875,11.987946,92.81101,6639.985551,0.43546233,0.43613562,2882.0815217494965,2855.6373025360194
BOYACA,MONIQUIRA,2012,324.0,1570.0,324.0,1.0,2578.13680768013,15.998193,17.331125,14.996979,87.58548,6509.1615053333335,0.4211184,0.4171058,2069.3235880533853,1994.3141134938628
BOYACA,MONIQUIRA,2011,1645.0,2494.0,1100.0,0.668693009118541,3103.495584487915,15.47466,16.633453,14.36913,90.9033,6159.594878333333,0.4286113,0.43021774,1833.9695692062376,1994.3141134938628
BOYACA,MONIQUIRA,2013,1554.29,1857.86,994.89,0.6400929041555952,2577.5404941240945,16.229624,16.977121,14.746979,87.620384,6529.46269,0.42113623,0.4182112,2099.570655186971,1994.3141134938628
