Departamento,Municipio,Año,Área Cosechada,Área Sembrada,Producción,Rendimiento,Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),Humedad volumétrica media anual del suelo capa 1 (m³/m³),Humedad volumétrica media anual del suelo capa 2 (m³/m³),Evaporación potencial acumulada anual (mm/año),altitud_media_m
TOLIMA,ALVARADO,2022,701.75,831.99,661.34,0.942415390096188,1214.780850827694,23.647545,25.419424,22.340403,71.229515,6131.9954290000005,0.33474013,0.32985306,1584.689961353938,677.5651786193738
TOLIMA,ALVARADO,2019,752.0,893.0,937.0,1.2460106382978724,676.8357600197196,24.632591,26.617096,23.169424,63.426228,6431.868020666667,0.27123812,0.26393297,1910.4942144552865,677.5651786193738
TOLIMA,ALVARADO,2020,772.0,886.0,889.0,1.1515544041450778,706.8538312315941,25.389711,28.524485,23.676748,59.691242,6623.825196000001,0.26732594,0.25382444,2006.7456695238748,677.5651786193738
TOLIMA,ALVARADO,2024,694.92,887.75,903.13,1.299617222126288,1014.152124222989,24.820253,27.30419,22.847239,69.44506,6425.909835333334,0.3072599,0.31067657,1745.394288380941,677.5651786193738
TOLIMA,ALVARADO,2014,758.67,891.5,646.511,0.8521636548169823,994.0828353563944,23.62317,24.74055,22.539621,70.90793,6105.358624333334,0.3276257,0.32605955,1609.7393078804016,677.5651786193738
TOLIMA,ALVARADO,2015,779.78,905.11,810.723,1.0396817050963092,907.3170438806216,23.812462,25.06843,22.792551,69.690025,6047.488449333334,0.31999758,0.31907782,1651.2972973982492,677.5651786193738
TOLIMA,ALVARADO,2016,769.102,910.63,826.97,1.0752409953426203,899.4935237268606,24.300758,26.552155,22.682932,67.798454,6264.712397666666,0.2980275,0.2899255,1763.0808796087902,677.5651786193738
TOLIMA,ALVARADO,2013,725.8,913.62,572.003,0.7881000275558006,1241.1423532366753,23.322508,25.40095,22.21638,72.0224,6124.949574,0.33838227,0.3342408,1591.1881555716195,677.5651786193738
ANTIOQUIA,AMAGA,2013,683.25,792.26,512.982,0.7507969264544456,3250.4738183021545,18.703094,21.146393,17.313385,86.21838,6682.758972,0.40581766,0.40392557,4320.668320655823,1513.789121161096
ANTIOQUIA,AMAGA,2012,635.3,665.8,476.475,0.7500000000000001,2801.5118901729584,18.45696,19.714264,17.506744,86.65937,6729.160649,0.40782166,0.40487418,4295.518697738648,1513.789121161096
ANTIOQUIA,AMAGA,2011,635.3,655.8,952.95,1.5000000000000002,3821.982148647308,17.772837,18.53775,16.742828,89.95597,6149.663381,0.41364416,0.41319275,3529.808375358581,1513.789121161096
ANTIOQUIA,AMAGA,2022,445.81,506.33,554.98,1.2448801058747,3397.710255384445,18.040396,18.806793,17.072174,88.67502,6323.500428,0.41327032,0.41222,3795.5182161331177,1513.789121161096
ANTIOQUIA,AMAGA,2009,552.7,671.3,327.0,0.5916410349194862,2946.8928961753845,18.525461,19.59024,17.739899,87.645836,6621.324998,0.41145325,0.40949503,4150.821188926697,1513.789121161096
ANTIOQUIA,AMAGA,2018,539.95,621.47,791.135,1.465200481526067,2516.005987763405,19.307526,20.74356,18.341461,81.75338,6956.805558,0.39618683,0.39368692,4888.944669723511,1513.789121161096
ANTIOQUIA,AMAGA,2020,547.0,607.0,133.0,0.243144424131627,2502.70743060112,19.60727,22.295319,18.21695,80.151184,7082.697646,0.38723245,0.3850708,5189.628556251526,1513.789121161096
ANTIOQUIA,AMAGA,2021,475.21,551.22,646.29,1.3600092590644135,3016.084590435028,18.537994,19.910065,17.467194,87.034386,6591.793199,0.4071045,0.40672556,4162.023918151856,1513.789121161096
ANTIOQUIA,AMAGA,2007,785.0,832.0,570.0,0.7261146496815286,3480.618027448654,18.193369,20.800446,16.507233,87.73966,6606.266339,0.40745416,0.40542856,4039.818534851074,1513.789121161096
ANTIOQUIA,AMAGA,2019,505.7,609.0,910.26,1.8,2204.0646634101868,19.977264,21.52237,18.613434,78.770164,7072.25805,0.37467065,0.3685697,5292.187005996704,1513.789121161096
ANTIOQUIA,AMAGA,2010,585.1,674.3,760.6,1.2999487267133822,3505.0441596508026,18.58013,21.203278,16.601715,87.08283,6500.966794,0.40486908,0.4023056,4010.46005821228,1513.789121161096
ANTIOQUIA,AMAGA,2008,577.8,671.8,346.7,0.6000346140533057,3662.309695243835,17.559763,18.097809,17.014557,90.41816,6360.244264,0.4153684,0.41454443,3638.5287742614746,1513.789121161096
ANTIOQUIA,AMAGA,2024,381.48,469.77,694.09,1.8194662891894728,2546.5513986349106,20.099173,22.329498,17.924713,80.89189,6969.729188,0.37697092,0.37319693,5051.926953315735,1513.789121161096
ANTIOQUIA,AMAGA,2023,424.5,481.69,622.2,1.4657243816254415,2566.9106283187866,19.426443,21.11856,17.86856,83.88912,6816.372444,0.39231238,0.3899498,4632.816488265991,1513.789121161096
ANTIOQUIA,AMAGA,2017,573.73,670.66,821.89,1.4325379533927107,2533.3735177516937,19.24466,20.00821,18.290924,83.32658,6898.193384,0.39922714,0.39702353,4608.7917404174805,1513.789121161096
ANTIOQUIA,AMAGA,2014,628.99,736.07,510.632,0.811828486939379,2625.0768802165985,19.105703,21.401276,17.72647,83.914406,6817.448311,0.39857736,0.39423117,4674.149827003479,1513.789121161096
ANTIOQUIA,AMAGA,2015,620.98,732.97,673.085,1.0839076942896713,2007.546494960785,19.813385,20.720123,18.204498,79.85117,6933.261582,0.38472366,0.38060507,5109.773438453674,1513.789121161096
ANTIOQUIA,AMAGA,2016,573.267,690.23,642.619,1.1209767874306389,2686.5700850486755,19.626333,21.58731,18.12027,82.86773,6925.207198,0.39507422,0.39061484,4880.130410194397,1513.789121161096
ANTIOQUIA,AMALFI,2011,1453.5,1926.0,1308.15,0.9,3551.671094822884,20.04613,20.891754,19.13946,92.99056,6249.2681228,0.4650954,0.47313055,3103.715452504158,1092.0204958199963
ANTIOQUIA,AMALFI,2013,1589.65,1998.95,895.128,0.5630975371937219,2699.225321161747,20.649075,21.795612,19.62315,91.439156,6658.9442994,0.4607651,0.46236432,3615.345726919174,1092.0204958199963
ANTIOQUIA,AMALFI,2012,1426.0,1993.5,1283.4,0.9,2590.872002673149,20.571089,21.657818,19.808502,90.36124,6766.0660586,0.45926324,0.46127713,3829.857614469528,1092.0204958199963
ANTIOQUIA,AMALFI,2022,1447.03,1728.92,1025.63,0.708782817218717,3140.666683912277,20.364874,21.095709,19.580719,91.59089,6503.2505288,0.46152177,0.46837604,3433.510442209244,1092.0204958199963
ANTIOQUIA,AMALFI,2007,1432.0,1552.0,1439.2,1.005027932960894,2991.2576130867005,20.47392,22.728962,19.244732,90.81983,6609.6977152,0.45320296,0.45801175,3602.2339482784278,1092.0204958199963
ANTIOQUIA,AMALFI,2010,1517.5,1801.0,1365.8,0.9000329489291597,3480.180312800408,20.549416,22.493317,18.89273,92.32209,6253.5641076,0.4620445,0.4666022,3192.0187575101854,1092.0204958199963
ANTIOQUIA,AMALFI,2008,1392.0,1695.0,1304.3,0.9369971264367816,2999.4435927152635,19.949541,20.260748,19.35616,92.81068,6472.2515247,0.46324018,0.4694949,3274.4914905548094,1092.0204958199963
ANTIOQUIA,AMALFI,2020,1509.0,1783.0,1823.0,1.2080848243870113,2427.617255163193,21.540522,23.847467,20.051716,85.8612,6966.225456,0.4417965,0.43950677,4400.192454814911,1092.0204958199963
ANTIOQUIA,AMALFI,2021,1489.11,1761.72,1355.09,0.9099999328457938,2772.197967362404,20.83417,22.31402,19.904303,89.48156,6750.032276600001,0.45095965,0.45432258,3844.716503143311,1092.0204958199963
ANTIOQUIA,AMALFI,2009,1270.0,1600.0,1143.0,0.9,2689.70609664917,20.49177,21.341852,19.907867,92.350555,6632.0341298,0.466295,0.46941462,3486.234961605072,1092.0204958199963
ANTIOQUIA,AMALFI,2018,1562.23,1894.28,1211.81,0.775692439653572,2140.933322495222,21.359705,22.683796,20.311188,84.99023,7046.0736791,0.43954098,0.43526182,4591.036303853989,1092.0204958199963
ANTIOQUIA,AMALFI,2019,1481.0,1801.0,1936.0,1.3072248480756246,1970.456003302336,21.961166,23.948542,20.541363,83.06057,7042.1588906,0.42711282,0.41539106,4932.684469175339,1092.0204958199963
ANTIOQUIA,AMALFI,2024,1331.99,1601.84,1104.58,0.8292704900186938,2560.951722240448,21.88218,23.564264,19.964558,86.62375,6899.7576675,0.43562266,0.43535283,4359.3860636234285,1092.0204958199963
ANTIOQUIA,AMALFI,2023,1410.79,1669.23,939.97,0.6662720886878983,2848.6991893291474,21.410444,22.51319,20.144878,89.2055,6900.2207324,0.44815254,0.45221457,4020.939385557175,1092.0204958199963
ANTIOQUIA,AMALFI,2015,1693.5,1944.25,1789.73,1.056823147328019,2236.700320315361,21.60868,22.409674,20.530085,86.94479,7060.5928284,0.44572106,0.44715056,4445.471298503876,1092.0204958199963
ANTIOQUIA,AMALFI,2016,1669.61,1955.29,1824.83,1.0929678188319427,2511.11867569685,21.43631,23.258307,20.064606,88.949,6752.6022659,0.4534153,0.45203897,3986.655911397934,1092.0204958199963
ANTIOQUIA,AMALFI,2017,1573.73,1891.05,1193.52,0.7584020130517941,2258.733289837837,21.321905,22.173151,20.310846,86.58588,6913.245417,0.44690463,0.4442247,4293.399306058884,1092.0204958199963
ANTIOQUIA,AMALFI,2014,1620.5,1922.49,986.677,0.6088719531008948,2602.1344671607017,20.988743,22.818073,19.950886,89.84918,6787.0046439,0.45293173,0.45473185,3888.682611560821,1092.0204958199963
CUNDINAMARCA,ANAPOIMA,2011,245.0,247.0,116.0,0.473469387755102,8696.465523719788,21.023651,21.647125,20.361969,85.47486,5323.956911,0.41148886,0.4161873,1266.9825427532196,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2012,107.0,107.0,53.5,0.5,7848.365871429443,21.446869,21.943756,20.838287,81.22755,5593.24986,0.4079081,0.4125061,1385.323385477066,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2010,244.25,251.16,114.1,0.4671443193449334,10091.935886383057,21.505259,23.381012,19.950592,84.22712,5287.102522,0.40955225,0.41292825,1287.4802165031433,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2013,129.38,138.04,58.0749,0.4488707682794868,8875.763343811035,21.630014,23.11319,20.887115,82.645424,5564.200406,0.40804544,0.4125328,1372.202184677124,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2024,44.52,51.39,67.22,1.5098831985624437,9061.714054584503,22.498587,23.959137,21.059479,80.747505,5775.392836,0.39928818,0.40327072,1458.368557214737,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2008,234.66,244.87,104.03,0.44332225347311,9397.211458206177,21.052603,21.534576,20.717682,83.73498,5434.937062,0.4101677,0.41376877,1299.1642956733704,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2017,70.21,74.91,59.1638,0.8426691354507906,6328.983066082001,22.204782,23.39444,21.668365,78.163925,5957.881785,0.3969091,0.40079498,1509.2961893081665,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2009,238.67,244.42,109.322,0.4580466753257636,7596.002593994141,21.659576,22.56485,21.122711,82.47872,5691.733904000001,0.40890756,0.4130465,1404.6437237262726,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2007,224.36,237.39,92.1865,0.4108865216616152,9637.491362571716,21.440603,23.470367,20.613922,82.14768,5434.224617,0.40371704,0.4075381,1342.093406200409,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2022,58.7,62.83,68.45,1.166098807495741,8867.319761514664,21.42337,22.250153,20.449127,82.0046,5429.056135,0.4034729,0.40596136,1310.8812086582184,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2019,65.0,71.0,68.0,1.0461538461538462,6231.861327648163,22.369516,23.503815,21.521637,77.95937,5897.372273999999,0.39724478,0.4005839,1511.958110332489,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2018,65.58,71.23,56.5223,0.8618831960963709,7009.266207695007,22.053131,23.386139,21.135895,78.25001,5758.616803,0.39937845,0.40328726,1452.095932483673,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2023,47.16,55.07,57.54,1.2201017811704835,7591.186670303345,22.243338,23.266266,21.290436,80.990944,5747.352186,0.40162024,0.40632883,1438.997878074646,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2020,68.0,71.0,65.0,0.9558823529411764,7813.749141454697,22.697113,24.906647,21.710602,76.158516,5962.552382,0.38610077,0.38730493,1527.921410322189,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2015,91.95,100.29,73.4055,0.7983197389885808,8412.6404504776,22.044992,22.975983,21.528229,80.86964,5561.525292,0.40286508,0.40873718,1409.7019567489624,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2016,90.5097,100.7,74.7269,0.8256231100092035,8221.424986839294,22.29479,23.931305,21.238922,80.458496,5643.564402,0.3996493,0.402743,1436.4306371212006,753.1371854339387
CUNDINAMARCA,ANAPOIMA,2014,93.11,103.46,45.1919,0.4853603264955429,8497.69214630127,21.805573,22.34732,21.158112,81.43891,5609.643552,0.40857315,0.41260147,1393.6254289150238,753.1371854339387
VALLE DEL CAUCA,ANDALUCIA,2012,231.0,302.2,184.8,0.8,6840.040870666504,17.183847,17.620758,16.827545,92.36495,5799.014006,0.42481866,0.42519125,1130.622080564499,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2011,231.0,302.2,392.7,1.7,7026.795978546143,17.067923,17.46402,16.501373,92.759544,5482.829397,0.42516837,0.42523956,1071.97523355484,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2010,183.6,312.2,293.76,1.6,7144.663362503052,17.515839,18.400543,16.526764,92.871796,5495.898308,0.4252421,0.42540994,1067.2664678096771,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2023,166.73,193.85,43.74,0.2623403106819409,6516.5629777908325,18.005056,18.542389,17.073395,91.39554,5819.873978,0.42137274,0.42149988,1159.4134600162506,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2007,264.9,327.01,344.37,1.3,7445.199825286865,17.19516,17.95694,16.486969,93.11036,5701.333331,0.42493185,0.4253222,1102.1672956943512,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2019,184.0,207.0,222.0,1.2065217391304348,5569.40083694458,18.032114,18.289948,17.365387,91.0036,6132.062382,0.42134348,0.4217771,1228.6059634685516,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2008,219.0,320.0,263.0,1.2009132420091324,7008.672208786011,16.93395,17.124908,16.673492,92.52719,5607.051809,0.42553076,0.42564264,1082.9916286468506,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2017,210.09,225.81,141.629,0.6741348945689942,6310.248189926148,17.77233,18.3378,17.49356,90.69388,6014.8051430000005,0.42196146,0.42252097,1202.0684053897858,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2018,201.19,212.24,138.722,0.6895074307868185,5445.611863136292,17.683502,17.866608,17.261383,90.979095,6039.050853,0.4216372,0.42222467,1198.878161430359,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2009,173.6,312.2,277.76,1.6,7084.300580024719,17.400137,17.628815,16.864899,92.57508,5623.445038,0.42457834,0.4246343,1092.125227689743,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2024,163.4,190.08,50.56,0.3094247246022031,5997.004949569702,18.302298,18.90274,17.565338,91.87859,6013.9137550000005,0.4211464,0.4219551,1206.5348298549652,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2021,190.52,205.25,190.52,1.0,6608.292386054993,17.27839,17.678864,16.924713,91.93933,5655.233922,0.42401886,0.42439905,1111.8041858673096,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2015,210.49,252.33,215.04,1.021616228799468,6420.808628082275,17.941803,18.577545,17.621735,90.94745,5810.79449,0.42250696,0.422863,1154.3438429832458,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2016,194.729,238.12,205.742,1.0565555207493489,7003.892411231995,17.879425,18.698639,17.203766,92.23593,5846.449559,0.42438126,0.42449698,1150.4224817752838,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2013,256.85,301.23,165.33,0.6436830835117773,6712.274620056152,17.39678,17.95694,16.994293,92.80639,5711.136178,0.42460886,0.42479578,1114.9676160812378,1046.5598442688529
VALLE DEL CAUCA,ANDALUCIA,2014,242.81,284.46,168.998,0.6960092253202091,6385.423530578613,17.519114,18.1669,17.155914,92.06461,5721.768586,0.4243571,0.42473093,1121.1488988399506,1046.5598442688529
ANTIOQUIA,ANDES,2013,8400.51,10959.2,6832.67,0.8133637124412685,4149.511812865734,15.191417,16.095123,14.355377,90.69405,5861.206655,0.40138435,0.39970145,2294.510446310044,2118.316033709634
ANTIOQUIA,ANDES,2012,7012.0,11012.0,5259.0,0.75,4220.599686086178,14.997935,15.713287,14.439362,90.14344,5980.24108075,0.4031118,0.40098062,2341.33358001709,2118.316033709634
ANTIOQUIA,ANDES,2011,5490.0,9800.0,7137.0,1.3,5309.859458446503,14.599904,15.217926,13.829987,92.550354,5447.262374,0.41014704,0.41020617,1915.9913075566287,2118.316033709634
ANTIOQUIA,ANDES,2022,7954.13,10613.5,6015.97,0.7563328736140847,4324.390909075737,14.827626,15.427155,14.294342,91.90621,5661.483777,0.4092134,0.40929732,2045.9939596652985,2118.316033709634
ANTIOQUIA,ANDES,2010,8398.0,8713.0,13436.8,1.6,4490.584261953831,15.271291,17.113434,13.755524,90.99939,5709.399762,0.3994929,0.39780617,2193.906342923641,2118.316033709634
ANTIOQUIA,ANDES,2008,8484.0,8696.0,13574.4,1.6,4649.393936038017,14.394196,14.614899,14.153229,92.61102,5603.40053875,0.41220474,0.4113191,1994.816926121712,2118.316033709634
ANTIOQUIA,ANDES,2009,8496.0,8708.0,13593.6,1.6,4023.7578536868095,15.116974,15.598053,14.671539,91.437584,5797.4101495,0.4052925,0.40272203,2179.543667078018,2118.316033709634
ANTIOQUIA,ANDES,2020,8256.0,10462.0,2038.2,0.246875,3782.877481341362,15.808116,17.120026,14.890289,87.188484,6324.527417,0.39047304,0.3911152,2688.3919500112534,2118.316033709634
ANTIOQUIA,ANDES,2018,7648.22,10379.7,9887.81,1.2928249971888883,3791.640911132097,15.381012,15.781647,14.923004,89.24496,6160.539917,0.3925301,0.3914547,2470.012140750885,2118.316033709634
ANTIOQUIA,ANDES,2021,7902.28,10540.4,7744.23,0.9799994431986716,4198.91916757822,15.203441,15.828278,14.617584,90.71285,5853.50200625,0.40285555,0.40339503,2228.174278140068,2118.316033709634
ANTIOQUIA,ANDES,2007,8484.0,8696.0,13574.4,1.6,4462.483602762222,14.843475,15.895172,13.867584,92.06208,5791.9579545,0.40384135,0.40298334,2131.134951174259,2118.316033709634
ANTIOQUIA,ANDES,2019,7577.0,10457.0,10115.0,1.3349610663851128,3431.872171640396,15.93336,16.452545,15.098297,87.118385,6287.206673,0.3785305,0.37520853,2718.500685572624,2118.316033709634
ANTIOQUIA,ANDES,2024,8094.23,10689.3,20036.9,2.475454737510548,3788.431831479073,16.202688,17.39273,14.837311,87.79681,6129.55809275,0.38078657,0.3797458,2629.86046731472,2118.316033709634
ANTIOQUIA,ANDES,2023,8268.72,10625.7,5649.21,0.683202478739152,3958.257725417614,15.684418,16.330475,14.393707,89.743095,6015.014416,0.39513907,0.3947258,2391.5320843458176,2118.316033709634
ANTIOQUIA,ANDES,2016,8230.18,10353.6,10029.0,1.218563871021047,3788.5242699980736,15.890941,17.149323,14.884674,88.731804,6094.585164,0.39407316,0.39042187,2566.1365696191788,2118.316033709634
ANTIOQUIA,ANDES,2017,7486.53,10349.5,9463.0,1.2640034835898608,3699.203809261322,15.499257,16.016022,15.038483,88.82654,6172.31124,0.39477316,0.39386272,2463.432823896408,2118.316033709634
ANTIOQUIA,ANDES,2014,8544.06,10645.5,7514.34,0.8794811834186559,3620.6813702881336,15.400543,16.5419,14.654694,89.49026,5962.0404595,0.39427376,0.39160094,2435.958701133728,2118.316033709634
ANTIOQUIA,ANDES,2015,8568.92,10567.7,10096.5,1.1782698403065963,3309.3195019960403,15.836253,16.339752,15.209869,88.41153,5992.8049365,0.38883463,0.38762698,2537.671112895012,2118.316033709634
ANTIOQUIA,ANGELOPOLIS,2013,256.9,323.82,128.04,0.4984040482678085,3278.2409710884094,17.796518,20.253815,16.389557,86.158714,6704.140418,0.40624872,0.40431595,2771.6923999786377,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2012,578.0,638.0,289.0,0.5,2859.9384269714355,17.499277,18.608795,16.600494,86.88778,6751.006163,0.40885925,0.405365,2729.554855823517,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2011,615.0,635.0,307.5,0.5,3716.8873224258414,16.89263,17.692047,15.931061,89.96961,6183.115371,0.41382217,0.413016,2313.9493384361267,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2022,210.65,236.6,181.09,0.8596724424400665,3332.433830022812,17.337595,18.144684,16.380768,88.07273,6352.953244,0.41243234,0.4110807,2493.466808319092,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2017,247.7,278.27,292.221,1.1797375857892614,2614.770236730576,18.304392,19.021881,17.412018,83.42166,6922.680138,0.39954376,0.39651743,2933.4774408340454,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2009,587.0,607.0,293.5,0.5,3025.2537274360657,17.615793,18.810944,16.788727,87.70878,6657.186946,0.4124209,0.4099083,2680.905098438263,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2018,234.83,268.65,283.354,1.2066345867223096,2664.35153901577,18.319895,19.571686,17.450836,82.06075,6996.222484,0.3976415,0.39422098,3048.474217891693,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2020,204.0,245.0,246.0,1.2058823529411764,2442.234514713288,18.885263,21.50821,17.482574,79.17304,7107.68954,0.3800316,0.37630844,3309.2571144104004,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2021,203.55,239.84,185.23,0.9099975436010808,2946.316354036331,17.839264,19.285065,16.836334,86.0803,6625.437644,0.40551376,0.40447617,2725.9805817604065,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2007,600.0,600.0,480.0,0.8,3519.686508417129,17.338715,19.964508,15.753326,87.26214,6632.510771,0.40665054,0.4042549,2629.612195968628,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2010,662.0,722.0,288.5,0.4358006042296072,3575.0308145284653,17.710175,20.364655,15.660309,86.82913,6515.72786,0.40453973,0.401858,2582.626417160034,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2008,497.0,630.0,398.0,0.8008048289738431,3668.723053455353,16.677439,17.132477,16.202057,90.440704,6394.150224,0.41570282,0.41450247,2372.021584510803,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2019,217.0,256.0,283.0,1.304147465437788,2276.059411048889,18.957245,20.321198,17.574371,79.54208,7105.250564,0.3779551,0.37013498,3277.1813101768494,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2024,174.69,209.13,205.41,1.1758543705993474,2546.0963793993,19.43869,21.784576,17.293854,79.73982,7005.688694,0.3723348,0.36690012,3220.209707736969,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2023,181.72,216.31,172.8,0.9509134932863748,2547.303134918213,18.739431,20.382233,17.190826,82.99999,6861.210722,0.39105988,0.3875796,2970.4010281562805,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2016,241.943,282.07,267.874,1.1071781369992106,2851.224749088288,18.656607,20.766998,17.27652,83.15455,6948.665018,0.3953463,0.38976797,3068.851522922516,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2014,241.61,291.03,130.208,0.5389180911386118,2715.8338878154755,18.159739,20.254791,16.804596,83.96464,6846.468049,0.40166345,0.39695358,2940.4067635536194,1805.5412268207872
ANTIOQUIA,ANGELOPOLIS,2015,246.36,281.57,263.745,1.0705674622503654,2160.797482728958,18.832428,20.084381,17.247467,80.02857,6979.632864,0.38678995,0.38219705,3178.7571835517883,1805.5412268207872
ANTIOQUIA,ANGOSTURA,2012,1100.0,1355.0,1300.0,1.181818181818182,3047.509326299032,15.0729,15.961659,14.403229,93.432495,6672.825625,0.40530226,0.40534845,2435.730777661005,2065.999152738857
ANTIOQUIA,ANGOSTURA,2011,1100.0,1355.0,1380.0,1.2545454545454546,4145.372084617615,14.800126,15.553212,14.146556,95.34678,6196.699210333333,0.41531456,0.4193946,2073.060778538386,2065.999152738857
ANTIOQUIA,ANGOSTURA,2013,919.7,1063.85,748.05,0.8133630531695117,2969.425078392029,15.261851,15.745839,14.48526,94.12844,6589.566378,0.4071994,0.40820396,2347.8452695210776,2065.999152738857
ANTIOQUIA,ANGOSTURA,2022,668.94,786.35,258.56,0.3865219601160043,3912.5347798665366,14.757843,15.345042,14.233226,95.541626,6353.079824,0.41744867,0.4218839,2095.9734296798706,2065.999152738857
ANTIOQUIA,ANGOSTURA,2019,654.0,786.0,844.0,1.290519877675841,2563.164346059164,16.016436,17.557526,15.058095,89.16351,6906.251065333334,0.37941614,0.37156296,2862.478285630544,2065.999152738857
ANTIOQUIA,ANGOSTURA,2018,683.93,811.96,1178.94,1.7237729007354556,3074.559445619583,15.439036,16.477285,14.850575,91.602295,6881.184123666667,0.39857355,0.39838156,2645.6194429397583,2065.999152738857
ANTIOQUIA,ANGOSTURA,2007,1180.0,1240.0,1180.0,1.0,3510.922185579936,15.102116,15.8662,14.199941,93.96844,6557.928315,0.4061402,0.40663192,2315.2728946208954,2065.999152738857
ANTIOQUIA,ANGOSTURA,2010,1170.0,1310.0,1170.0,1.0,4211.229621171951,15.27007,16.431143,14.076894,95.49941,6268.371316,0.41324532,0.41475213,2089.98931090037,2065.999152738857
ANTIOQUIA,ANGOSTURA,2008,1180.0,1240.0,1180.0,1.0,3524.8548854986825,14.629806,15.016429,14.217194,95.33907,6436.262316666667,0.41403663,0.4158609,2168.4204823176065,2065.999152738857
ANTIOQUIA,ANGOSTURA,2020,659.0,787.0,786.0,1.1927162367223063,2742.673352241516,15.609711,16.60196,14.828278,92.50373,6938.225897333334,0.39914152,0.4011345,2587.102593898773,2065.999152738857
ANTIOQUIA,ANGOSTURA,2021,660.96,772.37,720.45,1.0900054466230935,3393.5867753426232,15.159251,15.800446,14.590892,93.89364,6634.543704666667,0.40604317,0.40897706,2335.856183846792,2065.999152738857
ANTIOQUIA,ANGOSTURA,2009,1180.0,1240.0,1180.0,1.0,3159.4747371673584,15.189579,15.927724,14.56013,94.54923,6590.188423333333,0.41206276,0.41331145,2303.4716577529907,2065.999152738857
ANTIOQUIA,ANGOSTURA,2024,674.07,809.2,467.22,0.6931327606925096,2973.5623602668443,15.987899,16.781973,14.733958,91.62214,6844.873226666667,0.38000488,0.3787583,2692.6484184265137,2065.999152738857
ANTIOQUIA,ANGOSTURA,2023,684.78,788.95,385.13,0.5624142060223721,3226.60525170962,15.546615,16.588614,14.117015,92.90259,6798.299702,0.39769956,0.39980614,2524.7750296592712,2065.999152738857
ANTIOQUIA,ANGOSTURA,2017,724.09,848.01,1220.34,1.6853429822259662,2948.2175702253976,15.541209,16.445059,14.712962,91.97622,6757.225499333334,0.39751604,0.39635977,2570.308394432068,2065.999152738857
ANTIOQUIA,ANGOSTURA,2014,861.12,964.22,757.339,0.8794813730955036,2976.044480443001,15.51179,17.001535,14.853424,92.28955,6712.705168333333,0.39446428,0.39437315,2542.457253456116,2065.999152738857
ANTIOQUIA,ANGOSTURA,2015,874.95,966.7,905.51,1.034927710154866,2701.078472773234,15.915057,16.66218,15.167796,91.13129,6927.501834000001,0.3890618,0.38852775,2759.575402736664,2065.999152738857
