Departamento,Municipio,Año,Área Cosechada,Área Sembrada,Producción,Rendimiento,Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),Humedad volumétrica media anual del suelo capa 1 (m³/m³),Humedad volumétrica media anual del suelo capa 2 (m³/m³),Evaporación potencial acumulada anual (mm/año),SPI3_mean_anual,SPI3_min_anual,SPI3_meses_bajo_m1,SPI6_mean_anual,SPI6_min_anual,SPI6_meses_bajo_m1,SPI12_mean_anual,SPI12_min_anual,SPI12_meses_bajo_m1,SPI3_dic,SPI6_dic,SPI12_dic,SPI1_floracion,SPI3_floracion,SPI1_llenado,SPI3_llenado,altitud_media_m,Rendimiento_lag1,Rendimiento_lag2,Rendimiento_lag3,Rendimiento_rolling3,Rendimiento_vs_media_mun
CUNDINAMARCA,GUAYABETAL,2017,200.18,255.39,337.371,1.6853381956239384,2283.0502409140267,15.43905,15.975902,14.4391985,87.07546,6212.16295,0.4104059,0.40953317,2788.4156460762024,0.5506317182174949,-1.1950539327636904,1.0,0.8432210360976519,-0.6352629099934205,0.0,1.2433359658654863,1.0034448200016832,0.0,1.0311583116812697,0.0172222161974262,1.1088444016715415,0.0875255636083996,0.2119301110017347,0.6412507564558096,0.9938359396142378,2039.2975976722869,1.1531298068915516,1.114998421218819,1.3867453445617364,1.2182911908907024,0.015772333998564037
CUNDINAMARCA,GUAYABETAL,2018,212.71,252.58,366.662,1.723764750129284,2359.966670195261,15.178023,15.819,14.666168,86.83914,5993.413838333334,0.4145262,0.416698,2670.2157395680747,0.7326756990379005,-1.0074595990733766,1.0,0.99082193834484,0.1199003150011147,0.0,1.2194819246467123,0.6777687371136099,0.0,1.040699599753876,0.1199003150011147,1.2896760602775452,-0.184488726749906,0.0344713338023845,0.0904719709694761,1.218132369521026,2039.2975976722869,1.6853381956239384,1.1531298068915516,1.114998421218819,1.3178221412447697,0.4931826504578556
CUNDINAMARCA,GUAYABETAL,2019,221.0,255.0,287.0,1.2986425339366516,2090.7615982691445,15.550126,16.212149,14.8368225,85.57409,6070.728391333334,0.40793183,0.4079789,2786.347846349081,0.2648850920279955,-1.074986046867224,1.0,0.4807623767441126,-0.7796445969881146,0.0,0.8202097871596447,0.3305968734434923,0.0,0.6373517879829638,-0.2937342231364445,0.638544533394559,0.0082097688065584,-0.3193099396332377,0.340357090858832,0.8177601143170876,2039.2975976722869,1.723764750129284,1.6853381956239384,1.1531298068915516,1.5207442508815914,0.4832810954210922
CUNDINAMARCA,GUAYABETAL,2020,216.0,260.0,259.0,1.1990740740740742,1659.151625951131,16.397635,17.09081,15.711253,83.88151,6456.688167333334,0.38522765,0.38307106,3201.822660605113,-0.1791211901408935,-1.4298946724483244,3.0,-0.3586015568158713,-1.6866207262686037,2.0,-0.2978441067226406,-0.767346791040055,0.0,0.9621823841616558,-0.1610372470581741,-0.5329689140035202,-0.2187003487349581,-0.6181535046915119,-0.4717470576191132,0.3554788286399765,2039.2975976722869,1.2986425339366516,1.723764750129284,1.6853381956239384,1.569248493229958,0.05331230595942138
CUNDINAMARCA,GUAYABETAL,2021,215.45,275.12,234.84,1.0899976792759345,1675.8372997840245,16.0591,16.910635,15.064769,84.43999,6135.684624333333,0.39287567,0.38763893,2958.568023045857,-0.0479790279518582,-1.1074412418441637,1.0,0.0860537616689438,-1.3008735046216091,2.0,-0.1382917094563963,-0.7617241542396003,0.0,-0.4835158887199103,-1.3008735046216091,-0.4841045878028889,-0.1898934684102862,-0.7287716231007192,-0.0426673281990417,0.2359419431677332,2039.2975976722869,1.1990740740740742,1.2986425339366516,1.723764750129284,1.4071604527133366,-0.042697988218297844
CUNDINAMARCA,GUAYABETAL,2022,237.16,286.32,223.54,0.9425704165963906,1731.0981449683509,15.881324,16.376455,15.083893,85.95841,6159.763374666667,0.39404678,0.38833407,2857.8843528429666,-0.1273576418650899,-1.6040875321740091,1.0,-0.3035827391509015,-1.5308933773441655,3.0,-0.4827508539004619,-0.6671952560676787,0.0,0.1537561580642237,-1.0264182324523212,-0.3245712199435041,-0.2894713585372392,-0.8521459353365666,-0.2252117637013903,0.4909698772561655,2039.2975976722869,1.0899976792759345,1.1990740740740742,1.2986425339366516,1.1959047624288868,-0.1409333556581207
CUNDINAMARCA,GUAYABETAL,2023,262.9,294.09,227.85,0.8666793457588438,1442.783983707428,16.523123,17.351389,15.813629,82.92364,6293.7421380000005,0.37245476,0.3693216,3146.230068206787,-0.5133980356644489,-1.8411045319631536,4.0,-0.5982667427587276,-1.7437461324309902,3.0,-0.7212875850676554,-1.345796360594948,3.0,-0.6408569142591851,-1.6267350272914964,-1.199012227071821,-0.9477774623516924,-0.966288278910816,0.0700038468094636,-0.0903102464066621,2039.2975976722869,0.9425704165963906,1.0899976792759345,1.1990740740740742,1.0772140566487998,-0.2691365771151537
CUNDINAMARCA,GUAYABETAL,2024,266.67,301.19,330.06,1.237709528630892,1294.946923971176,16.946774,18.089346,15.707347,82.50425,6552.397085333333,0.3611959,0.3607199,3361.74481232961,-0.7509267480842174,-1.9279923583585143,6.0,-1.3146020243656888,-2.364343053685233,8.0,-1.9268635696669263,-2.2962258052886853,12.0,0.2454366881688473,-1.094942268620622,-1.6942971161793778,-1.1102495993612636,-1.4986228128193173,-0.5096900814160558,0.0481956328326819,2039.2975976722869,0.8666793457588438,0.9425704165963906,1.0899976792759345,0.9664158138770563,-0.32346341995565675
CUNDINAMARCA,GUTIERREZ,2010,13.03,40.72,4.6,0.3530314658480429,1849.9807661175728,11.429494,13.099762,10.516266,87.658936,6245.375353,0.35311255,0.35905394,2935.968798398972,-0.2551541676262613,-3.132861067789763,3.0,-0.5644227670317502,-3.367229308798677,4.0,-1.5148214201463714,-3.564727250276761,8.0,0.4308847744792072,0.2652972487885818,0.2090983032980496,-0.8144387272642116,-1.6737553140151742,0.350000301367975,0.8102002560323159,2841.118974036028,0.1228297872340425,,,0.1228297872340425,0.0
CUNDINAMARCA,GUTIERREZ,2011,10.0,44.0,2.0,0.2,2252.3584193587303,10.734181,10.924957,10.464996,90.83471,5889.177541999999,0.39057288,0.39014244,2427.327302455902,0.5897937607016183,-1.3090911365992044,2.0,0.9822142959024842,-0.1644142786917007,0.0,1.3463746408438402,0.3627043047586613,0.0,1.3040782045772032,0.177904658882776,1.636308539105038,0.057376502148642,-0.558935761639384,0.6719665854170759,1.6359492981610773,2841.118974036028,0.3530314658480429,0.1228297872340425,,0.2379306265410427,0.11510083930700021
CUNDINAMARCA,GUTIERREZ,2013,54.11,68.8,52.0466,0.9618665681020144,1805.7854843139648,10.89214,11.565582,10.133942,89.838356,6098.346782,0.38364092,0.3854618,2607.526310443878,-0.066228182857383,-1.1510750573344568,2.0,-0.1301662631296433,-1.0690658356392977,1.0,-0.3187099628810633,-0.7641729643715724,0.0,0.4875828865607441,-0.3767686192296758,0.0402030650214143,-0.2906970244833336,-0.8473878054619008,0.0508915198982854,0.7094138578299364,2841.118974036028,0.2,0.3530314658480429,0.1228297872340425,0.2252870843606951,-0.0252870843606951
CUNDINAMARCA,GUTIERREZ,2014,53.77,68.86,55.9239,1.040057652966338,1670.545790553093,10.857249,11.200836,10.248932,89.94181,6073.958332,0.38834253,0.39129004,2578.5746626853943,-0.0920047945270299,-1.1378714893388118,1.0,-0.197147162760042,-0.6176599562598853,0.0,-0.2427480955781542,-0.5610825972402886,0.0,0.4169322899601739,-0.5485164276631501,-0.4944242082959581,-0.4037190869653393,-0.7018327294554915,-0.0067415075692576,0.3857297889873152,2841.118974036028,0.9618665681020144,0.2,0.3530314658480429,0.5049660113166857,0.5524346128059895
CUNDINAMARCA,GUTIERREZ,2015,58.39,63.85,59.4351,1.0178986127761602,1400.1652472615242,11.078847,11.483063,10.617096,87.66645,6026.021046,0.36857986,0.37324843,2733.709534883499,-0.6215035765428625,-1.9763078549953064,3.0,-0.8107428932061936,-1.806180658278686,4.0,-0.990913970433219,-1.6577226603099455,5.0,-0.5261312407401032,-1.7156418910146969,-1.6577226603099455,-0.6293441938166665,-0.9016163516944992,-0.6399145352853333,-0.273827858136552,2841.118974036028,1.040057652966338,0.9618665681020144,0.2,0.7339747403561173,0.5045005581362504
CUNDINAMARCA,GUTIERREZ,2016,54.9105,61.25,57.8049,1.0527112300926054,2072.0028002262115,11.3992,12.416901,10.398102,89.88693,6014.103449,0.38472685,0.3873825,2593.214107513428,0.239522288343487,-1.109812380291114,2.0,0.0467629709706738,-1.831015557178892,2.0,-0.5311050280987021,-1.6921137077501502,4.0,1.6569531500159465,0.624443021094413,1.0193496641040871,-0.4251192688241548,-0.86080368140829,0.7708464548636558,1.3736039991981157,2841.118974036028,1.0178986127761602,1.040057652966338,0.9618665681020144,1.0066076112815041,0.4019512649550606
CUNDINAMARCA,GUTIERREZ,2017,58.55,60.31,69.0736,1.179736976942784,1892.5338374376297,11.076202,11.4947815,10.220123,89.55435,6116.4232680000005,0.39044318,0.39348158,2638.875504255295,0.3762300139020597,-0.770182378031275,0.0,0.7054036845576577,-0.5654776313705675,0.0,1.1949280127835693,0.3691991167875014,0.0,0.085148896092909,-0.5631423829515989,0.3691991167875014,0.0164208244476385,0.0711324703270172,0.0580233857978379,0.4223636307728605,2841.118974036028,1.0527112300926054,1.0178986127761602,1.040057652966338,1.036889165278368,0.37436904194700493
CUNDINAMARCA,GUTIERREZ,2018,45.95,50.66,55.4449,1.2066354733405875,2155.468036234379,10.789622,11.488434,10.209381,89.87879,5962.327851,0.39512634,0.40091324,2519.7098195552826,0.6869531655655826,-0.7036933993225304,0.0,0.905038836537226,-0.6966481205535964,0.0,0.999536297065078,0.1009896580942108,0.0,0.5476489668920476,-0.1545146997293056,1.309077565799221,0.2202794161218158,0.0865702780796941,-0.5830267959526249,1.0684060208113573,2841.118974036028,1.179736976942784,1.0527112300926054,1.0178986127761602,1.0834489399371832,0.43872044019753553
CUNDINAMARCA,GUTIERREZ,2019,32.0,40.0,41.0,1.28125,2012.0071612596512,11.076222,11.546295,10.221588,89.42508,6025.502788,0.38990974,0.3940684,2580.633053779602,0.2816467330421607,-0.7570330933836313,0.0,0.5076348489596759,-0.3773934582094436,0.0,0.8425006520550151,0.3687369941012346,0.0,0.0776742126437827,-0.3316624281177865,0.8063049496022665,0.3669771329488208,-0.2441703085891189,0.1351985858240178,0.6335958087748881,2841.118974036028,1.2066354733405875,1.179736976942784,1.0527112300926054,1.1463612267919923,0.413883499195857
CUNDINAMARCA,GUTIERREZ,2020,32.0,37.0,37.44,1.17,1784.45336663723,10.921559,11.4791565,10.386383,89.56101,6323.415195,0.38419595,0.3868917,2719.523469209671,0.0302812283747956,-1.0065277274620237,1.0,0.0328898378072489,-1.085860359996749,1.0,0.2523838451583765,-0.1884370386074867,0.0,0.3277529214688854,-0.5442996679644708,-0.0423060961030791,0.3178360763363575,-0.4081853663505444,-0.683141016450421,0.4037579434309843,2841.118974036028,1.28125,1.2066354733405875,1.179736976942784,1.2225408167611238,0.4396482232697425
CUNDINAMARCA,GUTIERREZ,2021,35.39,38.5,38.58,1.0901384571912969,1966.9072429537773,10.532867,11.046051,9.830719,90.93002,5980.956967,0.39213815,0.39596048,2477.5600819587708,0.3691034846206344,-0.9542014127754952,0.0,0.5405604139049883,-0.8697829392686348,0.0,0.4007142839025988,-0.3938516104204129,0.0,-0.1189344057095911,-0.329079764543062,0.643375456257922,0.5419503614466707,-0.2124448444898856,0.0696144810251806,0.6254913103672392,2841.118974036028,1.17,1.28125,1.2066354733405875,1.2192951577801958,0.2985438393361295
CUNDINAMARCA,GUTIERREZ,2022,34.68,43.68,31.68,0.9134948096885812,1954.3319231271744,10.318878,10.685455,9.92569,91.473885,5956.948312,0.3972734,0.39840952,2410.57817196846,0.2594068921729379,-0.9392010798580904,0.0,0.3780204122545211,-0.624621581581991,0.0,0.5941446425555216,0.3437806806323286,0.0,0.2609450952251682,-0.5566693533439169,0.5975053589510975,0.0944649841122196,-0.4464857618785184,-0.1691557084326717,0.807070194199964,2841.118974036028,1.0901384571912969,1.17,1.28125,1.1804628190637656,0.2004587718168076
CUNDINAMARCA,GUTIERREZ,2023,37.79,47.45,28.75,0.7607832759989416,1735.7691512703896,10.637462,11.165192,9.706207,89.95077,6175.382629,0.3758863,0.3800443,2640.169198036194,-0.0751348611588394,-1.1721261253976942,3.0,-0.0035952269188267,-1.0554850094222306,1.0,0.2043414127279986,-0.3955160655864055,0.0,-0.1180780377703727,-0.9506022454181654,-0.2331068200334038,-0.5237953379458289,-0.6790378668163997,0.0888487867439033,0.3775750512569645,2841.118974036028,0.9134948096885812,1.0901384571912969,1.17,1.057877755626626,0.021983191674546432
CUNDINAMARCA,GUTIERREZ,2024,44.57,50.7,55.17,1.237828135517164,1592.3584974110126,11.087372,11.933746,10.129547,88.89704,6406.733994,0.3554007,0.3673204,2859.470553874969,-0.388289247602592,-1.8169145656387695,6.0,-0.6868188504031801,-1.8674170721358607,3.0,-0.9842647310447956,-1.3079137924405535,7.0,0.6371669427899386,-0.7369739716405067,-0.8168709222699705,-0.8721675810491087,-1.3867652949575169,-0.4165041992940403,0.5653399049406412,2841.118974036028,0.7607832759989416,0.9134948096885812,1.0901384571912969,0.9214721809596066,-0.1213906032997295
CUNDINAMARCA,JERUSALEN,2009,202.83,222.18,118.535,0.5844056599122417,3152.3988177776337,23.243643,24.537506,22.124664,73.63589,5865.438589,0.376976,0.37941933,1449.395371675491,-0.2460079580447803,-1.193470020656962,1.0,-0.2876408323564969,-0.904637037654632,0.0,-0.0689994225100023,-0.8732021922464096,0.0,-0.968384600943666,-0.7560805015300716,-0.8611790181667116,-0.2472023876422363,-0.2901499781810825,-0.4514005827418844,-0.3104396312383178,616.3702652919615,0.565926563088006,,,0.565926563088006,0.0
CUNDINAMARCA,JERUSALEN,2010,207.73,232.56,122.2,0.5882636114186685,4555.990556240082,23.217337,25.77652,21.605865,75.41653,5559.655606,0.3747705,0.37595114,1356.9710218906405,0.1988152273128741,-1.849108085978646,3.0,0.1699657957305242,-1.881840797342143,4.0,-0.1381265773214822,-1.2737122267069696,4.0,-0.2364734969832414,0.6945528029399552,1.0489677012044325,-0.0073560305817078,-0.0413964963187372,0.5653257757098503,0.3566045324320085,616.3702652919615,0.5844056599122417,0.565926563088006,,0.5751661115001239,0.009239548412117826
CUNDINAMARCA,JERUSALEN,2011,160.0,200.0,96.0,0.6,3878.15568459034,22.576548,23.621246,21.820465,77.39585,5570.564484,0.3910497,0.395923,1320.856518983841,0.1454105491385454,-0.8733772621130277,0.0,0.1666978272123827,-0.7171983090045374,0.0,0.7354701728650214,0.1845269426853316,0.0,-0.2792780412776618,-0.0995031462862959,0.1845269426853316,-0.0751308071683188,-0.1203461308180966,0.2828673650687744,0.2338079225212269,616.3702652919615,0.5882636114186685,0.5844056599122417,0.565926563088006,0.5795319448063054,0.00873166661236302
CUNDINAMARCA,JERUSALEN,2012,65.0,215.0,39.0,0.6,3310.71271455288,22.842215,24.163483,21.57071,73.33909,5838.330306,0.38383737,0.38911247,1449.110903263092,-0.1140728229975431,-0.9229859650209428,0.0,-0.1762192376282519,-0.7599540445944372,0.0,-0.1670329924663939,-0.6202528686571481,0.0,-0.5976787586552386,-0.445788591690084,-0.6202528686571481,-0.1571444794706891,-0.3021546851312575,-0.1671001774647755,-0.0718394810915281,616.3702652919615,0.6,0.5882636114186685,0.5844056599122417,0.5908897571103033,0.015351041395270992
CUNDINAMARCA,JERUSALEN,2013,160.12,185.35,61.6056,0.3847464401698726,3797.48321723938,23.119516,24.89444,21.899567,74.20614,5765.027826,0.37960115,0.38456535,1428.1802617311478,0.0137399381650319,-1.4979437289223447,2.0,-0.0472920643008972,-1.2178827320161798,3.0,-0.3448595454490092,-0.7968019840751175,0.0,-0.5851279963891023,0.0542869194139368,0.0751424188147324,0.2415691015254474,-0.1098926543119441,0.0536286739672891,0.0334157570935458,616.3702652919615,0.6,0.6,0.5882636114186685,0.5960878704728895,0.01228083311621675
CUNDINAMARCA,JERUSALEN,2014,140.53,161.69,58.4637,0.4160229132569558,3563.170976400376,23.343985,24.902985,21.793854,72.71126,5790.473811,0.37942696,0.38326964,1447.042428612709,-0.0546297930693856,-1.0723467764264736,3.0,-0.0819802931270747,-1.2291484183872967,1.0,-0.07366853495863,-0.2662708400258154,0.0,-0.5586871388379674,-0.2564889268714636,-0.251628609292541,-0.2711969817609398,-0.2480240853254608,-0.0392761582164274,0.0116434629407981,616.3702652919615,0.3847464401698726,0.6,0.6,0.5282488133899575,-0.16914393892825885
CUNDINAMARCA,JERUSALEN,2015,136.87,148.97,120.522,0.8805581939066267,3550.536522626877,23.214834,24.260406,21.72647,74.73521,5733.441576,0.37686285,0.3822384,1434.3445788621902,-0.0717223953622644,-1.160241213370465,1.0,-0.1616006603968995,-1.096688331666434,2.0,-0.2830300891261396,-0.4850730195711857,0.0,-0.205472007074132,-0.2147746267796783,-0.2696520932597054,-0.4743640245048729,-0.3153976785628486,-0.0619985956463034,0.1608158381132881,616.3702652919615,0.4160229132569558,0.3847464401698726,0.6,0.4669231178089428,-0.11817211357815055
CUNDINAMARCA,JERUSALEN,2016,131.565,146.07,119.814,0.9106829323908334,3457.73773086071,23.82547,26.138336,21.85904,71.80802,5877.2756875,0.3651657,0.36874261,1501.0242545604706,-0.1342747806552787,-1.3604623120981318,2.0,-0.1875049027242599,-1.057180099594001,1.0,-0.4127531666702488,-0.627868340177337,0.0,-0.3524839324011935,-0.2450320121572823,-0.4033696883033487,-0.423111754847533,-0.3818783339862941,0.2966981341980642,0.0637383170307187,616.3702652919615,0.8805581939066267,0.4160229132569558,0.3847464401698726,0.5604425157778183,0.3030677711875803
CUNDINAMARCA,JERUSALEN,2017,126.83,137.97,106.876,0.8426712922810061,2606.857613027096,23.971954,25.761627,22.403717,66.944115,6217.491598,0.35510698,0.3619442,1640.824989080429,-0.4799579955728204,-1.1847852890447883,2.0,-0.6321418867420138,-1.1556370186839922,3.0,-0.929541688917554,-1.7605142092869843,6.0,-1.150723052149007,-1.0777770622614795,-1.7605142092869843,-0.7792254484668203,-0.6118898957511518,-0.6611310197196296,-0.5497625568464564,616.3702652919615,0.9106829323908334,0.8805581939066267,0.4160229132569558,0.735754679851472,0.29617111970825516
CUNDINAMARCA,JERUSALEN,2018,126.25,134.36,108.813,0.8618851485148515,2962.571055471897,23.639313,26.138092,21.976715,69.14674,5978.591067,0.34939003,0.35085806,1553.5723031759262,-0.4724633776325546,-1.9273883172562465,4.0,-0.622810304282342,-1.8661950731020407,5.0,-1.4004614420929924,-2.0098259481702825,12.0,-1.0575543837009986,-1.1919894527984165,-1.1611238528846894,-1.1608125647271752,-0.9376459545233008,-0.4081726821628585,-0.263315357360791,616.3702652919615,0.8426712922810061,0.9106829323908334,0.8805581939066267,0.8779708061928222,0.205343531638585
CUNDINAMARCA,JERUSALEN,2019,115.0,126.0,128.0,1.1130434782608696,2624.395832836628,23.917206,26.247955,22.00113,68.95365,6122.367365,0.33652687,0.33384833,1618.8358529806137,-0.6700633676134121,-1.99327154905332,7.0,-0.830471321712048,-1.859824584787904,5.0,-1.454702627017863,-1.7682806748151627,12.0,-1.1083006126338175,-1.6722734309438951,-1.7296897098229864,-1.04037164532937,-1.1291686267208647,-0.3914391621445702,-0.3466607139212939,616.3702652919615,0.8618851485148515,0.8426712922810061,0.9106829323908334,0.871746457728897,0.2041430798840277
CUNDINAMARCA,JERUSALEN,2020,114.0,123.0,117.0,1.0263157894736843,4157.273716986179,24.57789,27.352936,23.26529,63.189816,6218.227051,0.34382692,0.34555307,1656.5754296779633,-0.0736081685206789,-2.394806242084604,3.0,-0.1583705166852647,-2.399388540916892,4.0,-0.788648864864152,-2.1046610332882283,6.0,-0.474004862348767,0.3939947096523997,0.55171266371325,-0.6355597555536787,-0.4763470230048654,0.2968116952153627,0.1701068283879587,616.3702652919615,1.1130434782608696,0.8618851485148515,0.8426712922810061,0.939199973018909,0.4173596254942086
CUNDINAMARCA,JERUSALEN,2021,112.62,122.14,112.62,1.0,5316.058362483978,23.73941,25.772614,22.19693,68.25134,5756.8294635,0.38164583,0.3848292,1413.7157105207443,0.6309896321899044,-0.8514061135572124,0.0,0.8044608144212851,-0.8640355478579655,0.0,1.5228697322213958,0.8169047081074975,0.0,-0.5198966579896209,0.8555176503814308,1.9230087067957784,0.3153162220533854,0.5478888209323348,0.2687625460186509,0.4299850697726375,616.3702652919615,1.0263157894736843,1.1130434782608696,0.8618851485148515,1.0004148054164685,0.305198710806483
CUNDINAMARCA,JERUSALEN,2022,105.72,117.01,85.8,0.811577752553916,4849.352580785751,23.426462,24.832184,22.151276,69.68396,5690.291309,0.37183824,0.37694868,1389.3093847036362,0.3692617419645683,-1.6986511289316877,2.0,0.6493771723960899,-0.9089226102984628,0.0,1.6442898469030809,1.3968404410278676,0.0,-0.5753317261408509,0.3819728031082147,1.3968404410278676,0.2139718101700256,0.076892583433447,0.1370454365119456,0.4477524442133437,616.3702652919615,1.0,1.0263157894736843,1.1130434782608696,1.0464530892448514,0.2589627126661702
CUNDINAMARCA,JERUSALEN,2023,102.44,110.59,89.21,0.8708512299882858,4151.506468296051,24.091482,25.437897,22.893463,70.43748,5939.332696,0.3772615,0.38202032,1458.708268880844,0.1663857382044037,-1.266249469288247,2.0,0.2195398277981638,-0.8660503757697917,0.0,0.8906188224554827,0.2954946320726379,0.0,-0.1677587068384305,0.1161423532096176,0.5442937570403436,-0.2758886066707885,-0.0276117462046154,0.1323834088532658,0.3493120544545447,616.3702652919615,0.811577752553916,1.0,1.0263157894736843,0.9459645140092001,0.06583776753874715
CUNDINAMARCA,JERUSALEN,2024,87.43,102.4,94.14,1.0767471119752945,4896.874095320702,24.378225,26.545074,22.524078,70.72593,6014.263514,0.3641192,0.36593184,1492.067900776863,0.3016657910604831,-1.6550144666970383,2.0,0.5141742243643074,-1.2592008512348252,3.0,0.8658978090291424,-0.1437059090903264,0.0,0.0870999990267994,0.457732487164899,1.45188565752047,-0.5556721525545981,-0.1660237151961409,0.6568106838121734,0.6954864254859743,616.3702652919615,0.8708512299882858,0.811577752553916,1.0,0.8941429941807341,0.11729179216229713
CUNDINAMARCA,JUNIN,2008,34.9,64.01,37.8476,1.084458452722063,2648.5586570103965,10.751929,11.203359,9.832265,90.63397,6346.752382666667,0.45621446,0.4573839,2414.327087720236,-0.1526506191963597,-1.090788669129815,2.0,-0.2383031686840543,-1.1659169641179297,1.0,-0.8140349543011083,-1.726625504944566,4.0,-0.1024182332118974,-0.4513762057205348,-0.4259307800774827,-0.39809093380443,-0.4357115855434258,0.0944801279249777,0.2251410121035219,2719.4704022316587,0.1090303724928366,,,0.1090303724928366,0.0
CUNDINAMARCA,JUNIN,2009,68.54,81.37,29.6,0.4318646046104464,2273.346119483312,10.977122,11.632314,10.188141,90.696495,6424.106512,0.45236632,0.4520768,2463.235702196757,-0.5077656136455194,-1.866542761354196,3.0,-0.6002352469316238,-2.1138360236588576,2.0,-0.7510517549557468,-2.067469476452464,2.0,-1.866542761354196,-2.1138360236588576,-2.067469476452464,-0.444191606600106,-0.5448780340410297,-1.1154715755816058,-0.8273788060584885,2719.4704022316587,1.084458452722063,0.1090303724928366,,0.5967444126074498,0.4877140401146133
CUNDINAMARCA,JUNIN,2010,68.25,93.76,29.5,0.4322344322344322,2760.2604027986526,11.329207,12.966949,10.347972,89.85058,6409.7832573333335,0.43945906,0.43776533,2534.7200104395547,-0.3603852556093965,-3.606110722515601,3.0,-0.7464770345453093,-3.723836017004148,4.0,-1.9468724892670477,-3.699454888234453,10.0,0.4575592921585761,0.3629573759404394,0.0323210712394292,-0.7345425837665599,-1.5377817683955215,0.4543227915140905,0.7375324168219544,2719.4704022316587,0.4318646046104464,1.084458452722063,0.1090303724928366,0.5417844766084486,-0.10991987199800224
CUNDINAMARCA,JUNIN,2011,72.37,92.37,55.7249,0.7699999999999999,3161.422580639521,10.673228,10.950999,10.136546,92.80183,6054.844163,0.45561898,0.458928,2150.948068936666,0.5392910892286735,-0.5372047650372053,0.0,0.7962303857869304,-0.3296394884722768,0.0,1.3805496624117752,0.2717885780283001,0.0,0.8719705001636501,0.2290546959449894,1.583062025391404,0.0926951935651958,-0.2196840747661722,0.5389143136472618,1.28559621254456,2719.4704022316587,0.4322344322344322,0.4318646046104464,1.084458452722063,0.6495191631889806,-0.08216253328051232
CUNDINAMARCA,JUNIN,2012,69.37,99.37,53.4149,0.77,2695.5367674827576,10.477197,11.256581,9.7516985,92.77219,6188.6290143333335,0.45775223,0.45877755,2237.31351518631,0.1460590758127559,-0.7499654111457215,0.0,0.3286549229627523,-0.9309009671132308,0.0,0.9733210342260344,-0.2316618084848609,0.0,-0.7499654111457215,-0.9309009671132308,-0.2316618084848609,-0.1294352949370326,-0.1638023751546682,-0.4584616585944522,0.0652719331433043,2719.4704022316587,0.7699999999999999,0.4322344322344322,0.4318646046104464,0.5446996789482929,0.20448242758804425
CUNDINAMARCA,JUNIN,2013,120.13,137.61,59.3152,0.4937584283692666,2702.9538946946464,10.793807,11.60432,9.786611,92.31601,6204.218024,0.45621789,0.4576365,2244.138233025869,-0.1373834746549763,-2.007590943642507,2.0,-0.2213372622353834,-1.6770475502562647,3.0,-0.548318772660306,-1.0561779380950802,1.0,-0.6660827015148032,-0.5024761224711822,-0.2011970013951377,0.0406495624069379,-0.4477869604302229,-0.0714541166545781,0.1363157094928357,2719.4704022316587,0.77,0.7699999999999999,0.4322344322344322,0.6574114774114773,0.17040202299003704
CUNDINAMARCA,JUNIN,2014,118.88,132.67,63.4695,0.5338955248990579,2629.683881918589,10.804976,11.349925,9.899974,91.55538,6204.611751,0.456426,0.45717537,2292.812496821085,-0.1008170405031485,-1.178448133025491,1.0,-0.240664196347955,-1.2896911070104533,3.0,-0.4430824004385196,-0.8955038139245786,0.0,-0.3385830270859274,-0.4360177936149213,-0.5046327691307009,-0.2515694648646114,-0.3356864580901573,-0.2395052484237909,0.0800691179188306,2719.4704022316587,0.4937584283692666,0.77,0.7699999999999999,0.6779194761230888,-0.09071961312059701
CUNDINAMARCA,JUNIN,2015,123.0,130.22,86.0084,0.6992552845528455,2548.195429642996,10.873226,11.428212,10.267161,91.23294,6054.7183073333335,0.45238242,0.4515203,2281.63321018219,-0.3150597357866952,-1.740078014261592,4.0,-0.3100718247086251,-1.3915431208333349,3.0,-0.53996460069806,-1.0223428713285594,1.0,-0.8932091810618947,-1.1713804509258017,-0.8488269626432202,-0.533228768040481,-0.4691558039195758,-0.2695406882026189,-0.0784042802596407,2719.4704022316587,0.5338955248990579,0.4937584283692666,0.77,0.5992179844227749,-0.04425970201695495
CUNDINAMARCA,JUNIN,2016,121.016,130.69,87.5148,0.7231671845045282,2919.414475997289,11.345679,12.575755,10.132802,91.86224,6164.623688,0.4554812,0.45635858,2281.4659535090127,0.1531087870196827,-1.6888998448977286,2.0,0.0070136168571653,-2.1181039315148764,3.0,-0.2233824265226062,-0.9361888707790108,0.0,0.2995659042719612,-0.0829735455926952,0.6643681577754363,-0.1234078772167469,-0.5465286689945694,0.5103426118468576,0.8076782339499037,2719.4704022316587,0.6992552845528455,0.5338955248990579,0.4937584283692666,0.5756364126070567,0.10764449567718459
