Departamento,Municipio,Año,Área Cosechada,Área Sembrada,Producción,Rendimiento,Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),Humedad volumétrica media anual del suelo capa 1 (m³/m³),Humedad volumétrica media anual del suelo capa 2 (m³/m³),Evaporación potencial acumulada anual (mm/año),SPI3_mean_anual,SPI3_min_anual,SPI3_meses_bajo_m1,SPI6_mean_anual,SPI6_min_anual,SPI6_meses_bajo_m1,SPI12_mean_anual,SPI12_min_anual,SPI12_meses_bajo_m1,SPI3_dic,SPI6_dic,SPI12_dic,SPI1_floracion,SPI3_floracion,SPI1_llenado,SPI3_llenado,altitud_media_m,Rendimiento_lag1,Rendimiento_lag2,Rendimiento_lag3,Rendimiento_rolling3,Rendimiento_vs_media_mun
CUNDINAMARCA,ANOLAIMA,2008,1125.73,1240.26,665.022,0.5907473372833628,4931.533004045486,18.155954,18.626373,17.807526,85.784615,5752.194179,0.40793356,0.4082171,2036.2385816574097,0.2635451344349639,-1.556887392700363,3.0,0.4248635746598542,-1.3586079688702748,2.0,1.0378043355478912,0.5864451144259156,0.0,-0.3571599037551172,0.7837762039777012,0.979528556777332,0.0379740019979999,0.1224669798109172,-0.0199724725650877,0.21417320535291,1785.178508300984,0.5466078071000817,,,0.5466078071000817,0.0
CUNDINAMARCA,ANOLAIMA,2009,1188.49,1270.62,732.841,0.6166152008010164,3920.688060760498,18.725983,19.506256,18.20279,84.78185,6003.638964,0.40831122,0.40855154,2191.017433166504,-0.1890992880479443,-1.185978952021641,2.0,-0.156529653426549,-0.9704419146292312,0.0,0.4606108434114042,-0.7278077063971647,0.0,-0.9461577154794782,-0.9704419146292312,-0.7278077063971647,-0.0679853671321573,-0.3420990624987858,-0.4598612136697496,-0.2174781786803379,1785.178508300984,0.5907473372833628,0.5466078071000817,,0.5686775721917223,0.022069765091640492
CUNDINAMARCA,ANOLAIMA,2010,1189.32,1293.61,730.3,0.6140483637708943,5745.3761241436005,18.646536,20.463043,17.183014,86.91824,5528.664038,0.40514755,0.4058965,1980.0873050689695,0.5475323097626572,-1.9192421837286615,2.0,0.6164697507270206,-1.864962781983642,3.0,0.4449498619375229,-1.056165285141173,1.0,0.0205395778349347,1.381897514307334,2.192295516011567,0.618054915436692,0.3113740938236736,0.5057665740232927,0.6845634639602692,1785.178508300984,0.6166152008010164,0.5907473372833628,0.5466078071000817,0.5846567817281536,0.03195841907286279
CUNDINAMARCA,ANOLAIMA,2011,1168.0,1300.0,710.0,0.6078767123287672,4898.1852860450745,18.181854,18.84439,17.619781,87.03246,5568.495149,0.4129753,0.4143715,1945.2639865875244,0.3423474372159993,-0.9112024683329718,0.0,0.4854054666194954,-0.4915694075068787,0.0,1.5843774563980144,0.7739318884017541,0.0,0.1823010598482082,0.4988338533507282,0.9271154617442608,0.2564489984037307,0.0134499832591166,0.4985178368697743,0.5074191925669795,1785.178508300984,0.6140483637708943,0.6166152008010164,0.5907473372833628,0.6071369672850911,0.022043686532055573
CUNDINAMARCA,ANOLAIMA,2012,1168.0,1300.0,710.0,0.6078767123287672,4547.689442157745,18.522879,19.123444,17.93985,83.736015,5859.206732000001,0.40924707,0.41016388,2174.43163728714,0.2618279356269013,-0.7428223857781285,0.0,0.3878392479654871,-0.3097551028592107,0.0,0.8820530065858682,0.3613872220262108,0.0,-0.3210185961156468,-0.0914091934127953,0.3613872220262108,0.087782884264232,-0.0561659137821273,-0.1327607684452551,0.3015091391901709,1785.178508300984,0.6078767123287672,0.6140483637708943,0.6166152008010164,0.6128467589668927,0.012697628071942635
CUNDINAMARCA,ANOLAIMA,2013,942.38,1064.67,604.296,0.6412445085846474,4754.429752111435,18.707489,19.781158,17.961823,85.31757,5838.386792,0.40648016,0.40698877,2137.646582126617,0.2111410719444253,-1.742273509019853,2.0,0.2749816846812409,-0.9405394035062988,0.0,0.4502190966833353,0.1651357907373287,0.0,-0.6044713072438119,0.2674009005273404,0.6984337141541533,0.7373922411130791,0.0595033803681006,-0.063550154640386,0.1526635828234557,1785.178508300984,0.6078767123287672,0.6078767123287672,0.6140483637708943,0.6099339294761429,0.010581356726618973
CUNDINAMARCA,ANOLAIMA,2014,977.16,1055.24,677.535,0.6933716075156576,4231.043319702148,18.83731,19.256012,18.220612,84.11466,5912.590491,0.40697733,0.4077581,2184.327196121216,-0.025960472550847,-1.3173092581856745,2.0,-0.054840375670322,-1.2227281357616515,1.0,0.1829841958008501,-0.3736952446581086,0.0,-0.29923033679738,-0.2177930336381959,-0.1751803390334375,-0.0431440178499964,-0.3953537634030606,-0.1765138963863238,0.1519509852459124,1785.178508300984,0.6412445085846474,0.6078767123287672,0.6078767123287672,0.6189993110807273,0.037670702556427904
CUNDINAMARCA,ANOLAIMA,2015,964.72,1034.15,797.144,0.8262957127456672,4208.669331550598,19.115305,19.980865,18.58609,83.933235,5878.671872,0.40370688,0.40553537,2237.6982350349426,-0.0511407330507806,-1.153316078295071,2.0,-0.1145516185167191,-0.813264125362042,0.0,-0.1481489150146029,-0.4818865541690918,0.0,0.0144794010879971,-0.2728360484714293,-0.2140937884978438,-0.352478668321616,-0.4686784984164396,-0.2767860397196944,0.2966528657449129,1785.178508300984,0.6933716075156576,0.6412445085846474,0.6078767123287672,0.6474976094763574,0.07857307630150834
CUNDINAMARCA,ANOLAIMA,2016,884.068,966.71,755.485,0.8545553057004666,4625.430792331696,19.321482,20.509186,18.441559,83.81954,5934.586783,0.4021276,0.40297446,2288.87969827652,0.1564010690480621,-1.225029075259941,1.0,0.1795938879070703,-0.9212828152661464,0.0,0.0638633439704799,-0.5907470705626956,0.0,0.0415029341148239,0.1481961873062733,0.4892974288533909,-0.0012893234129808,-0.1838310935084063,0.4382930426567467,0.4498431155587338,1785.178508300984,0.8262957127456672,0.6933716075156576,0.6412445085846474,0.7203039429486574,0.18799749469468252
CUNDINAMARCA,ANOLAIMA,2017,843.68,916.33,1279.7,1.5168073203110186,3404.6073203086853,19.144724,19.996002,18.785797,81.321075,6270.263842,0.39282736,0.3944626,2426.7403888702397,-0.4168121598006205,-1.351364258356217,2.0,-0.5776345278335887,-0.9775032250165472,0.0,-0.5927569859167875,-1.7160418511086193,5.0,-0.8907734704877,-0.940249879567008,-1.7160418511086193,-0.5792448853730968,-0.7322325665585427,-0.7532206225837116,-0.4400767916257779,1785.178508300984,0.8545553057004666,0.8262957127456672,0.6933716075156576,0.7914075419872638,0.19463137888453375
CUNDINAMARCA,ANOLAIMA,2018,806.32,866.72,1250.92,1.55139398749876,3963.130823612213,18.972076,19.956451,18.290192,81.841286,6040.600359,0.39367548,0.39504114,2333.073013305664,-0.2785170582066569,-2.193444118889423,3.0,-0.3298806041147482,-1.7174738450877678,4.0,-0.9089553294892864,-1.8740865302841088,4.0,-0.9782499723168748,-1.1333865528941895,-0.6505396949193099,-0.8328693440159624,-1.0742462533717294,-0.7543498710863992,0.0218236219287705,1785.178508300984,1.5168073203110186,0.8545553057004666,0.8262957127456672,1.0658861129190507,0.7789849031773507
CUNDINAMARCA,ANOLAIMA,2019,635.0,722.0,750.0,1.1811023622047243,3648.173675298691,19.358124,20.13272,18.76773,81.481964,6213.462606,0.3855362,0.38492456,2448.518714427948,-0.523187190093633,-1.974043116892624,4.0,-0.6299456566312278,-1.8661725488234808,5.0,-0.8721150012612674,-1.4621077920773466,5.0,-0.8466230168048419,-1.8661725488234808,-1.2378644816114668,-0.5625767813737788,-1.2053646710781756,-0.287115339963451,0.0035106261368193,1785.178508300984,1.55139398749876,1.5168073203110186,0.8545553057004666,1.3075855378367482,0.7457739395013344
CUNDINAMARCA,ANOLAIMA,2020,626.0,706.0,684.0,1.0926517571884984,4007.6192619800568,19.364431,21.129303,18.65982,80.223816,6272.295584,0.38239798,0.38247427,2559.1868505477905,-0.3258225223441574,-2.6035305904891666,3.0,-0.6193622784206901,-2.4527294423036885,5.0,-1.5874595041992845,-2.824798450434346,8.0,-0.361083929931584,0.1510141619965825,-0.5701421117600887,-0.6435626731869066,-0.8963070217138307,-0.0648418717025269,-0.0155238937630333,1785.178508300984,1.1811023622047243,1.55139398749876,1.5168073203110186,1.4164345566715009,0.3465990592682757
CUNDINAMARCA,ANOLAIMA,2021,613.28,683.31,423.16,0.6899947821549701,4892.974106311798,18.630117,19.799957,18.148102,84.45661,5836.2989450000005,0.4050204,0.4054489,2175.927255630493,0.2850643358934477,-1.4049926005197553,2.0,0.3958072961977243,-1.0344158187990673,1.0,0.5222151843668446,-0.4279601477147978,0.0,-0.5713012576240892,0.4972890895221913,0.9189037132021096,0.3298380269870945,0.0295245557523208,0.0390047481651532,0.2163710276537125,1785.178508300984,1.0926517571884984,1.1811023622047243,1.55139398749876,1.2750493689639943,0.23970927894833205
CUNDINAMARCA,ANOLAIMA,2022,561.27,612.94,317.81,0.5662337199565272,3948.517961978912,18.238312,18.750153,17.5878,85.07324,5765.665893,0.40276337,0.40324274,2144.633050441742,-0.2521948379153147,-1.870078354299622,3.0,-0.2244122778722236,-1.4334818095688808,3.0,0.1238321577782902,-0.7240377539264345,0.0,-0.7604020677844696,-0.7272765967291059,-0.6770796665114971,-0.345678364714251,-0.6539280089984472,-0.4259598063490641,-0.0571329801696967,1785.178508300984,0.6899947821549701,1.0926517571884984,1.1811023622047243,0.9879163005160642,-0.15208451634618314
CUNDINAMARCA,ANOLAIMA,2023,550.82,604.15,492.29,0.8937402418212845,3912.2998099327087,18.872732,19.865875,17.756989,84.30115,6058.291553999999,0.4000206,0.40057626,2312.0367197990417,-0.2212275062422975,-1.5283778675369606,2.0,-0.3896045241870833,-1.31962166689711,2.0,-0.5896014875242173,-0.9807597300584778,0.0,-0.4010373160821011,-0.7923120507310253,-0.7431451953808221,-0.3787929194201365,-0.6674620446205295,-0.6057083879197772,0.0574830293970784,1785.178508300984,0.5662337199565272,0.6899947821549701,1.0926517571884984,0.7829600864333318,-0.258605229885587
CUNDINAMARCA,ANOLAIMA,2024,533.58,605.78,587.78,1.1015780201656733,3947.277720093727,19.230682,20.345856,17.918854,83.047035,6069.459946,0.38699088,0.38762537,2409.610388278961,-0.3867250098156033,-2.6331864747159623,3.0,-0.5047447987445242,-2.0052991597100887,5.0,-1.162854031763923,-1.7807324610663189,7.0,-0.1476822935277619,-0.1468566460736332,-0.6793352391069994,-0.7082065196079661,-0.951140240779068,0.0494747658572699,0.1329611369815653,1785.178508300984,0.8937402418212845,0.5662337199565272,0.6899947821549701,0.716656247977594,0.06484827480392497
CUNDINAMARCA,APULO,2008,120.23,124.2,45.1839,0.3758121932961823,6602.487058758736,22.52534,23.159332,21.585846,79.26118,5540.131532,0.39822134,0.4027729,1303.047661781311,0.2288360861732628,-1.1498734085145554,1.0,0.3227961384574161,-1.135840347294443,3.0,0.8963468320617775,0.2094278522749411,0.0,-0.6217157514398288,0.4909580706856134,0.8984112801012342,0.0082755821952971,0.22315160675919,-0.1024195691689943,0.0743829050344954,657.6141796967962,0.4414584799437016,,,0.4414584799437016,0.0
