departamento,municipio,cod_mpio,anio,Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año)
CALDAS,VICTORIA,867,2019,852.4145721737295,26.02009,27.202545,24.611237,54.488674,7321.0279285
CALDAS,VICTORIA,867,2020,890.6831916868687,25.96054,27.45694,24.015778,56.184616,7395.4179945
CALDAS,VICTORIA,867,2021,1038.7754499204457,25.24238,26.36026,23.844635,60.265087,7030.180145
CALDAS,VICTORIA,867,2022,927.588617220521,24.871307,26.178375,23.505035,63.14946,5387.3436455
CALDAS,VICTORIA,867,2023,625.1466444209218,25.823294,27.773346,24.217438,58.081623,2274.4412765
CALDAS,VICTORIA,867,2024,1012.466052018106,26.272207,27.996246,23.708405,56.929256,6413.4250225
CALDAS,VILLAMARÍA,873,2007,11273.20175520579,10.972172,11.435211,10.453847,90.711266,6412.269619666667
CALDAS,VILLAMARÍA,873,2008,10702.100247383118,10.734283,10.922353,10.510325,91.10822,6294.421642666666
CALDAS,VILLAMARÍA,873,2009,11732.675331433615,11.144047,11.396718,10.666087,91.21744,6253.63708
CALDAS,VILLAMARÍA,873,2010,12157.144438107809,11.406327,12.465404,10.442128,90.929146,6315.874887333333
CALDAS,VILLAMARÍA,873,2011,9657.97970867157,10.839549,11.562572,10.4999895,91.240166,6068.395205666667
CALDAS,VILLAMARÍA,873,2012,12058.168687502543,10.864242,11.276357,10.603993,90.87739,6432.827585333333
CALDAS,VILLAMARÍA,873,2013,13214.581002394358,11.173417,11.984691,10.596019,91.20919,6356.7228
CALDAS,VILLAMARÍA,873,2014,10924.371264457703,11.126327,11.557118,10.673737,90.37708,6297.842069666666
CALDAS,VILLAMARÍA,873,2015,12407.970716158548,11.446855,11.762197,10.985097,90.289696,6238.872505333333
CALDAS,VILLAMARÍA,873,2016,12739.925410270691,11.76038,12.727122,10.919098,89.926765,6415.667291
CALDAS,VILLAMARÍA,873,2017,9547.102537155151,11.2455,11.757721,10.888011,88.07263,6661.401204
CALDAS,VILLAMARÍA,873,2018,10119.588579654694,11.131622,11.51765,10.617747,89.06141,6469.811006
CALDAS,VILLAMARÍA,873,2019,10350.611244360605,11.44244,12.033112,10.905182,88.65125,6605.465331333333
CALDAS,VILLAMARÍA,873,2020,13242.26505724589,11.718964,12.344228,11.15331,87.37924,6741.248878666666
CALDAS,VILLAMARÍA,873,2021,12045.152788798014,11.290015,11.776439,11.018463,89.87696,6314.322221333333
CALDAS,VILLAMARÍA,873,2022,9366.898687839508,11.0144005,11.573883,10.457672,90.68872,4831.747953
CALDAS,VILLAMARÍA,873,2023,5245.713876406352,11.463944,12.091542,10.3906145,89.98474,2022.4803355
CALDAS,VILLAMARÍA,873,2024,11773.055418094,11.929867,12.659007,11.241933,88.16807,5778.660264666667
CALDAS,VITERBO,877,2007,7097.951814174652,18.795603,19.504303,18.143951,91.1676,5312.901491
CALDAS,VITERBO,877,2008,7268.40198135376,18.404123,18.64737,18.208405,91.90811,5149.200342
CALDAS,VITERBO,877,2009,6756.920802593231,18.955515,19.359283,18.58609,91.18725,5261.02205
CALDAS,VITERBO,877,2010,7530.900537490845,19.072153,20.371979,18.000153,91.56272,5140.387415
CALDAS,VITERBO,877,2011,7974.285922527313,18.53942,19.111725,18.06607,91.89268,5076.282706
CALDAS,VITERBO,877,2012,6967.231083869934,18.751963,19.013824,18.345856,90.8561,5500.623996
CALDAS,VITERBO,877,2013,7341.475542068481,18.954233,19.756744,18.452057,91.01312,5333.386368
CALDAS,VITERBO,877,2014,6971.870232105255,19.083303,19.421051,18.72232,90.80721,5365.853224
CALDAS,VITERBO,877,2015,6648.8222732543945,19.35845,19.884918,19.049957,90.26748,5411.755022
CALDAS,VITERBO,877,2016,6816.524987697601,19.474112,20.32193,18.890778,90.66218,5498.657393
CALDAS,VITERBO,877,2017,6201.5704045295715,19.203888,19.551178,18.819977,89.825714,5659.202536
CALDAS,VITERBO,877,2018,6203.514516353607,19.126657,19.475494,18.762604,89.8801,5621.757812
CALDAS,VITERBO,877,2019,5945.652225017548,19.507273,19.837067,19.018463,89.21395,5745.460416
CALDAS,VITERBO,877,2020,7797.064078807831,19.143768,19.968903,18.703033,89.94468,5706.127002
CALDAS,VITERBO,877,2021,8435.349653244019,18.780548,19.092194,18.442291,91.25629,5307.588388
CALDAS,VITERBO,877,2022,7115.473705530167,18.474579,18.873688,18.068024,91.93842,3953.907599
CALDAS,VITERBO,877,2023,4423.254992246628,19.087372,19.608063,18.085602,90.829254,1688.3173365
CALDAS,VITERBO,877,2024,8159.70253443718,19.523752,20.197418,18.580475,90.302826,4784.473044
CASANARE,AGUAZUL,010,2007,1693.5939676892945,24.724625,27.742878,22.8086,73.3358,6872.6325158
CASANARE,AGUAZUL,010,2008,2141.516119402647,24.422419,26.428717,22.878962,74.90368,6658.7867188
CASANARE,AGUAZUL,010,2009,1475.697564870119,24.889435,26.194147,23.406208,73.85561,6746.1460928
CASANARE,AGUAZUL,010,2010,2160.3622303741054,24.949091,28.693853,23.23404,75.777145,6656.521535
CASANARE,AGUAZUL,010,2011,2333.6789822906258,24.27783,25.957281,23.283209,77.064995,6396.6304699
CASANARE,AGUAZUL,010,2012,1716.1238850668074,24.312983,25.76983,22.762554,76.00489,6535.7372403
CASANARE,AGUAZUL,010,2013,1728.6285309433938,24.59429,26.832428,22.857086,75.60271,6488.105804
CASANARE,AGUAZUL,010,2014,1698.5209976255894,24.745916,26.84278,23.274128,74.26932,6526.171815199999
CASANARE,AGUAZUL,010,2015,1650.789688166976,24.870508,26.478962,23.09019,74.44465,6419.276579400001
CASANARE,AGUAZUL,010,2016,1970.3718789995648,24.98456,27.752789,23.026129,76.03655,6444.5846648
CASANARE,AGUAZUL,010,2017,1513.3031720221043,24.804571,26.197418,22.926373,74.22678,6590.9155884
CASANARE,AGUAZUL,010,2018,1674.7823924966156,24.701073,27.142536,22.976715,72.8742,6488.119667200001
CASANARE,AGUAZUL,010,2019,1329.590832938254,25.257957,27.517925,23.50855,70.98403,6560.9689752
CASANARE,AGUAZUL,010,2020,1389.7986498996615,25.504463,28.027643,23.63448,70.66991,6828.6264132
CASANARE,AGUAZUL,010,2021,1516.5962646000087,25.014353,27.759186,23.096441,71.47958,6608.330338
CASANARE,AGUAZUL,010,2022,1312.2979594385251,24.655634,26.253521,23.132282,73.19155,5026.9989732
CASANARE,AGUAZUL,010,2023,782.8030313417315,25.652102,26.636333,24.056744,70.34369,2183.1495431000003
CASANARE,AGUAZUL,010,2024,1248.062918829272,26.209593,28.531988,24.037067,69.028694,6003.6292308
CASANARE,CHÁMEZA,015,2007,2459.3340623378754,17.39383,18.44107,16.454498,82.62739,6439.76656
CASANARE,CHÁMEZA,015,2008,3361.974037885666,17.143625,17.704498,16.43277,84.9505,6150.2048939999995
CASANARE,CHÁMEZA,015,2009,2677.226610660553,17.504343,18.131256,16.818024,84.646904,6214.030372
CASANARE,CHÁMEZA,015,2010,3269.8337960243225,17.821747,19.898346,16.806305,83.308846,6201.380806
CASANARE,CHÁMEZA,015,2011,4102.988456964493,17.178253,17.465485,16.696198,86.17127,5893.088857
CASANARE,CHÁMEZA,015,2012,2812.5165061950684,17.141367,17.855865,16.318024,84.85604,6022.290427
CASANARE,CHÁMEZA,015,2013,3018.2283819913864,17.359344,18.278961,16.32193,85.39701,5956.72268
CASANARE,CHÁMEZA,015,2014,2784.537577867508,17.42038,18.125397,16.684479,84.51487,6009.504714
CASANARE,CHÁMEZA,015,2015,2446.542062520981,17.566538,18.069977,16.721832,84.22608,5995.602004
CASANARE,CHÁMEZA,015,2016,2919.84123647213,17.810944,19.230377,16.577301,85.06522,5968.44264
CASANARE,CHÁMEZA,015,2017,3224.702709674835,17.532501,18.045319,16.494537,84.63757,6118.02127
CASANARE,CHÁMEZA,015,2018,3038.4374961853027,17.335724,18.308746,16.642487,84.03658,6012.638779
CASANARE,CHÁMEZA,015,2019,2558.9493606090546,17.734161,18.569489,16.69571,82.70423,6116.381456
CASANARE,CHÁMEZA,015,2020,2630.5928280353546,17.694876,18.551666,16.880768,83.215225,6270.098422
CASANARE,CHÁMEZA,015,2021,2552.8029687404633,17.403677,18.219147,16.451324,83.634575,6040.151869
CASANARE,CHÁMEZA,015,2022,2365.3509327173233,17.194305,17.775787,16.558258,84.340965,4618.539065
CASANARE,CHÁMEZA,015,2023,1088.9063836336136,17.847464,18.442535,16.944,82.19939,2016.2222035
CASANARE,CHÁMEZA,015,2024,2297.4127397984266,18.300852,19.566559,17.070465,80.85837,5574.315818
CASANARE,MANÍ,139,2007,2291.5410074492297,26.32357,29.909739,24.179108,74.196625,6866.633900666667
CASANARE,MANÍ,139,2008,2439.2398966352143,26.26776,28.951242,24.330069,73.77155,6760.457369333333
CASANARE,MANÍ,139,2009,1915.5825820565224,26.506134,28.232574,24.803701,74.46824,6787.2553806666665
CASANARE,MANÍ,139,2010,2741.0498717563846,26.460146,30.228424,24.672842,77.52777,6680.284371333333
CASANARE,MANÍ,139,2011,2509.875275850296,25.979795,28.54426,24.75593,77.018715,6514.078557333333
CASANARE,MANÍ,139,2012,2100.369695072373,25.97264,27.98461,24.148752,76.210785,6586.075656666667
CASANARE,MANÍ,139,2013,2255.0679500475526,26.204939,29.324942,24.249014,76.37643,6567.69996
CASANARE,MANÍ,139,2014,2124.6821500758333,26.42993,29.46459,24.605621,74.54164,6593.498589333333
CASANARE,MANÍ,139,2015,2087.4962665637336,26.34806,28.59081,24.36376,76.1094,6447.764340666667
CASANARE,MANÍ,139,2016,2322.2579081563745,26.621817,30.003244,24.429514,76.41462,6495.922118
CASANARE,MANÍ,139,2017,1929.03627683719,26.420359,28.880362,24.216543,74.78115,6608.816992
CASANARE,MANÍ,139,2018,1952.193468997876,26.39958,29.51236,24.24462,72.61801,6491.211698
CASANARE,MANÍ,139,2019,1678.5905072192352,26.943796,30.05549,24.721506,71.166405,6556.020869333333
CASANARE,MANÍ,139,2020,1974.0240842799346,27.057615,30.363108,24.9947,71.56127,6933.195867333333
CASANARE,MANÍ,139,2021,2154.3151867575943,26.496721,30.137115,24.332184,72.10734,6696.939927333334
CASANARE,MANÍ,139,2022,1766.322635392348,26.241995,28.380035,24.536774,72.93389,5129.251230333333
CASANARE,MANÍ,139,2023,820.7142782956362,27.12573,28.82071,25.343332,70.89844,2223.921448166667
CASANARE,MANÍ,139,2024,1679.2362665448647,27.464317,29.559397,25.172028,71.119484,6102.066093333333
CASANARE,MONTERREY,162,2007,2223.1599588816366,24.233835,27.177643,22.333405,74.51668,6719.208050666667
CASANARE,MONTERREY,162,2008,2494.0429225439825,24.072798,26.37442,22.45051,75.20224,6485.529195666667
CASANARE,MONTERREY,162,2009,1968.2762169887624,24.483511,25.808014,22.910309,74.457695,6574.599531333333
CASANARE,MONTERREY,162,2010,2572.199701159106,24.46058,28.194244,22.810862,77.032524,6495.1374596666665
CASANARE,MONTERREY,162,2011,2638.2883562097945,23.904924,25.909494,22.807037,77.618095,6257.9688885
CASANARE,MONTERREY,162,2012,2203.798782830437,23.962547,25.500885,22.394196,76.28309,6377.777984
CASANARE,MONTERREY,162,2013,2423.427660358449,24.157875,26.714914,22.484365,76.68289,6307.5305806666665
CASANARE,MONTERREY,162,2014,2279.0703668047986,24.34269,26.628326,22.862131,74.855385,6339.040793
CASANARE,MONTERREY,162,2015,2453.3727780282497,24.40196,26.098297,22.59195,75.31142,6262.269392
CASANARE,MONTERREY,162,2016,2732.711616512388,24.542253,27.460602,22.570791,76.8265,6245.120368666667
CASANARE,MONTERREY,162,2017,1930.3410276770592,24.359026,26.124826,22.473053,75.25703,6404.808724333333
CASANARE,MONTERREY,162,2018,1892.7219354696572,24.266632,26.828604,22.512197,73.67251,6235.1273906666665
CASANARE,MONTERREY,162,2019,1666.3781560907762,24.822378,27.274567,23.13915,71.681435,6342.346968
CASANARE,MONTERREY,162,2020,1789.1985863149166,24.842934,27.381744,23.07543,72.330605,6630.338442666667
CASANARE,MONTERREY,162,2021,2021.4490632483114,24.467775,27.280996,22.52131,72.66949,6395.2889780000005
CASANARE,MONTERREY,162,2022,1607.7102025312681,24.121279,25.854889,22.652985,73.96173,4882.345257333333
CASANARE,MONTERREY,162,2023,954.6941850135723,25.015106,26.095123,23.636301,71.249886,2123.559639166667
CASANARE,MONTERREY,162,2024,1549.6975795341034,25.491554,27.624176,23.499502,70.47747,5896.264533
CASANARE,RECETOR,279,2007,2508.151069521904,19.120474,20.44815,18.038483,81.77834,6559.85114
CASANARE,RECETOR,279,2008,3340.6723598241806,18.852448,19.694733,18.069,84.00221,6287.61353
CASANARE,RECETOR,279,2009,2639.0014219284058,19.218943,19.952545,18.464508,83.46847,6366.607542
CASANARE,RECETOR,279,2010,3233.5240189135075,19.526175,21.909088,18.400055,82.74816,6327.628652
CASANARE,RECETOR,279,2011,3977.9369674921036,18.857779,19.366852,18.41983,85.310715,6026.342564
CASANARE,RECETOR,279,2012,2778.3088150024414,18.843597,19.512115,17.944,83.98217,6170.031298
CASANARE,RECETOR,279,2013,2942.9039477705956,19.052622,20.056305,17.965485,84.3666,6112.4061249999995
CASANARE,RECETOR,279,2014,2813.143054127693,19.141245,20.010162,18.2919,83.4392,6160.132689
CASANARE,RECETOR,279,2015,2491.4802300930023,19.278128,19.91568,18.302887,83.353386,6121.410802
CASANARE,RECETOR,279,2016,2948.3271297216415,19.482492,21.137604,18.21695,84.349106,6109.164086
CASANARE,RECETOR,279,2017,3051.9228777885437,19.214468,19.700592,18.166412,83.631386,6257.777701
CASANARE,RECETOR,279,2018,3046.623020529747,19.039663,20.24527,18.222809,83.0918,6156.866497
CASANARE,RECETOR,279,2019,2599.426329612732,19.458445,20.479645,18.509918,81.804985,6248.927261
CASANARE,RECETOR,279,2020,2626.6458151340485,19.527964,20.656158,18.552643,81.68493,6423.890872
CASANARE,RECETOR,279,2021,2528.583384037018,19.206003,20.350006,18.095856,82.00905,6204.219687
CASANARE,RECETOR,279,2022,2314.6190316975117,18.899546,19.662506,18.17154,83.11178,4729.305892
CASANARE,RECETOR,279,2023,1090.2727296352386,19.491507,20.08609,18.682281,80.981186,2063.1215125
CASANARE,RECETOR,279,2024,2299.4820323213935,19.96467,21.397614,18.644684,79.50235,5688.59258
CASANARE,SABANALARGA,300,2007,1817.9623128126066,24.186907,27.189688,22.371817,73.512726,6685.451610666667
CASANARE,SABANALARGA,300,2008,2128.657777160406,23.959654,26.06257,22.38671,74.915405,6427.553401333334
CASANARE,SABANALARGA,300,2009,1620.7223430871964,24.394533,25.847403,22.867666,73.72382,6544.490772
CASANARE,SABANALARGA,300,2010,2268.6109874198837,24.398407,28.1822,22.739899,76.213715,6458.66374
CASANARE,SABANALARGA,300,2011,2319.3684246937432,23.722633,25.721994,22.676504,77.91533,6215.5919460000005
CASANARE,SABANALARGA,300,2012,1889.8086849351726,23.790672,25.220938,22.35904,76.130684,6349.072442333334
CASANARE,SABANALARGA,300,2013,2121.9932954361043,24.031382,26.33666,22.41503,76.18888,6265.709568666667
CASANARE,SABANALARGA,300,2014,1920.7179887791474,24.253714,26.483469,22.814035,73.849464,6294.128549999999
CASANARE,SABANALARGA,300,2015,2048.843101590872,24.34372,25.761383,22.561026,73.93374,6229.610302
CASANARE,SABANALARGA,300,2016,2337.339643165469,24.436106,27.31965,22.45751,76.184135,6190.977156666667
CASANARE,SABANALARGA,300,2017,1944.3408898115158,24.116323,25.619944,22.389069,75.87284,6362.810962
CASANARE,SABANALARGA,300,2018,1873.3859658688307,23.99295,26.444815,22.466623,74.65784,6156.29716
CASANARE,SABANALARGA,300,2019,1591.3888595501583,24.551817,27.049631,23.047678,72.5226,6276.197591333334
CASANARE,SABANALARGA,300,2020,1457.173239171505,24.856333,26.998281,23.258371,71.7933,6591.1992900000005
CASANARE,SABANALARGA,300,2021,1610.321074920396,24.541588,27.312246,22.559397,72.02585,6354.896679
CASANARE,SABANALARGA,300,2022,1384.5703762546182,24.164736,25.761953,22.707346,73.775215,4844.790959
CASANARE,SABANALARGA,300,2023,722.1095702499151,25.067406,26.305735,23.674631,70.37999,2107.0331655
CASANARE,SABANALARGA,300,2024,1202.7350988355465,25.602285,27.851715,23.59846,69.321556,5888.735358
CASANARE,TAURAMENA,410,2007,2201.09935586023,25.211212,28.611294,23.153028,74.8502,6791.664546
CASANARE,TAURAMENA,410,2008,2448.0834731021346,25.096724,27.52171,23.294643,75.061615,6632.316052
CASANARE,TAURAMENA,410,2009,1929.2001710288664,25.396942,26.951784,23.77586,75.25326,6687.168541058823
CASANARE,TAURAMENA,410,2010,2661.694551864858,25.384506,29.019325,23.66522,77.799286,6592.759077882352
CASANARE,TAURAMENA,410,2011,2602.298932506758,24.864212,27.169529,23.724375,77.89187,6396.375976764706
CASANARE,TAURAMENA,410,2012,2139.3565078719575,24.886484,26.69252,23.152237,76.83605,6485.44440082353
CASANARE,TAURAMENA,410,2013,2276.8576481758673,25.101732,27.879246,23.251846,77.08082,6449.597965529412
CASANARE,TAURAMENA,410,2014,2163.513351082802,25.300589,28.020962,23.605162,75.38146,6475.5615029411765
CASANARE,TAURAMENA,410,2015,2156.408963080715,25.258627,27.19785,23.36487,76.628624,6360.746297647059
CASANARE,TAURAMENA,410,2016,2442.4908822528632,25.491999,28.599216,23.39118,77.257835,6384.068114470589
CASANARE,TAURAMENA,410,2017,1931.7975872649865,25.313234,27.428576,23.24293,75.56782,6509.680780117647
CASANARE,TAURAMENA,410,2018,1939.67395416954,25.246004,27.92892,23.271694,73.79491,6369.649156705882
CASANARE,TAURAMENA,410,2019,1679.231110405396,25.77284,28.574717,23.792547,72.25244,6455.738287647059
CASANARE,TAURAMENA,410,2020,1819.627191956429,25.916536,28.781345,23.978884,72.523094,6790.548992352941
CASANARE,TAURAMENA,410,2021,2017.863200112958,25.44857,28.681118,23.376532,72.88577,6552.666415588235
CASANARE,TAURAMENA,410,2022,1683.45263136496,25.155426,26.904263,23.551365,73.987076,5014.632127941177
CASANARE,TAURAMENA,410,2023,856.8971780985594,26.033525,27.466965,24.426321,71.81718,2175.720545382353
CASANARE,TAURAMENA,410,2024,1588.0620083457736,26.437506,28.459251,24.281862,71.537025,6005.895733764706
CASANARE,VILLANUEVA,440,2007,2927.534529477358,26.172617,30.130035,23.980133,75.97559,6846.5247315
CASANARE,VILLANUEVA,440,2008,3032.384398572147,26.119497,28.78897,24.105865,75.66363,6690.21586675
CASANARE,VILLANUEVA,440,2009,2780.4560911506414,26.31536,28.08731,24.625397,76.87864,6785.64029475
CASANARE,VILLANUEVA,440,2010,3215.955390125513,26.28193,29.79898,24.54898,79.48966,6658.19117525
CASANARE,VILLANUEVA,440,2011,2832.8573885262012,25.839834,28.607574,24.546051,78.939995,6491.65039475
CASANARE,VILLANUEVA,440,2012,2830.4304414987564,25.883352,27.918121,24.053375,77.743744,6580.8488744999995
CASANARE,VILLANUEVA,440,2013,3132.6841982500628,26.045786,29.197662,24.11856,78.282776,6538.9264145
CASANARE,VILLANUEVA,440,2014,3072.1574881542474,26.30366,29.4357,24.397614,76.19755,6551.09390775
CASANARE,VILLANUEVA,440,2015,3322.781587474048,26.096994,27.872711,24.166412,78.94228,6431.3312315
CASANARE,VILLANUEVA,440,2016,3414.564613867784,26.392975,29.735016,24.196442,78.59641,6441.695356
CASANARE,VILLANUEVA,440,2017,2410.583972208202,26.205454,28.615875,24.0419,77.26531,6562.2820075
CASANARE,VILLANUEVA,440,2018,2562.637977196835,26.12255,29.121979,23.995758,75.458916,6360.3288514999995
CASANARE,VILLANUEVA,440,2019,2159.137375727296,26.62497,29.80484,24.58023,74.3432,6470.95316825
CASANARE,VILLANUEVA,440,2020,2560.937979839742,26.781708,29.866608,24.812897,74.36087,6868.719532
CASANARE,VILLANUEVA,440,2021,2773.2966285999864,26.384857,29.971344,24.14273,74.12773,6621.08955575
CASANARE,VILLANUEVA,440,2022,2050.6567664034665,26.109,28.307526,24.416168,74.99442,5064.00233075
CASANARE,VILLANUEVA,440,2023,1128.5517874658108,26.875763,28.75357,25.247955,73.88235,2194.052
CASANARE,VILLANUEVA,440,2024,2021.0842460109852,27.163483,28.77359,25.117828,74.59572,6112.02359875
CASANARE,YOPAL,001,2007,1816.345385670662,22.335236,24.505768,20.912506,76.85531,6944.339768
CASANARE,YOPAL,001,2008,2279.435771048069,22.015127,23.279694,20.896149,78.9546,6724.375846
CASANARE,YOPAL,001,2009,1621.8678398132324,22.449411,23.398834,21.338531,77.64072,6836.844986
CASANARE,YOPAL,001,2010,2339.5305406600237,22.674204,25.750885,21.194977,78.55519,6737.747978
CASANARE,YOPAL,001,2011,2570.335488051176,21.954947,23.010406,21.220612,80.63567,6451.534436
CASANARE,YOPAL,001,2012,2038.8054296970367,21.955984,22.961823,20.706696,79.547066,6628.531832
CASANARE,YOPAL,001,2013,1924.8252275884151,22.231415,23.694733,20.820953,79.089325,6586.805032
CASANARE,YOPAL,001,2014,2003.0906979739666,22.292776,23.461334,21.200104,78.34404,6609.642809
CASANARE,YOPAL,001,2015,1776.2498141527176,22.469126,23.458649,21.230865,78.033966,6495.201081
CASANARE,YOPAL,001,2016,2236.9339638650417,22.639719,24.824127,21.018707,79.72603,6541.204616
CASANARE,YOPAL,001,2017,1800.5591567754745,22.43989,23.197418,20.909576,78.095505,6679.198923
CASANARE,YOPAL,001,2018,2095.4746246039867,22.266062,23.8732,21.062653,77.18891,6582.080884999999
CASANARE,YOPAL,001,2019,1693.080018222332,22.725698,24.152496,21.463043,76.005264,6644.177996
CASANARE,YOPAL,001,2020,1597.3404124975204,23.328745,25.165924,21.871979,74.616745,6882.946474
CASANARE,YOPAL,001,2021,1681.1277617812157,22.865427,24.800201,21.355621,75.39991,6680.504701
CASANARE,YOPAL,001,2022,1453.4142150431871,22.569876,23.788483,21.34732,77.18601,5057.080362
CASANARE,YOPAL,001,2023,756.7056232690811,23.570282,24.450348,22.32022,74.39687,2196.9837985
CASANARE,YOPAL,001,2024,1361.3596190968528,24.19042,26.324371,22.298004,72.59842,6045.140761
CAUCA,ALMAGUER,022,2007,3862.071999669075,15.276723,16.209381,14.274811,79.8926,6357.1101770000005
CAUCA,ALMAGUER,022,2008,4619.610009431839,14.758779,15.343414,14.306549,83.37187,6104.171235
CAUCA,ALMAGUER,022,2009,3729.037612259388,15.612335,16.617096,14.776764,80.128334,6256.973129
CAUCA,ALMAGUER,022,2010,4506.712118387222,15.531952,16.862701,14.248444,81.41892,6203.264263
CAUCA,ALMAGUER,022,2011,4116.10616850853,14.959584,15.585358,14.508453,83.3494,6006.810076
CAUCA,ALMAGUER,022,2012,3649.587558865547,15.282155,16.408356,14.4149475,79.35437,6193.450765
CAUCA,ALMAGUER,022,2013,3474.9749088287354,15.546031,16.088776,14.708893,79.84872,6230.719824
CAUCA,ALMAGUER,022,2014,3590.0880165696144,15.500214,15.897614,15.132965,79.879814,6153.199181
CAUCA,ALMAGUER,022,2015,2568.248625546694,16.0737,16.9169,15.612946,76.328224,6223.589308
CAUCA,ALMAGUER,022,2016,3189.3743366599083,16.168528,17.260406,15.169586,78.43021,6236.599403
CAUCA,ALMAGUER,022,2017,3900.735990166664,15.518504,16.166168,14.8385315,79.76838,6358.599695
CAUCA,ALMAGUER,022,2018,3288.8563655018806,15.563995,15.934235,15.021393,79.2931,6337.818305
CAUCA,ALMAGUER,022,2019,3114.495980799198,16.031118,16.653229,15.653229,77.16294,6378.509824
CAUCA,ALMAGUER,022,2020,4173.441541194916,16.101044,16.616364,15.227203,78.8709,6510.309665
CAUCA,ALMAGUER,022,2021,5144.61251437664,15.563507,16.059967,15.142487,82.326866,6065.092868
CAUCA,ALMAGUER,022,2022,4259.309929966927,15.299611,15.907867,14.7447815,82.37414,4674.504127
CAUCA,ALMAGUER,022,2023,1672.321149289608,16.076712,17.05606,14.688141,79.01334,1932.6144505
CAUCA,ALMAGUER,022,2024,3790.0787184238434,16.484934,17.474762,15.666412,78.05867,5670.642355
CAUCA,ARGELIA,050,2007,5878.680904524666,17.040174,17.805223,16.003605,90.14637,5117.105036142857
CAUCA,ARGELIA,050,2008,6602.737126963479,16.622444,17.044447,16.209625,91.43979,4895.861304285714
CAUCA,ARGELIA,050,2009,5652.960284675871,17.266644,17.907972,16.535135,90.33799,5080.966251428571
CAUCA,ARGELIA,050,2010,6075.882068293436,17.253458,18.199476,15.993875,91.136894,4919.667680428572
CAUCA,ARGELIA,050,2011,6535.574730907168,16.803137,17.353214,16.19707,91.007904,4835.557886142857
CAUCA,ARGELIA,050,2012,5601.581131322044,17.152063,17.866642,16.38565,88.53436,5151.519478
CAUCA,ARGELIA,050,2013,5223.246907847269,17.259153,17.732714,16.562967,90.02109,5076.993691428572
CAUCA,ARGELIA,050,2014,5373.372446400779,17.365437,18.263163,16.895521,88.671104,5127.746778285715
CAUCA,ARGELIA,050,2015,4608.828739268439,17.855509,18.501966,17.281752,87.34919,5302.042364285714
CAUCA,ARGELIA,050,2016,4828.908571924482,17.784576,18.477203,16.970507,89.571754,5153.238368285714
CAUCA,ARGELIA,050,2017,5585.056999444962,17.43431,17.939013,16.815931,89.15267,5182.2050284285715
CAUCA,ARGELIA,050,2018,5955.477127075195,17.41729,18.025509,16.83752,88.92642,5247.115776285715
CAUCA,ARGELIA,050,2019,5249.000380430903,17.833282,18.810665,17.077894,87.679596,5299.399949142857
CAUCA,ARGELIA,050,2020,5442.5595816884725,17.45685,18.12836,16.686327,90.11375,5330.808634
CAUCA,ARGELIA,050,2021,5736.340136732374,17.06825,17.44515,16.58766,90.7417,4978.610174
CAUCA,ARGELIA,050,2022,4711.00035752569,16.697258,17.271288,16.113922,91.4006,3816.646784285714
CAUCA,ARGELIA,050,2023,2236.3319924218313,17.338022,17.957428,16.057003,88.914764,1680.3019081428572
CAUCA,ARGELIA,050,2024,4208.543696488653,17.674852,18.139383,16.74091,88.353386,4862.805708428571
CAUCA,BALBOA,075,2007,3775.141547560692,19.67504,20.702057,18.13272,82.07083,5839.9660675000005
CAUCA,BALBOA,075,2008,4242.13293671608,18.975576,19.826324,18.265045,85.348595,5562.4859025
CAUCA,BALBOA,075,2009,3532.0150001347065,19.932444,21.52481,18.558014,82.13859,5809.338404
CAUCA,BALBOA,075,2010,4007.5924038887024,19.719126,20.474518,18.143951,84.430855,5626.820965
CAUCA,BALBOA,075,2011,4490.311091512442,19.313995,20.57901,18.54068,83.99578,5519.607664
CAUCA,BALBOA,075,2012,3358.622117012739,19.987314,22.305817,18.316803,78.89179,5814.2006235
CAUCA,BALBOA,075,2013,2975.3651398718357,19.944427,20.778717,18.816803,81.50385,5799.8907445
CAUCA,BALBOA,075,2014,3546.1309821903706,20.092459,22.152252,19.019928,79.819244,5827.190777
CAUCA,BALBOA,075,2015,2213.8159870803356,20.846079,22.568756,19.428375,76.78165,6005.814138
CAUCA,BALBOA,075,2016,2550.7470844089985,20.66149,22.231842,19.202301,79.70882,5878.487143
CAUCA,BALBOA,075,2017,3419.511675938964,20.06778,21.614655,18.874664,80.677055,5886.559892
CAUCA,BALBOA,075,2018,3166.60408949852,20.226145,22.19571,18.97525,79.377144,5959.14361775
CAUCA,BALBOA,075,2019,2697.694935284555,20.763418,23.433502,19.602448,77.17425,6012.658738
CAUCA,BALBOA,075,2020,3882.8257219195366,19.89625,20.463287,18.552399,82.05989,6012.8712775
CAUCA,BALBOA,075,2021,4498.828259170055,19.333405,20.442535,18.518463,84.175354,5622.68354
CAUCA,BALBOA,075,2022,3860.1730601787567,19.005178,19.94522,18.169098,85.23453,4285.199114
CAUCA,BALBOA,075,2023,1648.7142586708069,20.189993,21.864655,18.35611,80.644035,1850.743052
CAUCA,BALBOA,075,2024,2953.7649857997894,20.63671,22.457184,19.339508,79.278694,5418.706683
