Año,Departamento,Municipio,Producto,Área Cosechada,Área Sembrada,Producción,Rendimiento,Ciclo
2012,VALLE DEL CAUCA,ROLDANILLO,CAFE,813,926,609.75,0.75,PERMANENTE
2011,VALLE DEL CAUCA,ROLDANILLO,CAFE,786,813,550.2,0.7000000000000001,PERMANENTE
2010,VALLE DEL CAUCA,ROLDANILLO,CAFE,790.4,945.8,632.32,0.8,PERMANENTE
2023,VALLE DEL CAUCA,ROLDANILLO,CAFE,530.87,616.49,579.6,1.091792717614482,PERMANENTE
2008,VALLE DEL CAUCA,ROLDANILLO,CAFE,905,1074,389.15,0.43,PERMANENTE
2021,VALLE DEL CAUCA,ROLDANILLO,CAFE,574.62,661.97,574.62,1,PERMANENTE
2017,VALLE DEL CAUCA,ROLDANILLO,CAFE,635.9,750.56,428.683,0.6741358704198773,PERMANENTE
2020,VALLE DEL CAUCA,ROLDANILLO,CAFE,547,670,652,1.1919561243144423,PERMANENTE
2024,VALLE DEL CAUCA,ROLDANILLO,CAFE,510.43,620.43,688.63,1.349117410810493,PERMANENTE
2018,VALLE DEL CAUCA,ROLDANILLO,CAFE,646.9,722.31,446.042,0.6895068789611996,PERMANENTE
2009,VALLE DEL CAUCA,ROLDANILLO,CAFE,790.4,934.6,395.2,0.5,PERMANENTE
2007,VALLE DEL CAUCA,ROLDANILLO,CAFE,993,1003.96,595.8,0.6,PERMANENTE
2022,VALLE DEL CAUCA,ROLDANILLO,CAFE,569.29,663.82,499.81,0.8779532400007027,PERMANENTE
2019,VALLE DEL CAUCA,ROLDANILLO,CAFE,559,682,721,1.289803220035778,PERMANENTE
2016,VALLE DEL CAUCA,ROLDANILLO,CAFE,673.528,813.52,740.073,1.098800643774275,PERMANENTE
2013,VALLE DEL CAUCA,ROLDANILLO,CAFE,633.27,883.57,407.626,0.6436843684368436,PERMANENTE
2014,VALLE DEL CAUCA,ROLDANILLO,CAFE,671.56,896.52,467.412,0.6960092917982013,PERMANENTE
2015,VALLE DEL CAUCA,ROLDANILLO,CAFE,726.5,860.24,771.88,1.0624638678596008,PERMANENTE
2010,TOLIMA,RONCESVALLES,CAFE,200,304,210,1.05,PERMANENTE
2012,TOLIMA,RONCESVALLES,CAFE,202,327,202,1,PERMANENTE
2011,TOLIMA,RONCESVALLES,CAFE,195.082,324.464,112.184,0.57506074368727,PERMANENTE
2021,TOLIMA,RONCESVALLES,CAFE,263.55,311.12,358.43,1.3600075886928475,PERMANENTE
2018,TOLIMA,RONCESVALLES,CAFE,296.34,327.59,255.41,0.8618816224606871,PERMANENTE
2009,TOLIMA,RONCESVALLES,CAFE,193,321,193,1,PERMANENTE
2007,TOLIMA,RONCESVALLES,CAFE,208,249,260,1.25,PERMANENTE
2020,TOLIMA,RONCESVALLES,CAFE,256,300,58,0.2265625,PERMANENTE
2008,TOLIMA,RONCESVALLES,CAFE,257.55,303,217.5,0.844496214327315,PERMANENTE
2017,TOLIMA,RONCESVALLES,CAFE,296.63,314.38,249.961,0.8426693186798369,PERMANENTE
2019,TOLIMA,RONCESVALLES,CAFE,262,295,322,1.2290076335877862,PERMANENTE
2023,TOLIMA,RONCESVALLES,CAFE,296.16,336.22,17.45,0.05892085359265261,PERMANENTE
2022,TOLIMA,RONCESVALLES,CAFE,283.09,319.79,74.16,0.2619661591719948,PERMANENTE
2024,TOLIMA,RONCESVALLES,CAFE,295.51,356.5,42.43,0.14358228147947616,PERMANENTE
2014,TOLIMA,RONCESVALLES,CAFE,299.25,329.9,258.471,0.8637293233082707,PERMANENTE
2015,TOLIMA,RONCESVALLES,CAFE,319.49,335.68,264.808,0.8288459732698988,PERMANENTE
2016,TOLIMA,RONCESVALLES,CAFE,309.613,331.83,265.398,0.8571926889374801,PERMANENTE
2013,TOLIMA,RONCESVALLES,CAFE,277.92,316.38,222.001,0.7987946171560161,PERMANENTE
2013,BOYACA,RONDON,CAFE,58.53,85.14,32.7816,0.5600820092260379,PERMANENTE
2012,BOYACA,RONDON,CAFE,54,69,48.6,0.9,PERMANENTE
2011,BOYACA,RONDON,CAFE,20.7167,60.6189,16.5734,0.8000019308094436,PERMANENTE
2023,BOYACA,RONDON,CAFE,151.34,169.85,115.89,0.7657592176556098,PERMANENTE
2017,BOYACA,RONDON,CAFE,109.82,121.33,111.05,1.0112001456929522,PERMANENTE
2009,BOYACA,RONDON,CAFE,60,60,60,1,PERMANENTE
2018,BOYACA,RONDON,CAFE,113.52,125.44,117.409,1.0342582804792109,PERMANENTE
2010,BOYACA,RONDON,CAFE,30,63,30,1,PERMANENTE
2019,BOYACA,RONDON,CAFE,109,136,142,1.3027522935779816,PERMANENTE
2024,BOYACA,RONDON,CAFE,154.9,165.88,147.62,0.9530019367333764,PERMANENTE
2021,BOYACA,RONDON,CAFE,131.01,153.61,142.8,1.0899931302953973,PERMANENTE
2020,BOYACA,RONDON,CAFE,115,139,139,1.208695652173913,PERMANENTE
2016,BOYACA,RONDON,CAFE,88.674,120.03,109.856,1.23887498026479,PERMANENTE
2014,BOYACA,RONDON,CAFE,75.17,102.95,45.5237,0.605609950778236,PERMANENTE
2015,BOYACA,RONDON,CAFE,87.65,116.31,104.997,1.1979121505989732,PERMANENTE
2013,CAUCA,ROSAS,CAFE,1095.29,1393.24,801.175,0.7314729432387769,PERMANENTE
2012,CAUCA,ROSAS,CAFE,1425,1495,1567.5,1.1,PERMANENTE
2011,CAUCA,ROSAS,CAFE,1134.28,1425.9,767.55,0.6766847691927919,PERMANENTE
2024,CAUCA,ROSAS,CAFE,1017.14,1269.34,1334.48,1.3119924494169928,PERMANENTE
2023,CAUCA,ROSAS,CAFE,1137.7,1307.73,1208.22,1.0619847059857608,PERMANENTE
2010,CAUCA,ROSAS,CAFE,1231,1425.82,833,0.6766856214459789,PERMANENTE
2017,CAUCA,ROSAS,CAFE,1180.79,1367.65,995.015,0.8426688911660838,PERMANENTE
2009,CAUCA,ROSAS,CAFE,1360,1425,1020,0.75,PERMANENTE
2018,CAUCA,ROSAS,CAFE,1189.68,1378.16,1025.37,0.8618872301795439,PERMANENTE
2007,CAUCA,ROSAS,CAFE,1025,1456.57,904,0.8819512195121951,PERMANENTE
2008,CAUCA,ROSAS,CAFE,1260,1414,988,0.7841269841269841,PERMANENTE
2022,CAUCA,ROSAS,CAFE,1128.76,1330.17,1252.49,1.109615861653496,PERMANENTE
2020,CAUCA,ROSAS,CAFE,1086.24,1303.84,384.53,0.3540009574311386,PERMANENTE
2019,CAUCA,ROSAS,CAFE,1344,1365,2016,1.5,PERMANENTE
2021,CAUCA,ROSAS,CAFE,1135.37,1326.03,1646.29,1.450003082695509,PERMANENTE
2016,CAUCA,ROSAS,CAFE,1135.82,1376.48,1312.39,1.1554559701361133,PERMANENTE
2014,CAUCA,ROSAS,CAFE,1145.86,1321.91,906.3,0.7909343200740055,PERMANENTE
2015,CAUCA,ROSAS,CAFE,1124.38,1335.81,1256.21,1.1172468382575285,PERMANENTE
2012,TOLIMA,ROVIRA,CAFE,3822,4883,4117,1.077184720041863,PERMANENTE
2011,TOLIMA,ROVIRA,CAFE,5432.72,6695.44,3151.04,0.5800114859591512,PERMANENTE
2010,TOLIMA,ROVIRA,CAFE,5350,6266,6218,1.1622429906542056,PERMANENTE
2021,TOLIMA,ROVIRA,CAFE,5861.23,6932.05,5861.23,1,PERMANENTE
2008,TOLIMA,ROVIRA,CAFE,5275.1,6206,5912.5,1.1208318325718942,PERMANENTE
2017,TOLIMA,ROVIRA,CAFE,5126,6428.13,3455.62,0.6741357783847054,PERMANENTE
2018,TOLIMA,ROVIRA,CAFE,5511.52,6485.04,3800.23,0.6895067059540744,PERMANENTE
2009,TOLIMA,ROVIRA,CAFE,5421,6681,7047.3,1.3,PERMANENTE
2020,TOLIMA,ROVIRA,CAFE,5673,6767,6807.5,1.1999823726423409,PERMANENTE
2007,TOLIMA,ROVIRA,CAFE,5319,5844,5694,1.0705019740552735,PERMANENTE
2019,TOLIMA,ROVIRA,CAFE,5419,6719,7007,1.2930429968628898,PERMANENTE
2023,TOLIMA,ROVIRA,CAFE,6193.71,7213.5,5753.3,0.9288939908390932,PERMANENTE
2022,TOLIMA,ROVIRA,CAFE,5923.44,7051.03,5206.04,0.878887943492295,PERMANENTE
2024,TOLIMA,ROVIRA,CAFE,6032.15,7359.18,6943.51,1.1510837760997323,PERMANENTE
2015,TOLIMA,ROVIRA,CAFE,6757.72,7872.55,7175.81,1.0618685000266361,PERMANENTE
2016,TOLIMA,ROVIRA,CAFE,6264.44,7444.33,6879.51,1.0981843548665164,PERMANENTE
2013,TOLIMA,ROVIRA,CAFE,6320.59,7856.5,5277.02,0.8348935779729425,PERMANENTE
2014,TOLIMA,ROVIRA,CAFE,6547.88,7807.13,5911.18,0.902762420814065,PERMANENTE
2011,ANTIOQUIA,SABANALARGA,CAFE,490,1788,500,1.0204081632653061,PERMANENTE
2012,CASANARE,SABANALARGA,CAFE,3,8,3,1,PERMANENTE
2011,CASANARE,SABANALARGA,CAFE,3,5,3,1,PERMANENTE
2013,ANTIOQUIA,SABANALARGA,CAFE,1375.15,1688.03,1505.67,1.0949132821873977,PERMANENTE
2012,ANTIOQUIA,SABANALARGA,CAFE,921,1988,690.75,0.75,PERMANENTE
2023,CASANARE,SABANALARGA,CAFE,2.5,13,0.9,0.36,PERMANENTE
2023,ANTIOQUIA,SABANALARGA,CAFE,1442.9,1595.93,1148.99,0.7963060503153371,PERMANENTE
2024,ANTIOQUIA,SABANALARGA,CAFE,1392.76,1618.1,2068.62,1.4852666647520032,PERMANENTE
2024,CASANARE,SABANALARGA,CAFE,3,13,1.08,0.36000000000000004,PERMANENTE
2009,CASANARE,SABANALARGA,CAFE,3,13,3,1,PERMANENTE
2007,ANTIOQUIA,SABANALARGA,CAFE,1095.5,1105.4,1057.2,0.965038795070744,PERMANENTE
2010,ANTIOQUIA,SABANALARGA,CAFE,535,1396,668.8,1.2500934579439251,PERMANENTE
2020,CASANARE,SABANALARGA,CAFE,3.5,3.5,1.4,0.39999999999999997,PERMANENTE
2019,ANTIOQUIA,SABANALARGA,CAFE,1185,1457,1556,1.3130801687763713,PERMANENTE
2021,CASANARE,SABANALARGA,CAFE,3.5,3.5,3.18,0.9085714285714286,PERMANENTE
2008,ANTIOQUIA,SABANALARGA,CAFE,1190,1205,1142.4,0.9600000000000001,PERMANENTE
2008,CASANARE,SABANALARGA,CAFE,3,3,0.75,0.25,PERMANENTE
2010,CASANARE,SABANALARGA,CAFE,10.5,22,11.55,1.1,PERMANENTE
2021,ANTIOQUIA,SABANALARGA,CAFE,1316.83,1514.88,1435.34,1.0899964308225056,PERMANENTE
2018,ANTIOQUIA,SABANALARGA,CAFE,1597.21,1736.51,2978.89,1.8650584456646275,PERMANENTE
2009,ANTIOQUIA,SABANALARGA,CAFE,879,1211,919,1.0455062571103526,PERMANENTE
2022,CASANARE,SABANALARGA,CAFE,3.5,3.5,3.18,0.9085714285714286,PERMANENTE
2019,CASANARE,SABANALARGA,CAFE,3.5,3.5,5.25,1.5,PERMANENTE
2020,ANTIOQUIA,SABANALARGA,CAFE,1261,1477,1530,1.2133227597145122,PERMANENTE
2022,ANTIOQUIA,SABANALARGA,CAFE,1383.12,1544.06,1249.87,0.903659841517728,PERMANENTE
2015,ANTIOQUIA,SABANALARGA,CAFE,1646.03,1720.39,1548.78,0.9409184522760825,PERMANENTE
2016,ANTIOQUIA,SABANALARGA,CAFE,1610.19,1716.7,1566.87,0.9730963426676354,PERMANENTE
2017,ANTIOQUIA,SABANALARGA,CAFE,1602.93,1712.51,2922.91,1.8234795031598383,PERMANENTE
2014,ANTIOQUIA,SABANALARGA,CAFE,1598.9,1719.14,1892.97,1.1839201951341547,PERMANENTE
2011,ANTIOQUIA,SABANETA,CAFE,130,145,97.5,0.75,PERMANENTE
2013,ANTIOQUIA,SABANETA,CAFE,52.47,56.37,49.2429,0.9384962835906232,PERMANENTE
2012,ANTIOQUIA,SABANETA,CAFE,65,69,48.75,0.75,PERMANENTE
2023,ANTIOQUIA,SABANETA,CAFE,21.84,23.14,23.04,1.054945054945055,PERMANENTE
2024,ANTIOQUIA,SABANETA,CAFE,21.27,23.3,27.91,1.312176774800188,PERMANENTE
2007,ANTIOQUIA,SABANETA,CAFE,121,151,118,0.9752066115702479,PERMANENTE
2010,ANTIOQUIA,SABANETA,CAFE,105.5,116.5,158.3,1.5004739336492892,PERMANENTE
2008,ANTIOQUIA,SABANETA,CAFE,129.5,134.5,144,1.111969111969112,PERMANENTE
2017,ANTIOQUIA,SABANETA,CAFE,34.29,37.22,43.3427,1.2640040828229806,PERMANENTE
2019,ANTIOQUIA,SABANETA,CAFE,32,37,43,1.34375,PERMANENTE
2009,ANTIOQUIA,SABANETA,CAFE,110.5,118.5,116,1.0497737556561086,PERMANENTE
2021,ANTIOQUIA,SABANETA,CAFE,30.42,30.76,27.07,0.8898750821827744,PERMANENTE
2018,ANTIOQUIA,SABANETA,CAFE,34.71,38.61,44.8739,1.2928233938346296,PERMANENTE
2020,ANTIOQUIA,SABANETA,CAFE,29,32,35,1.206896551724138,PERMANENTE
2022,ANTIOQUIA,SABANETA,CAFE,21.47,22.23,29.45,1.3716814159292037,PERMANENTE
2015,ANTIOQUIA,SABANETA,CAFE,22.66,41.49,40.0976,1.769532215357458,PERMANENTE
2016,ANTIOQUIA,SABANETA,CAFE,22.7229,42.44,41.584,1.8300481012546816,PERMANENTE
2014,ANTIOQUIA,SABANETA,CAFE,34.78,44.42,35.2943,1.0147872340425532,PERMANENTE
2012,CASANARE,SACAMA,CAFE,94,132,70.5,0.75,PERMANENTE
2011,CASANARE,SACAMA,CAFE,52,94,52,1,PERMANENTE
2013,CASANARE,SACAMA,CAFE,61.38,141.37,37.5774,0.6122091886608015,PERMANENTE
2023,CASANARE,SACAMA,CAFE,142.02,188.72,254.48,1.7918603013660046,PERMANENTE
2009,CASANARE,SACAMA,CAFE,26,26,28,1.0769230769230769,PERMANENTE
2018,CASANARE,SACAMA,CAFE,146.9,173.26,189.916,1.2928250510551396,PERMANENTE
2024,CASANARE,SACAMA,CAFE,152.6,190.95,338.08,2.2154652686762777,PERMANENTE
2007,CASANARE,SACAMA,CAFE,60,75,42,0.7,PERMANENTE
2020,CASANARE,SACAMA,CAFE,136,174,113,0.8308823529411765,PERMANENTE
2008,CASANARE,SACAMA,CAFE,66,82.5,58.5,0.8863636363636364,PERMANENTE
2021,CASANARE,SACAMA,CAFE,120.49,166.84,109.65,0.9100340277201429,PERMANENTE
2010,CASANARE,SACAMA,CAFE,85,115.5,94,1.1058823529411765,PERMANENTE
2017,CASANARE,SACAMA,CAFE,138.75,158.65,175.38,1.264,PERMANENTE
2019,CASANARE,SACAMA,CAFE,60,118,90,1.5,PERMANENTE
2022,CASANARE,SACAMA,CAFE,128.83,194,114.63,0.8897772258014437,PERMANENTE
2014,CASANARE,SACAMA,CAFE,103.37,151.07,68.4284,0.6619754280739092,PERMANENTE
2015,CASANARE,SACAMA,CAFE,134.18,152.78,141.299,1.0530555969593083,PERMANENTE
2016,CASANARE,SACAMA,CAFE,139.634,162.18,152.07,1.0890614033831303,PERMANENTE
2010,HUILA,SALADOBLANCO,CAFE,2083.01,2767.46,2499.61,1.1999990398509848,PERMANENTE
2013,HUILA,SALADOBLANCO,CAFE,3235.58,4076.62,3171.91,0.9803219206448303,PERMANENTE
2012,HUILA,SALADOBLANCO,CAFE,1818.05,3316.7,1999.85,1.0999972498006105,PERMANENTE
2011,HUILA,SALADOBLANCO,CAFE,1675,2943.4,1876,1.12,PERMANENTE
2019,HUILA,SALADOBLANCO,CAFE,2895.57,3524.4,4140.67,1.4300016922402152,PERMANENTE
2018,HUILA,SALADOBLANCO,CAFE,2732.87,3449.98,3109.15,1.137686754218093,PERMANENTE
2009,HUILA,SALADOBLANCO,CAFE,1991.56,2339.91,2389.87,1.1999989957621162,PERMANENTE
2007,HUILA,SALADOBLANCO,CAFE,2019.49,2091.32,2928.26,1.449999752412738,PERMANENTE
2008,HUILA,SALADOBLANCO,CAFE,2033.6,2250,2948.75,1.4500147521636508,PERMANENTE
2017,HUILA,SALADOBLANCO,CAFE,3361.61,3960.35,3739.2,1.112324154199922,PERMANENTE
2023,HUILA,SALADOBLANCO,CAFE,2883.27,3567.79,3162.88,1.09697669659796,PERMANENTE
2021,HUILA,SALADOBLANCO,CAFE,2833.27,3604.46,3541.59,1.250000882372665,PERMANENTE
2022,HUILA,SALADOBLANCO,CAFE,2893.46,3604.46,3616.82,1.2499982719650522,PERMANENTE
2024,HUILA,SALADOBLANCO,CAFE,2741.11,3552.27,3732.01,1.3614958903509893,PERMANENTE
2020,HUILA,SALADOBLANCO,CAFE,2954,3626.4,4135.6,1.4000000000000001,PERMANENTE
2014,HUILA,SALADOBLANCO,CAFE,3602.25,4239.79,3818.43,1.0600124921923797,PERMANENTE
2015,HUILA,SALADOBLANCO,CAFE,3774.74,4254,4054.47,1.0741057662249585,PERMANENTE
2016,HUILA,SALADOBLANCO,CAFE,3702.67,4256.51,4113.08,1.1108416359005797,PERMANENTE
2012,CALDAS,SALAMINA,CAFE,2279,2679,2279,1,PERMANENTE
2011,CALDAS,SALAMINA,CAFE,2363.19,2883,2528.61,1.0699986035824458,PERMANENTE
2013,CALDAS,SALAMINA,CAFE,2040.46,2610.01,2155.01,1.0561393019221157,PERMANENTE
2008,CALDAS,SALAMINA,CAFE,2880,3066.12,2596,0.9013888888888889,PERMANENTE
2010,CALDAS,SALAMINA,CAFE,2569.36,3016.75,2235.34,0.8699987545536632,PERMANENTE
2017,CALDAS,SALAMINA,CAFE,1855.25,2343.87,2814.05,1.5168036652742218,PERMANENTE
2009,CALDAS,SALAMINA,CAFE,2700,2972.2,2430,0.9,PERMANENTE
2022,CALDAS,SALAMINA,CAFE,1771.64,2206.02,1563.94,0.882763992684744,PERMANENTE
2018,CALDAS,SALAMINA,CAFE,1898.34,2325.76,2945.06,1.5513870012747981,PERMANENTE
2023,CALDAS,SALAMINA,CAFE,1792.66,2216.19,1912.53,1.066867113674651,PERMANENTE
2007,CALDAS,SALAMINA,CAFE,2900,3064.46,2716,0.9365517241379311,PERMANENTE
2020,CALDAS,SALAMINA,CAFE,1721,2230,2066,1.200464846019756,PERMANENTE
2024,CALDAS,SALAMINA,CAFE,1753.45,2234.82,2322.21,1.3243662493940518,PERMANENTE
2021,CALDAS,SALAMINA,CAFE,1716.97,2192.33,1716.97,1,PERMANENTE
2019,CALDAS,SALAMINA,CAFE,1766,2258,1146.5,0.64920724801812,PERMANENTE
2015,CALDAS,SALAMINA,CAFE,2091.34,2451.06,2266.75,1.083874453699542,PERMANENTE
2016,CALDAS,SALAMINA,CAFE,2006.83,2399.21,2249.54,1.1209419831276193,PERMANENTE
2014,CALDAS,SALAMINA,CAFE,2158.17,2570.85,2464.61,1.1419906680196648,PERMANENTE
2012,NORTE DE SANTANDER,SALAZAR,CAFE,1361.79,1999.44,1361.79,1,PERMANENTE
2011,NORTE DE SANTANDER,SALAZAR,CAFE,1603.9,2354.92,657.137,0.40971195211671546,PERMANENTE
2013,NORTE DE SANTANDER,SALAZAR,CAFE,1729.09,2046.9,828.442,0.4791202308728869,PERMANENTE
2010,NORTE DE SANTANDER,SALAZAR,CAFE,2307.45,2491.91,1176.13,0.5097098528678845,PERMANENTE
2023,NORTE DE SANTANDER,SALAZAR,CAFE,1291.2,1511.47,929.17,0.7196174101610904,PERMANENTE
2008,NORTE DE SANTANDER,SALAZAR,CAFE,2489.24,2603.94,857.927,0.3446541916408221,PERMANENTE
2021,NORTE DE SANTANDER,SALAZAR,CAFE,1205.95,1398.09,1242.13,1.0300012438326631,PERMANENTE
2017,NORTE DE SANTANDER,SALAZAR,CAFE,1437.43,1606.07,1211.28,0.8426705996118071,PERMANENTE
2018,NORTE DE SANTANDER,SALAZAR,CAFE,1083.88,1296.53,934.178,0.8618832343063807,PERMANENTE
2009,NORTE DE SANTANDER,SALAZAR,CAFE,2519.83,2519.83,456.213,0.18104911839290747,PERMANENTE
2007,NORTE DE SANTANDER,SALAZAR,CAFE,2489.24,2603.94,857.927,0.3446541916408221,PERMANENTE
2020,NORTE DE SANTANDER,SALAZAR,CAFE,1208,1386,1372,1.1357615894039734,PERMANENTE
2019,NORTE DE SANTANDER,SALAZAR,CAFE,1135.12,1338.12,1329.16,1.1709422792303898,PERMANENTE
2024,NORTE DE SANTANDER,SALAZAR,CAFE,1260.77,1530.77,1123.54,0.8911538186980972,PERMANENTE
2022,NORTE DE SANTANDER,SALAZAR,CAFE,1250.06,1448.33,1055.61,0.844447466521607,PERMANENTE
2016,NORTE DE SANTANDER,SALAZAR,CAFE,1476.75,1625.34,1257.27,0.8513763331640426,PERMANENTE
2014,NORTE DE SANTANDER,SALAZAR,CAFE,1740.93,1875.31,901.92,0.5180679292102497,PERMANENTE
2015,NORTE DE SANTANDER,SALAZAR,CAFE,1567.9,1691.71,1290.72,0.823215766311627,PERMANENTE
2011,QUINDIO,SALENTO,CAFE,340.3,654.5,270.68,0.7954158095797825,PERMANENTE
2010,QUINDIO,SALENTO,CAFE,566,644.471,448,0.7915194346289752,PERMANENTE
2012,QUINDIO,SALENTO,CAFE,463.03,632.82,347.272,0.7499989201563614,PERMANENTE
2018,QUINDIO,SALENTO,CAFE,560.17,633.75,627.641,1.1204473641930128,PERMANENTE
2009,QUINDIO,SALENTO,CAFE,598,656.584,522,0.8729096989966555,PERMANENTE
2007,QUINDIO,SALENTO,CAFE,611,676.867,589,0.9639934533551555,PERMANENTE
2020,QUINDIO,SALENTO,CAFE,512,581,616,1.203125,PERMANENTE
2008,QUINDIO,SALENTO,CAFE,576,666.662,525,0.9114583333333334,PERMANENTE
2017,QUINDIO,SALENTO,CAFE,545.25,643.89,597.305,1.095469967904631,PERMANENTE
2022,QUINDIO,SALENTO,CAFE,369.33,448.48,303.71,0.8223269163079089,PERMANENTE
2024,QUINDIO,SALENTO,CAFE,375.26,455.79,464.47,1.237728508234291,PERMANENTE
2019,QUINDIO,SALENTO,CAFE,498,592,649,1.3032128514056225,PERMANENTE
2023,QUINDIO,SALENTO,CAFE,386.02,453.29,368.5,0.9546137505828713,PERMANENTE
2021,QUINDIO,SALENTO,CAFE,352.76,449.86,384.51,1.0900045356616397,PERMANENTE
2014,QUINDIO,SALENTO,CAFE,497.79,595.09,400.936,0.80543200948191,PERMANENTE
2015,QUINDIO,SALENTO,CAFE,481.88,576.8,517.631,1.0741906698763177,PERMANENTE
2016,QUINDIO,SALENTO,CAFE,549.51,670.95,610.466,1.1109279175993159,PERMANENTE
2013,QUINDIO,SALENTO,CAFE,476.39,614.46,354.854,0.744881294737505,PERMANENTE
2013,ANTIOQUIA,SALGAR,CAFE,6260.78,8257.06,7834.29,1.251328109277119,PERMANENTE
2012,ANTIOQUIA,SALGAR,CAFE,5142.7,7166,3857.02,0.7499990277480701,PERMANENTE
2011,ANTIOQUIA,SALGAR,CAFE,5818.6,6991.86,6000,1.0311758842333207,PERMANENTE
2024,ANTIOQUIA,SALGAR,CAFE,6137.99,7973.69,8280.89,1.3491208033900348,PERMANENTE
2023,ANTIOQUIA,SALGAR,CAFE,6531.71,8141.03,6779.95,1.0380053615362592,PERMANENTE
2010,ANTIOQUIA,SALGAR,CAFE,5070,6812,5070,1,PERMANENTE
2008,ANTIOQUIA,SALGAR,CAFE,5529,6520,5846,1.057334056791463,PERMANENTE
2009,ANTIOQUIA,SALGAR,CAFE,5420,6554,5672,1.0464944649446495,PERMANENTE
2018,ANTIOQUIA,SALGAR,CAFE,5928.74,7856.97,11057.4,1.8650505841038736,PERMANENTE
2019,ANTIOQUIA,SALGAR,CAFE,5861,7985,7746,1.3216174714212592,PERMANENTE
2021,ANTIOQUIA,SALGAR,CAFE,6055.17,8077.72,8053.38,1.3300006440777055,PERMANENTE
2007,ANTIOQUIA,SALGAR,CAFE,4200,6011,4720,1.1238095238095238,PERMANENTE
2020,ANTIOQUIA,SALGAR,CAFE,6017,7798,7353,1.2220375602459697,PERMANENTE
2022,ANTIOQUIA,SALGAR,CAFE,6313.02,8171.06,6090.7,0.9647838910695672,PERMANENTE
2016,ANTIOQUIA,SALGAR,CAFE,6090.67,7843.4,7638.19,1.254080421365794,PERMANENTE
2017,ANTIOQUIA,SALGAR,CAFE,5760.28,7807.04,10503.8,1.8234877471234037,PERMANENTE
2014,ANTIOQUIA,SALGAR,CAFE,6772.14,8256.03,9163.04,1.3530494053578337,PERMANENTE
2015,ANTIOQUIA,SALGAR,CAFE,6118.93,7724.78,7419.87,1.2126090672715655,PERMANENTE
2013,CALDAS,SAMANA,CAFE,3738.96,4297.72,3645.1,0.9748967627361619,PERMANENTE
2012,CALDAS,SAMANA,CAFE,4090.3,4415.3,4090.3,1,PERMANENTE
2011,CALDAS,SAMANA,CAFE,4104,4466.1,4104,1,PERMANENTE
2008,CALDAS,SAMANA,CAFE,4576,4576,4206,0.9191433566433567,PERMANENTE
2010,CALDAS,SAMANA,CAFE,3573,3887,3573,1,PERMANENTE
2017,CALDAS,SAMANA,CAFE,3106.09,3562.81,3995.66,1.2863954360627026,PERMANENTE
2009,CALDAS,SAMANA,CAFE,3900,4355.01,3510,0.9,PERMANENTE
2022,CALDAS,SAMANA,CAFE,2432.48,2905.23,2070.95,0.851373906465829,PERMANENTE
2018,CALDAS,SAMANA,CAFE,2358.06,2823,3102.56,1.3157256388726326,PERMANENTE
2007,CALDAS,SAMANA,CAFE,4500,4627.89,4153,0.9228888888888889,PERMANENTE
2023,CALDAS,SAMANA,CAFE,2437.63,2883.15,2147.62,0.8810278836410775,PERMANENTE
2019,CALDAS,SAMANA,CAFE,2348,2819,2987,1.2721465076660987,PERMANENTE
2020,CALDAS,SAMANA,CAFE,2430,2867,2858,1.1761316872427983,PERMANENTE
2024,CALDAS,SAMANA,CAFE,2371.16,2864.99,2582.66,1.0891968487997437,PERMANENTE
2021,CALDAS,SAMANA,CAFE,2464.72,2908.49,2612.6,1.0599987016780812,PERMANENTE
2015,CALDAS,SAMANA,CAFE,3553.83,3886.25,3366.69,0.9473413190839179,PERMANENTE
2016,CALDAS,SAMANA,CAFE,3433.8,3830.34,3364.23,0.9797396470382665,PERMANENTE
2014,CALDAS,SAMANA,CAFE,3598.22,3956.73,3793.05,1.0541462167404996,PERMANENTE
2012,NARIÑO,SAMANIEGO,CAFE,2000,2400,1500,0.75,PERMANENTE
2011,NARIÑO,SAMANIEGO,CAFE,1450,2150,1015,0.7,PERMANENTE
2010,NARIÑO,SAMANIEGO,CAFE,1215,1737,851,0.7004115226337448,PERMANENTE
2013,NARIÑO,SAMANIEGO,CAFE,1329.95,1685.4,914.482,0.687606300988759,PERMANENTE
2023,NARIÑO,SAMANIEGO,CAFE,1242.16,1476.06,921.57,0.7419092548463966,PERMANENTE
2018,NARIÑO,SAMANIEGO,CAFE,1404.38,1545.13,1089.37,0.7756946125692475,PERMANENTE
2009,NARIÑO,SAMANIEGO,CAFE,1215,1725,851,0.7004115226337448,PERMANENTE
2022,NARIÑO,SAMANIEGO,CAFE,1254.81,1468.6,138.72,0.11055060128625051,PERMANENTE
2007,NARIÑO,SAMANIEGO,CAFE,1185,1215,1185,1,PERMANENTE
2008,NARIÑO,SAMANIEGO,CAFE,1115,1215,850.5,0.762780269058296,PERMANENTE
2017,NARIÑO,SAMANIEGO,CAFE,1447.54,1574.77,1097.82,0.7584039128452409,PERMANENTE
2019,NARIÑO,SAMANIEGO,CAFE,1291,1518,1679,1.3005422153369481,PERMANENTE
2021,NARIÑO,SAMANIEGO,CAFE,1342.5,1481.27,1463.32,1.0899962756052142,PERMANENTE
2020,NARIÑO,SAMANIEGO,CAFE,1352,1505,1624,1.2011834319526626,PERMANENTE
