Año,Departamento,Municipio,Producto,Área Cosechada,Área Sembrada,Producción,Rendimiento,Ciclo
2016,CAUCA,BALBOA,CAFE,2723.7,3204.7,2972.37,1.0912986011675294,PERMANENTE
2011,HUILA,BARAYA,CAFE,489.5,781.2,553.135,1.13,PERMANENTE
2010,HUILA,BARAYA,CAFE,616.07,773.85,726.963,1.1800006492768678,PERMANENTE
2013,HUILA,BARAYA,CAFE,597.42,819.3,585.664,0.9803220514880654,PERMANENTE
2012,HUILA,BARAYA,CAFE,455.63,794.4,478.411,1.0499989026183527,PERMANENTE
2024,HUILA,BARAYA,CAFE,691.25,847.08,975.35,1.410994575045208,PERMANENTE
2017,HUILA,BARAYA,CAFE,695.15,788,784.947,1.129176436740272,PERMANENTE
2022,HUILA,BARAYA,CAFE,751.92,854.17,788.65,1.0488482817320992,PERMANENTE
2009,HUILA,BARAYA,CAFE,660.14,759.32,778.965,1.1799996970339626,PERMANENTE
2018,HUILA,BARAYA,CAFE,721.85,800.19,833.681,1.1549227678880654,PERMANENTE
2007,HUILA,BARAYA,CAFE,947.61,987.38,1231.89,1.2999968341406276,PERMANENTE
2008,HUILA,BARAYA,CAFE,749.9,827.24,1120.37,1.4940258701160154,PERMANENTE
2023,HUILA,BARAYA,CAFE,748.55,862.55,854.82,1.1419678044218824,PERMANENTE
2019,HUILA,BARAYA,CAFE,665.75,828.8,945.37,1.4200075103266991,PERMANENTE
2020,HUILA,BARAYA,CAFE,717,817,1059.93,1.478284518828452,PERMANENTE
2021,HUILA,BARAYA,CAFE,746.37,825.45,947.89,1.2700001339818052,PERMANENTE
2016,HUILA,BARAYA,CAFE,687.683,804.95,759.643,1.1046412373142858,PERMANENTE
2014,HUILA,BARAYA,CAFE,650.59,788.89,689.634,1.0600132187706544,PERMANENTE
2015,HUILA,BARAYA,CAFE,688.89,790.5,735.811,1.0681110191757757,PERMANENTE
2012,ANTIOQUIA,BARBOSA,CAFE,1270.7,1382.24,1270.7,1,PERMANENTE
2011,ANTIOQUIA,BARBOSA,CAFE,1310,1464,1620,1.2366412213740459,PERMANENTE
2012,SANTANDER,BARBOSA,CAFE,506,627,379.5,0.75,PERMANENTE
2011,SANTANDER,BARBOSA,CAFE,599.576,650.102,550.681,0.9184507051649833,PERMANENTE
2013,ANTIOQUIA,BARBOSA,CAFE,1157.84,1364.29,724.419,0.6256641677606578,PERMANENTE
2010,SANTANDER,BARBOSA,CAFE,576.9,592.1,702.924,1.2184503380135205,PERMANENTE
2024,ANTIOQUIA,BARBOSA,CAFE,702.08,775.17,834.23,1.1882264129443938,PERMANENTE
2018,SANTANDER,BARBOSA,CAFE,550.58,630.01,711.803,1.292823931127175,PERMANENTE
2009,SANTANDER,BARBOSA,CAFE,577.5,641.16,731.07,1.2659220779220781,PERMANENTE
2018,ANTIOQUIA,BARBOSA,CAFE,963.04,1061.87,1796.13,1.8650627180594785,PERMANENTE
2022,ANTIOQUIA,BARBOSA,CAFE,802.6,881.43,691.68,0.8617991527535509,PERMANENTE
2007,SANTANDER,BARBOSA,CAFE,420,601.57,630,1.5,PERMANENTE
2019,ANTIOQUIA,BARBOSA,CAFE,884,1006,1112,1.257918552036199,PERMANENTE
2007,ANTIOQUIA,BARBOSA,CAFE,711,1130.8,924.3,1.3,PERMANENTE
2022,SANTANDER,BARBOSA,CAFE,451.22,570.28,392.98,0.8709277071051815,PERMANENTE
2010,ANTIOQUIA,BARBOSA,CAFE,1367,1505.5,1367,1,PERMANENTE
2008,ANTIOQUIA,BARBOSA,CAFE,1287.2,1443,1293.6,1.0049720323182099,PERMANENTE
2008,SANTANDER,BARBOSA,CAFE,415,619.65,541,1.3036144578313253,PERMANENTE
2021,ANTIOQUIA,BARBOSA,CAFE,812.45,911.71,918.07,1.1300018462674626,PERMANENTE
2017,SANTANDER,BARBOSA,CAFE,572.2,648.62,723.263,1.2640038448095072,PERMANENTE
2009,ANTIOQUIA,BARBOSA,CAFE,1403,1455,1263,0.9002138275124733,PERMANENTE
2019,SANTANDER,BARBOSA,CAFE,526,604,698,1.326996197718631,PERMANENTE
2020,ANTIOQUIA,BARBOSA,CAFE,862,968,999.92,1.16,PERMANENTE
2023,ANTIOQUIA,BARBOSA,CAFE,735.06,797.67,645.32,0.8779147280494111,PERMANENTE
2024,SANTANDER,BARBOSA,CAFE,464.09,558.19,390.6,0.8416470943136031,PERMANENTE
2023,SANTANDER,BARBOSA,CAFE,474.93,561,343.29,0.7228223106563073,PERMANENTE
2020,SANTANDER,BARBOSA,CAFE,500,591,615,1.23,PERMANENTE
2021,SANTANDER,BARBOSA,CAFE,446.61,571.96,406.42,0.9100109715411657,PERMANENTE
2014,ANTIOQUIA,BARBOSA,CAFE,1122.44,1236.95,759.358,0.6765243576494065,PERMANENTE
2017,ANTIOQUIA,BARBOSA,CAFE,951.24,1058.34,1734.57,1.8234830326731424,PERMANENTE
2015,SANTANDER,BARBOSA,CAFE,583.01,665.57,625.997,1.073732869076002,PERMANENTE
2015,ANTIOQUIA,BARBOSA,CAFE,1092.3,1167.22,1070.47,0.9800146479904789,PERMANENTE
2016,SANTANDER,BARBOSA,CAFE,564.122,656.93,626.432,1.1104548306926516,PERMANENTE
2013,SANTANDER,BARBOSA,CAFE,526.03,709.64,520.987,0.9904130943102104,PERMANENTE
2016,ANTIOQUIA,BARBOSA,CAFE,1026.87,1119.32,1040.77,1.0135362801523076,PERMANENTE
2014,SANTANDER,BARBOSA,CAFE,586.65,699.7,628.258,1.0709247421801757,PERMANENTE
2012,SANTANDER,BARICHARA,CAFE,532,617,457.52,0.86,PERMANENTE
2011,SANTANDER,BARICHARA,CAFE,515,618,257.5,0.5,PERMANENTE
2010,SANTANDER,BARICHARA,CAFE,499.06,524,290.78,0.582655392137218,PERMANENTE
2019,SANTANDER,BARICHARA,CAFE,446,521,563,1.2623318385650224,PERMANENTE
2018,SANTANDER,BARICHARA,CAFE,445.92,511.72,422.764,0.9480714029422318,PERMANENTE
2020,SANTANDER,BARICHARA,CAFE,450,522,525,1.1666666666666667,PERMANENTE
2009,SANTANDER,BARICHARA,CAFE,493.4,524.3,313.43,0.6352452371301176,PERMANENTE
2007,SANTANDER,BARICHARA,CAFE,485,512.38,424.37,0.8749896907216494,PERMANENTE
2022,SANTANDER,BARICHARA,CAFE,439.44,537.65,581.54,1.3233661023120333,PERMANENTE
2008,SANTANDER,BARICHARA,CAFE,540,540,440,0.8148148148148148,PERMANENTE
2017,SANTANDER,BARICHARA,CAFE,456.79,513.17,423.415,0.9269357910637274,PERMANENTE
2021,SANTANDER,BARICHARA,CAFE,445.1,531.18,645.4,1.4500112334306896,PERMANENTE
2024,SANTANDER,BARICHARA,CAFE,421.05,516.54,656.64,1.559529747060919,PERMANENTE
2023,SANTANDER,BARICHARA,CAFE,430.3,533.17,576.43,1.3396002788752033,PERMANENTE
2014,SANTANDER,BARICHARA,CAFE,512.12,573.95,548.442,1.0709247832539248,PERMANENTE
2015,SANTANDER,BARICHARA,CAFE,521.63,575.72,508.284,0.9744148150988249,PERMANENTE
2016,SANTANDER,BARICHARA,CAFE,457.027,514.54,460.565,1.007741336945082,PERMANENTE
2013,SANTANDER,BARICHARA,CAFE,513.94,593.01,509.013,0.9904132778145307,PERMANENTE
2012,META,BARRANCA DE UPIA,CAFE,0,5,0,0,PERMANENTE
2011,META,BARRANCA DE UPIA,CAFE,5,5,4,0.8,PERMANENTE
2010,META,BARRANCA DE UPIA,CAFE,5,10,4,0.8,PERMANENTE
2007,META,BARRANCA DE UPIA,CAFE,25,25,21,0.84,PERMANENTE
2008,META,BARRANCA DE UPIA,CAFE,25,25,20,0.8,PERMANENTE
2009,META,BARRANCA DE UPIA,CAFE,25,25,20,0.8,PERMANENTE
2012,LA GUAJIRA,BARRANCAS,CAFE,638,744,351,0.5501567398119123,PERMANENTE
2011,LA GUAJIRA,BARRANCAS,CAFE,430,744,215,0.5,PERMANENTE
2010,LA GUAJIRA,BARRANCAS,CAFE,430,660,258,0.6,PERMANENTE
2013,LA GUAJIRA,BARRANCAS,CAFE,690.19,900.48,358.394,0.5192686071951201,PERMANENTE
2022,LA GUAJIRA,BARRANCAS,CAFE,576.94,616.4,406.15,0.7039726834679515,PERMANENTE
2023,LA GUAJIRA,BARRANCAS,CAFE,495.97,527.8,94.33,0.19019295521906565,PERMANENTE
2008,LA GUAJIRA,BARRANCAS,CAFE,719,763,431,0.5994436717663422,PERMANENTE
2017,LA GUAJIRA,BARRANCAS,CAFE,635.3,727.37,418.332,0.6584794585235322,PERMANENTE
2019,LA GUAJIRA,BARRANCAS,CAFE,640,704,720,1.125,PERMANENTE
2009,LA GUAJIRA,BARRANCAS,CAFE,567,692,340.2,0.6,PERMANENTE
2018,LA GUAJIRA,BARRANCAS,CAFE,627.06,720.59,389.835,0.6216869199119701,PERMANENTE
2020,LA GUAJIRA,BARRANCAS,CAFE,619,665,644,1.0403877221324718,PERMANENTE
2007,LA GUAJIRA,BARRANCAS,CAFE,702,719,421.2,0.6,PERMANENTE
2021,LA GUAJIRA,BARRANCAS,CAFE,617.17,672.4,419.68,0.6800071293160718,PERMANENTE
2024,LA GUAJIRA,BARRANCAS,CAFE,376.86,422.78,177.25,0.4703338109642838,PERMANENTE
2016,LA GUAJIRA,BARRANCAS,CAFE,643.778,744.48,582.06,0.904131548453038,PERMANENTE
2014,LA GUAJIRA,BARRANCAS,CAFE,826.49,929.78,464.058,0.5614804776827306,PERMANENTE
2015,LA GUAJIRA,BARRANCAS,CAFE,678.89,769.64,593.507,0.8742314660696135,PERMANENTE
2012,CESAR,BECERRIL,CAFE,450,492,337.5,0.75,PERMANENTE
2011,CESAR,BECERRIL,CAFE,450,491.975,225,0.5,PERMANENTE
2013,CESAR,BECERRIL,CAFE,667.53,794.37,494.644,0.7410063967162525,PERMANENTE
2024,CESAR,BECERRIL,CAFE,612.95,802.61,432.44,0.7055061587405171,PERMANENTE
2008,CESAR,BECERRIL,CAFE,450,450,270,0.6,PERMANENTE
2017,CESAR,BECERRIL,CAFE,681.38,770.85,448.674,0.6584783821069007,PERMANENTE
2010,CESAR,BECERRIL,CAFE,450,450,225,0.5,PERMANENTE
2009,CESAR,BECERRIL,CAFE,450,450,225,0.5,PERMANENTE
2018,CESAR,BECERRIL,CAFE,686.12,779.92,426.551,0.621685710954352,PERMANENTE
2019,CESAR,BECERRIL,CAFE,563,718,690,1.2255772646536411,PERMANENTE
2007,CESAR,BECERRIL,CAFE,450,450,280,0.6222222222222222,PERMANENTE
2021,CESAR,BECERRIL,CAFE,521.47,640.18,568.4,1.0899955893915276,PERMANENTE
2020,CESAR,BECERRIL,CAFE,585,723,662,1.1316239316239316,PERMANENTE
2023,CESAR,BECERRIL,CAFE,586.17,715,334,0.5698005698005698,PERMANENTE
2022,CESAR,BECERRIL,CAFE,545.63,662.59,420.69,0.771016989535033,PERMANENTE
2015,CESAR,BECERRIL,CAFE,725.32,799.6,629.789,0.8682912369712678,PERMANENTE
2016,CESAR,BECERRIL,CAFE,726.489,816.96,652.379,0.8979888202023706,PERMANENTE
2014,CESAR,BECERRIL,CAFE,710.16,812.61,569.01,0.8012419736397431,PERMANENTE
2011,CALDAS,BELALCAZAR,CAFE,2453.44,3328.59,2453.44,1,PERMANENTE
2013,CALDAS,BELALCAZAR,CAFE,2505.33,3416.96,2442.44,0.9748975184905782,PERMANENTE
2012,CALDAS,BELALCAZAR,CAFE,3000,6785,3000,1,PERMANENTE
2023,CALDAS,BELALCAZAR,CAFE,1962.68,2555.32,2230.35,1.1363798479629894,PERMANENTE
2024,CALDAS,BELALCAZAR,CAFE,1796.41,2505.16,2534.75,1.4110086227531575,PERMANENTE
2008,CALDAS,BELALCAZAR,CAFE,3225,3753.9,4656,1.4437209302325582,PERMANENTE
2010,CALDAS,BELALCAZAR,CAFE,3246,3612,3895.2,1.2,PERMANENTE
2017,CALDAS,BELALCAZAR,CAFE,2189.23,3057.8,3320.63,1.516802711455626,PERMANENTE
2009,CALDAS,BELALCAZAR,CAFE,3464,3506.66,3308.12,0.955,PERMANENTE
2018,CALDAS,BELALCAZAR,CAFE,2073.11,2980.53,3216.2,1.5513889759829433,PERMANENTE
2007,CALDAS,BELALCAZAR,CAFE,3196,3733.98,3835,1.1999374217772216,PERMANENTE
2021,CALDAS,BELALCAZAR,CAFE,1810.62,2600.69,1973.58,1.0900023196474136,PERMANENTE
2019,CALDAS,BELALCAZAR,CAFE,2085,2890,2752,1.3199040767386092,PERMANENTE
2022,CALDAS,BELALCAZAR,CAFE,1950.93,2568.45,2272.09,1.1646189253330463,PERMANENTE
2020,CALDAS,BELALCAZAR,CAFE,2034,2757,496.4,0.2440511307767945,PERMANENTE
2015,CALDAS,BELALCAZAR,CAFE,2686.72,3251.18,3079.3,1.146118687470224,PERMANENTE
2016,CALDAS,BELALCAZAR,CAFE,2511.64,3100.31,2977.1,1.1853211447500438,PERMANENTE
2014,CALDAS,BELALCAZAR,CAFE,2708.89,3349.45,2855.57,1.0541476398081873,PERMANENTE
2012,NARIÑO,BELEN,CAFE,35,46,17.5,0.5,PERMANENTE
2011,NARIÑO,BELEN,CAFE,32,46,48,1.5,PERMANENTE
2010,NARIÑO,BELEN,CAFE,28.75,41,36.8,1.2799999999999998,PERMANENTE
2023,NARIÑO,BELEN,CAFE,0,30,0,0,PERMANENTE
2008,NARIÑO,BELEN,CAFE,32,38,28.8,0.9,PERMANENTE
2009,NARIÑO,BELEN,CAFE,37,39,33.3,0.8999999999999999,PERMANENTE
2007,NARIÑO,BELEN,CAFE,33,36,29.7,0.9,PERMANENTE
2024,NARIÑO,BELEN,CAFE,126,143.33,140.36,1.113968253968254,PERMANENTE
2012,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,36,51,36,1,PERMANENTE
2011,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,23,50,23,1,PERMANENTE
2010,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,18,36,18,1,PERMANENTE
2009,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,0,18,0,0,PERMANENTE
2024,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,25,100,25,1,PERMANENTE
2021,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,20,25,18.2,0.9099999999999999,PERMANENTE
2023,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,25,100,25,1,PERMANENTE
2020,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,10,25,10,1,PERMANENTE
2022,CAQUETA,BELEN DE LOS ANDAQUIES,CAFE,25,25,25,1,PERMANENTE
2011,RISARALDA,BELEN DE UMBRIA,CAFE,6840.91,7939.08,9132.5,1.334983211297912,PERMANENTE
2010,RISARALDA,BELEN DE UMBRIA,CAFE,6875,7839,11318,1.6462545454545454,PERMANENTE
2012,RISARALDA,BELEN DE UMBRIA,CAFE,6462.15,7939.08,4859.04,0.7519231215617094,PERMANENTE
2023,RISARALDA,BELEN DE UMBRIA,CAFE,5118.15,6734.78,5302.98,1.0361126578939657,PERMANENTE
2018,RISARALDA,BELEN DE UMBRIA,CAFE,5581.88,7248.85,8178.58,1.4652016883200643,PERMANENTE
2022,RISARALDA,BELEN DE UMBRIA,CAFE,5051.84,6737.87,4085.65,0.8087449325394311,PERMANENTE
2009,RISARALDA,BELEN DE UMBRIA,CAFE,5682,7892.9,9514,1.6744104188665963,PERMANENTE
2007,RISARALDA,BELEN DE UMBRIA,CAFE,7187.22,8039.62,11265,1.567365406930635,PERMANENTE
2008,RISARALDA,BELEN DE UMBRIA,CAFE,6832,7949.11,10075,1.4746779859484778,PERMANENTE
2017,RISARALDA,BELEN DE UMBRIA,CAFE,5570.96,7343.17,7980.61,1.4325376595775234,PERMANENTE
2019,RISARALDA,BELEN DE UMBRIA,CAFE,5923.1,6847.3,10013.9,1.6906518546031637,PERMANENTE
2020,RISARALDA,BELEN DE UMBRIA,CAFE,4978,6753,6117,1.228806749698674,PERMANENTE
2021,RISARALDA,BELEN DE UMBRIA,CAFE,4824.48,6695.41,4969.21,1.029999087984612,PERMANENTE
2024,RISARALDA,BELEN DE UMBRIA,CAFE,4885.75,6752.16,6289.1,1.2872332804584763,PERMANENTE
2013,RISARALDA,BELEN DE UMBRIA,CAFE,6069.32,8000.42,7208.64,1.1877178992045239,PERMANENTE
2014,RISARALDA,BELEN DE UMBRIA,CAFE,6213.01,7924.58,7979.16,1.2842664022752257,PERMANENTE
2015,RISARALDA,BELEN DE UMBRIA,CAFE,6550.77,7880.66,7303.05,1.1148384083092522,PERMANENTE
2016,RISARALDA,BELEN DE UMBRIA,CAFE,6245.64,7664.36,7201.02,1.1529675101350703,PERMANENTE
2011,ANTIOQUIA,BELLO,CAFE,208,211,187.2,0.8999999999999999,PERMANENTE
2013,ANTIOQUIA,BELLO,CAFE,130.01,161.09,81.3426,0.6256641796784863,PERMANENTE
2012,ANTIOQUIA,BELLO,CAFE,214,214,192.6,0.9,PERMANENTE
2024,ANTIOQUIA,BELLO,CAFE,104.05,115.82,113.33,1.0891878904372898,PERMANENTE
2007,ANTIOQUIA,BELLO,CAFE,202,208,181.8,0.9,PERMANENTE
2010,ANTIOQUIA,BELLO,CAFE,208,211,187.2,0.8999999999999999,PERMANENTE
2008,ANTIOQUIA,BELLO,CAFE,208,208,187.2,0.8999999999999999,PERMANENTE
2017,ANTIOQUIA,BELLO,CAFE,134.86,151.1,113.642,0.8426664689307429,PERMANENTE
2019,ANTIOQUIA,BELLO,CAFE,129,145,166,1.2868217054263567,PERMANENTE
2021,ANTIOQUIA,BELLO,CAFE,132.99,145.18,121.02,0.9099932325738777,PERMANENTE
2009,ANTIOQUIA,BELLO,CAFE,208,211,187.2,0.8999999999999999,PERMANENTE
2018,ANTIOQUIA,BELLO,CAFE,125.14,142.85,107.856,0.861882691385648,PERMANENTE
2020,ANTIOQUIA,BELLO,CAFE,134,145,160,1.1940298507462686,PERMANENTE
2023,ANTIOQUIA,BELLO,CAFE,115.74,124.29,101.78,0.8793848280628996,PERMANENTE
2015,ANTIOQUIA,BELLO,CAFE,132.63,154.98,146.759,1.106529442810827,PERMANENTE
2016,ANTIOQUIA,BELLO,CAFE,127.487,151.96,145.893,1.1443755049534463,PERMANENTE
2014,ANTIOQUIA,BELLO,CAFE,132.67,156.35,89.7545,0.6765244591844426,PERMANENTE
2012,CUNDINAMARCA,BELTRAN,CAFE,60,70,54,0.9,PERMANENTE
2011,CUNDINAMARCA,BELTRAN,CAFE,60,92.2,60,1,PERMANENTE
2010,CUNDINAMARCA,BELTRAN,CAFE,116.95,122.26,80.1,0.6849080803762291,PERMANENTE
2013,CUNDINAMARCA,BELTRAN,CAFE,59.78,71.27,34.5002,0.57711943793911,PERMANENTE
2023,CUNDINAMARCA,BELTRAN,CAFE,53.39,55.38,19.91,0.37291627645626524,PERMANENTE
2024,CUNDINAMARCA,BELTRAN,CAFE,52.88,55.69,49.09,0.9283282904689864,PERMANENTE
2019,CUNDINAMARCA,BELTRAN,CAFE,47,56,58,1.2340425531914894,PERMANENTE
2008,CUNDINAMARCA,BELTRAN,CAFE,112.36,118.66,74.1804,0.6602029191883233,PERMANENTE
2017,CUNDINAMARCA,BELTRAN,CAFE,50.21,56.22,42.3104,0.8426687910774746,PERMANENTE
2009,CUNDINAMARCA,BELTRAN,CAFE,108.33,118.47,79.3295,0.7322948398412259,PERMANENTE
2018,CUNDINAMARCA,BELTRAN,CAFE,43.69,52.03,37.6557,0.8618837262531472,PERMANENTE
2007,CUNDINAMARCA,BELTRAN,CAFE,109.58,115.92,68.4533,0.6246878992516882,PERMANENTE
2022,CUNDINAMARCA,BELTRAN,CAFE,53.58,55.31,35.81,0.6683463979096679,PERMANENTE
2020,CUNDINAMARCA,BELTRAN,CAFE,49,56,56,1.1428571428571428,PERMANENTE
2021,CUNDINAMARCA,BELTRAN,CAFE,52.52,55.43,47.79,0.9099390708301599,PERMANENTE
2015,CUNDINAMARCA,BELTRAN,CAFE,55.91,58.89,51.3619,0.9186531926310142,PERMANENTE
2016,CUNDINAMARCA,BELTRAN,CAFE,55.564,59.7,52.7898,0.9500719890576632,PERMANENTE
2014,CUNDINAMARCA,BELTRAN,CAFE,56.99,59.44,35.5637,0.624034041059835,PERMANENTE
2012,BOYACA,BERBEO,CAFE,410,521,356.7,0.87,PERMANENTE
2011,BOYACA,BERBEO,CAFE,430,531,374.1,0.8700000000000001,PERMANENTE
2013,BOYACA,BERBEO,CAFE,376.74,460.62,211.005,0.5600812231247013,PERMANENTE
2023,BOYACA,BERBEO,CAFE,360.85,406.89,277.04,0.7677428294305113,PERMANENTE
2024,BOYACA,BERBEO,CAFE,368.48,414.11,351.18,0.9530503690838037,PERMANENTE
2022,BOYACA,BERBEO,CAFE,396.36,439.34,315.61,0.7962710667070341,PERMANENTE
2018,BOYACA,BERBEO,CAFE,443.17,470.08,381.961,0.8618837015140917,PERMANENTE
2007,BOYACA,BERBEO,CAFE,507,507,380,0.7495069033530573,PERMANENTE
2010,BOYACA,BERBEO,CAFE,425,526,369.75,0.87,PERMANENTE
2008,BOYACA,BERBEO,CAFE,476,508,357,0.75,PERMANENTE
2017,BOYACA,BERBEO,CAFE,435.04,469.94,366.595,0.8426696395733726,PERMANENTE
2009,BOYACA,BERBEO,CAFE,465,516,348.75,0.75,PERMANENTE
2021,BOYACA,BERBEO,CAFE,393.22,421.54,393.22,1,PERMANENTE
2020,BOYACA,BERBEO,CAFE,390,426,423,1.0846153846153845,PERMANENTE
2019,BOYACA,BERBEO,CAFE,396,429,465,1.1742424242424243,PERMANENTE
2014,BOYACA,BERBEO,CAFE,398.88,465.79,241.566,0.6056107099879663,PERMANENTE
2015,BOYACA,BERBEO,CAFE,413.34,472.69,383.129,0.9269100498379059,PERMANENTE
2016,BOYACA,BERBEO,CAFE,410.635,479.02,393.639,0.958610444798909,PERMANENTE
2013,ANTIOQUIA,BETANIA,CAFE,5640.87,7239.74,6352.72,1.1261950727458707,PERMANENTE
2012,ANTIOQUIA,BETANIA,CAFE,6396,6796,4797,0.75,PERMANENTE
2011,ANTIOQUIA,BETANIA,CAFE,6396,6796,7995,1.25,PERMANENTE
2024,ANTIOQUIA,BETANIA,CAFE,4583.28,6587.53,8452.53,1.8442098235324922,PERMANENTE
2010,ANTIOQUIA,BETANIA,CAFE,6346,6796,7932.5,1.25,PERMANENTE
2008,ANTIOQUIA,BETANIA,CAFE,6290,6700,5346.5,0.85,PERMANENTE
2009,ANTIOQUIA,BETANIA,CAFE,6550,6750,6188,0.944732824427481,PERMANENTE
2019,ANTIOQUIA,BETANIA,CAFE,4850,6485,6488,1.3377319587628866,PERMANENTE
2018,ANTIOQUIA,BETANIA,CAFE,4749.16,6445.17,7367.8,1.5513901405722277,PERMANENTE
2007,ANTIOQUIA,BETANIA,CAFE,5439.4,5439.4,5482,1.0078317461484723,PERMANENTE
2021,ANTIOQUIA,BETANIA,CAFE,4907.61,6488.92,7017.88,1.4299995313401026,PERMANENTE
2020,ANTIOQUIA,BETANIA,CAFE,5046,6485,6240,1.2366230677764567,PERMANENTE
2023,ANTIOQUIA,BETANIA,CAFE,4718.29,6561.39,7044.82,1.4930875380699362,PERMANENTE
2016,ANTIOQUIA,BETANIA,CAFE,4945.73,6454.11,6262.96,1.2663368198425713,PERMANENTE
2017,ANTIOQUIA,BETANIA,CAFE,4651.84,6345.87,7055.93,1.5168041033225563,PERMANENTE
2014,ANTIOQUIA,BETANIA,CAFE,4978.33,6541.24,6062.33,1.217743701201005,PERMANENTE
2015,ANTIOQUIA,BETANIA,CAFE,5053.3,6464.76,6187.56,1.2244592642431678,PERMANENTE
2012,SANTANDER,BETULIA,CAFE,22,22,11,0.5,PERMANENTE
2013,ANTIOQUIA,BETULIA,CAFE,5168.44,6508.66,7114.16,1.3764617563520134,PERMANENTE
2012,ANTIOQUIA,BETULIA,CAFE,5287,5855.15,3965.25,0.75,PERMANENTE
2011,SANTANDER,BETULIA,CAFE,478.42,601.791,278.289,0.5816834580494126,PERMANENTE
2011,ANTIOQUIA,BETULIA,CAFE,5172,5760,10344,2,PERMANENTE
2010,SANTANDER,BETULIA,CAFE,521.1,548.1,355.225,0.6816829783151027,PERMANENTE
2024,ANTIOQUIA,BETULIA,CAFE,4791.57,6260.63,10675.2,2.227912771805484,PERMANENTE
2023,SANTANDER,BETULIA,CAFE,330.22,369.41,329.68,0.998364726545939,PERMANENTE
2019,SANTANDER,BETULIA,CAFE,335,376,438,1.3074626865671641,PERMANENTE
2010,ANTIOQUIA,BETULIA,CAFE,4636,5610,4636,1,PERMANENTE
2020,SANTANDER,BETULIA,CAFE,328,376,396,1.2073170731707317,PERMANENTE
2007,SANTANDER,BETULIA,CAFE,631,666.78,610.2,0.9670364500792393,PERMANENTE
2008,ANTIOQUIA,BETULIA,CAFE,4771,5156,4823,1.0108991825613078,PERMANENTE
2009,SANTANDER,BETULIA,CAFE,540.5,579.1,368.45,0.6816836262719703,PERMANENTE
2018,SANTANDER,BETULIA,CAFE,341.5,390.91,588.666,1.723765739385066,PERMANENTE
2022,ANTIOQUIA,BETULIA,CAFE,4980.08,6074.69,3726.98,0.7483775361038377,PERMANENTE
2008,SANTANDER,BETULIA,CAFE,576,651.01,548,0.9513888888888888,PERMANENTE
2009,ANTIOQUIA,BETULIA,CAFE,4396,5470,4275,0.9724749772520473,PERMANENTE
2019,ANTIOQUIA,BETULIA,CAFE,4315,5847,5817,1.348088064889919,PERMANENTE
2018,ANTIOQUIA,BETULIA,CAFE,4229.67,5734.1,6561.87,1.5513905340132919,PERMANENTE
2017,SANTANDER,BETULIA,CAFE,337.96,394.2,569.577,1.6853385015978224,PERMANENTE
2007,ANTIOQUIA,BETULIA,CAFE,4532,4845,4826,1.0648720211827007,PERMANENTE
2021,ANTIOQUIA,BETULIA,CAFE,4773.27,5936.14,4773.27,1,PERMANENTE
2020,ANTIOQUIA,BETULIA,CAFE,4736,5878,5903,1.246410472972973,PERMANENTE
2022,SANTANDER,BETULIA,CAFE,333.63,378.6,377.34,1.1310133980757127,PERMANENTE
2024,SANTANDER,BETULIA,CAFE,305.28,342.95,377.85,1.2377161949685536,PERMANENTE
2021,SANTANDER,BETULIA,CAFE,335.28,384.43,435.86,1.2999880696731092,PERMANENTE
2023,ANTIOQUIA,BETULIA,CAFE,5036.73,6154.67,3197.16,0.6347689870213412,PERMANENTE
2014,SANTANDER,BETULIA,CAFE,405.48,529.93,347.391,0.8567401598105948,PERMANENTE
2016,ANTIOQUIA,BETULIA,CAFE,5440.84,6569.58,6280.63,1.1543493284125246,PERMANENTE
2015,SANTANDER,BETULIA,CAFE,423.92,519.84,462.39,1.0907482543876201,PERMANENTE
2017,ANTIOQUIA,BETULIA,CAFE,5075.11,6509.33,7697.95,1.5168045618715653,PERMANENTE
2014,ANTIOQUIA,BETULIA,CAFE,5527.04,6520.52,8226.19,1.4883536214682724,PERMANENTE
2016,SANTANDER,BETULIA,CAFE,337.196,421.79,380.374,1.1280501548061068,PERMANENTE
2013,SANTANDER,BETULIA,CAFE,443.81,570.62,351.644,0.7923300511480138,PERMANENTE
2015,ANTIOQUIA,BETULIA,CAFE,5535.22,6552.06,6178.27,1.1161742442034825,PERMANENTE
2010,CUNDINAMARCA,BITUIMA,CAFE,555.84,599.73,288.8,0.5195739781232009,PERMANENTE
2013,CUNDINAMARCA,BITUIMA,CAFE,407.15,488.54,261.083,0.641245241311556,PERMANENTE
2012,CUNDINAMARCA,BITUIMA,CAFE,473,513,473,1,PERMANENTE
2011,CUNDINAMARCA,BITUIMA,CAFE,524,564,340,0.648854961832061,PERMANENTE
2023,CUNDINAMARCA,BITUIMA,CAFE,400.13,438.08,171.41,0.42838577462324745,PERMANENTE
