system:index,altitud_max_m,altitud_media_m,altitud_mediana_m,altitud_min_m,cod_mpio,departamento,municipio,.geo
000000000000000003af,315,199.79054513023567,196.99999999999991,122,418,SUCRE,LOS PALMITOS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b0,52,19.218738177390424,19.000000000000018,-32,429,SUCRE,MAJAGUAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b1,663,257.5409545737196,245.5130158475806,94,508,SUCRE,OVEJAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b2,144,35.506894448762594,34.00000000000001,-4,523,SUCRE,PALMITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b3,187,119.42563172394894,118.99999999999999,66,670,SUCRE,SAMPUÉS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4,95,19.735264137167157,16.000218025350357,-22,678,SUCRE,SAN BENITO ABAD,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b5,226,143.32776381038573,141.0,92,702,SUCRE,SAN JUAN DE BETULIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b6,105,30.16302544167512,21.000000000000007,-8,708,SUCRE,SAN MARCOS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b7,357,51.572582997046396,46.50270251583675,-13,713,SUCRE,SAN ONOFRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b8,212,130.70211883891773,131.0,59,717,SUCRE,SAN PEDRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b9,209,110.66929097780836,108.37855569333007,45,742,SUCRE,SAN LUIS DE SINCÉ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ba,66,13.780347833188836,13.158923071621484,-36,771,SUCRE,SUCRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bb,47,12.475627803842729,11.999999999999998,-5,820,SUCRE,SANTIAGO DE TOLÚ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc,485,64.62337242449279,50.483629454339,8,823,SUCRE,SAN JOSÉ DE TOLUVIEJO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bd,275,151.46862869982272,157.99999999999994,63,473,SUCRE,MORROA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003be,5214,1932.1298655333674,1839.5178482366828,456,001,TOLIMA,IBAGUÉ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bf,2236,1129.2927954579684,1099.490646299685,430,024,TOLIMA,ALPUJARRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c0,1699,677.5651786193738,611.5115287507841,248,026,TOLIMA,ALVARADO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c1,407,254.2792854383475,242.222426026248,206,030,TOLIMA,AMBALEMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c2,5218,2852.2385921359364,3023.3908278748086,715,043,TOLIMA,ANZOÁTEGUI,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c3,1477,367.41706729421753,291.3722970213243,194,055,TOLIMA,ARMERO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c4,2486,1129.4243069972163,1095.5120346544606,405,067,TOLIMA,ATACO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c5,4233,2829.7303412482233,2887.499462198026,1375,124,TOLIMA,CAJAMARCA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c6,1186,451.67652334732185,373.44411424096114,260,148,TOLIMA,CARMEN DE APICALÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c7,5273,2598.869272945446,2223.565133968461,926,152,TOLIMA,CASABIANCA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c8,4166,1816.3892439186552,1431.4813257170642,374,168,TOLIMA,CHAPARRAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c9,1066,491.94069559908576,473.5280785047789,228,200,TOLIMA,COELLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ca,1334,457.2434582828622,355.3647913694496,289,217,TOLIMA,COYAIMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cb,2692,851.2454537198674,743.4123554153103,314,226,TOLIMA,CUNDAY,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cc,3058,1452.1767638203437,1351.46388141089,509,236,TOLIMA,DOLORES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cd,709,326.52911628974744,318.4944056312429,258,268,TOLIMA,ESPINAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ce,2310,877.3716227427627,902.4153603622195,257,270,TOLIMA,FALAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cf,337,292.2313007754503,290.99999999999994,241,275,TOLIMA,FLANDES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d0,2400,1440.4388103580966,1443.5622695582545,651,283,TOLIMA,FRESNO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d1,936,347.49210153161016,333.49867241982327,263,319,TOLIMA,GUAMO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d2,4842,2711.8313302895017,2599.5566531412605,1265,347,TOLIMA,HERVEO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3,2692,1418.4089772374923,1480.7240699852318,437,352,TOLIMA,ICONONZO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d4,1451,533.679118602581,395.55215227395723,224,408,TOLIMA,LÉRIDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d5,2984,1499.286972091853,1431.3999543205875,602,411,TOLIMA,LÍBANO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d6,1405,668.3674240026118,619.5321797232162,279,443,TOLIMA,SAN SEBASTIÁN DE MARIQUITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d7,1747,610.1231476288505,491.50760053131603,255,449,TOLIMA,MELGAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d8,5261,3311.627953277696,3255.531281347615,1379,461,TOLIMA,MURILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d9,1658,636.6929062860983,507.4862204292699,299,483,TOLIMA,NATAGAIMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003da,2894,826.5641992048452,535.3983918976729,303,504,TOLIMA,ORTEGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003db,1925,1345.518819055583,1323.477602750032,767,520,TOLIMA,PALOCABILDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dc,1026,517.914211213211,545.4863094382374,226,547,TOLIMA,PIEDRAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dd,5317,2685.8251473515456,2671.391593201946,776,555,TOLIMA,PLANADAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003de,1739,587.0753061722394,491.46652422329544,283,563,TOLIMA,PRADO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003df,1741,462.3160294058014,314.9514692220037,267,585,TOLIMA,PURIFICACIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e0,4597,2780.2867490377744,2967.496106872734,585,616,TOLIMA,RIOBLANCO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e1,4540,3018.827405217009,3079.422465336305,1114,622,TOLIMA,RONCESVALLES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e2,3787,1800.6431663715084,1639.414929106624,547,624,TOLIMA,ROVIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e3,376,314.35607704845563,313.00000000000034,278,671,TOLIMA,SALDAÑA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e4,3841,2046.1260816344948,2007.5368096356815,906,675,TOLIMA,SAN ANTONIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e5,1671,555.9456973311607,483.4035559203412,295,678,TOLIMA,SAN LUIS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e6,4944,3054.1022948258314,3248.0467153055747,840,686,TOLIMA,SANTA ISABEL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e7,1157,402.0956620369521,329.4836131743011,257,770,TOLIMA,SUÁREZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e8,1762,825.2531466912175,723.4868551173212,482,854,TOLIMA,VALLE DE SAN JUAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e9,2128,565.593782247939,363.4290128125418,212,861,TOLIMA,VENADILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ea,5265,2477.6842678794474,2255.126925308746,814,870,TOLIMA,VILLAHERMOSA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003eb,3058,1745.1800354266568,1703.467903483637,570,873,TOLIMA,VILLARRICA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ec,830,361.33330678507957,333.48085037071667,175,349,TOLIMA,HONDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ed,4062,1533.025201615844,1271.4705243199396,913,001,VALLE DEL CAUCA,CALI,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ee,1978,1046.5598442688529,995.3569778263891,904,036,VALLE DEL CAUCA,ANDALUCÍA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ef,2573,1293.4195018927323,1219.4215215215215,870,041,VALLE DEL CAUCA,ANSERMANUEVO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f0,2172,1592.6500339396157,1595.4238813432216,1050,054,VALLE DEL CAUCA,ARGELIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f1,4910,2371.371076680227,2519.5575290776687,905,111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f2,2063,1120.8626265542837,1067.4825933240095,887,113,VALLE DEL CAUCA,BUGALAGRANDE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f3,2433,1405.8494155308772,1339.513612806086,1017,122,VALLE DEL CAUCA,CAICEDONIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f4,3820,1370.9657728012837,1495.679085773462,11,126,VALLE DEL CAUCA,CALIMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5,1008,969.3302761742374,968.0000000000003,930,130,VALLE DEL CAUCA,CANDELARIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f6,1658,1001.3701299457302,925.4166135911478,880,147,VALLE DEL CAUCA,CARTAGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f7,3455,1869.7613564501555,1799.5412732870818,967,243,VALLE DEL CAUCA,EL ÁGUILA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f8,2733,1860.4997590683367,1851.3662558310089,1097,246,VALLE DEL CAUCA,EL CAIRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f9,4168,1798.9455288051206,1191.615487968076,929,248,VALLE DEL CAUCA,EL CERRITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fa,2504,1510.1811266296936,1539.485593205288,676,250,VALLE DEL CAUCA,EL DOVIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb,4333,2254.167021130591,2087.541287492801,980,275,VALLE DEL CAUCA,FLORIDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fc,3924,2006.4782823869425,1911.6791162349805,970,306,VALLE DEL CAUCA,GINEBRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fd,2949,1200.6037515708235,1014.6938677986261,895,318,VALLE DEL CAUCA,GUACARÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fe,1632,1251.8602991178689,1225.5262675032245,924,020,VALLE DEL CAUCA,ALCALÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ff,1950,1054.1934403066932,955.4950238172354,887,497,VALLE DEL CAUCA,OBANDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000400,4320,1791.0251133318982,1094.9408640886863,921,520,VALLE DEL CAUCA,PALMIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000401,4171,1959.9765577768899,1655.4992281862687,969,563,VALLE DEL CAUCA,PRADERA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000402,1912,1492.1080812298735,1475.4268320003584,834,606,VALLE DEL CAUCA,RESTREPO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000403,3569,1543.213543688675,1399.373706136024,897,616,VALLE DEL CAUCA,RIOFRÍO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000404,2333,1349.8840442886992,1323.4150058340858,894,622,VALLE DEL CAUCA,ROLDANILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000405,2867,1282.295043247729,1139.4686675499304,911,670,VALLE DEL CAUCA,SAN PEDRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000406,4509,2008.8357923713902,1767.3046172317763,947,736,VALLE DEL CAUCA,SEVILLA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000407,2202,1232.0623506867648,1147.3853806581076,894,823,VALLE DEL CAUCA,TORO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000408,3500,1730.3186097637874,1687.4864989529976,897,828,VALLE DEL CAUCA,TRUJILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000409,3989,2112.4069385786984,2103.4425251552484,906,834,VALLE DEL CAUCA,TULUÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040a,1560,1253.207678101855,1221.4326129475248,923,845,VALLE DEL CAUCA,ULLOA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040b,2451,1641.8924298890408,1659.508431073308,943,863,VALLE DEL CAUCA,VERSALLES,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c,2006,1446.435206051779,1467.534275532096,921,869,VALLE DEL CAUCA,VIJES,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040d,1867,1250.8040700149036,1229.5055572972285,895,890,VALLE DEL CAUCA,YOTOCO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040e,2221,1314.1284442112158,1259.5458828671326,925,892,VALLE DEL CAUCA,YUMBO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040f,1379,979.2716106397273,958.4787105762251,893,895,VALLE DEL CAUCA,ZARZAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000410,1526,1037.2072270862677,997.4950665744789,893,403,VALLE DEL CAUCA,LA VICTORIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000411,1996,1169.1155354432035,1019.4008786742742,893,400,VALLE DEL CAUCA,LA UNIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000412,2301,1456.2926200150139,1467.4905753514952,688,377,VALLE DEL CAUCA,LA CUMBRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000413,4062,1520.0470822540303,1239.6017300531885,927,364,VALLE DEL CAUCA,JAMUNDÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000414,3384,1461.7441391873015,1511.515828429486,173,100,VALLE DEL CAUCA,BOLÍVAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000415,3157,1363.560374082616,1383.4422760345049,178,233,VALLE DEL CAUCA,DAGUA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000416,3923,407.2344048469167,70.95134069356641,-79,109,VALLE DEL CAUCA,BUENAVENTURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000457,628,215.21568342886113,206.5884511092922,132,001,VAUPÉS,MITÚ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458,501,233.29471003903888,228.66036552890108,175,161,VAUPÉS,CARURÚ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045a,327,127.56909555479854,126.50572436783757,44,666,VAUPÉS,TARAIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000459,688,190.76871172230275,189.58018295254772,74,511,VAUPÉS,PACOA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045b,488,214.27764987900224,212.74897166059353,133,777,VAUPÉS,PAPUNAHUA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c,403,167.9741958562422,170.6285286135378,89,889,VAUPÉS,YAVARATÉ,"{""type"":""MultiPoint"",""coordinates"":[]}"
