system:index,altitud_max_m,altitud_media_m,altitud_mediana_m,altitud_min_m,cod_mpio,departamento,municipio,.geo
00000000000000000270,,,,,791,HUILA,TARQUI,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000271,,,,,797,HUILA,TESALIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000272,,,,,799,HUILA,TELLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000273,,,,,801,HUILA,TERUEL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274,,,,,807,HUILA,TIMANÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000275,,,,,872,HUILA,VILLAVIEJA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000276,,,,,885,HUILA,YAGUARÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000277,,,,,298,HUILA,GARZÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278,,,,,244,HUILA,ELÍAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000279,,,,,206,HUILA,COLOMBIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027a,,,,,132,HUILA,CAMPOALEGRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027b,,,,,078,HUILA,BARAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027c,,,,,026,HUILA,ALTAMIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d,,,,,020,HUILA,ALGECIRAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e,,,,,016,HUILA,AIPE,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f,,,,,013,HUILA,AGRADO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280,,,,,006,HUILA,ACEVEDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281,,,,,078,LA GUAJIRA,BARRANCAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282,,,,,098,LA GUAJIRA,DISTRACCIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283,,,,,110,LA GUAJIRA,EL MOLINO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284,,,,,279,LA GUAJIRA,FONSECA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285,,,,,378,LA GUAJIRA,HATONUEVO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286,,,,,420,LA GUAJIRA,LA JAGUA DEL PILAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,,,,,855,LA GUAJIRA,URUMITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288,,,,,874,LA GUAJIRA,VILLANUEVA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289,,,,,001,LA GUAJIRA,RIOHACHA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a,,,,,035,LA GUAJIRA,ALBANIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b,,,,,090,LA GUAJIRA,DIBULLA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c,,,,,650,LA GUAJIRA,SAN JUAN DEL CESAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d,,,,,847,LA GUAJIRA,URIBIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e,,,,,430,LA GUAJIRA,MAICAO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f,,,,,560,LA GUAJIRA,MANAURE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290,,,,,541,MAGDALENA,PEDRAZA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291,,,,,030,MAGDALENA,ALGARROBO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292,,,,,058,MAGDALENA,ARIGUANÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,,,,,161,MAGDALENA,CERRO DE SAN ANTONIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000294,,,,,170,MAGDALENA,CHIVOLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295,,,,,205,MAGDALENA,CONCORDIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296,,,,,258,MAGDALENA,EL PIÑÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297,,,,,268,MAGDALENA,EL RETÉN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298,,,,,318,MAGDALENA,GUAMAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299,,,,,460,MAGDALENA,NUEVA GRANADA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a,,,,,545,MAGDALENA,PIJIÑO DEL CARMEN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b,,,,,551,MAGDALENA,PIVIJAY,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c,,,,,555,MAGDALENA,PLATO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d,,,,,570,MAGDALENA,PUEBLOVIEJO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e,,,,,605,MAGDALENA,REMOLINO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029f,,,,,660,MAGDALENA,SABANAS DE SAN ÁNGEL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0,,,,,675,MAGDALENA,SALAMINA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a1,,,,,692,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2,,,,,703,MAGDALENA,SAN ZENÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3,,,,,707,MAGDALENA,SANTA ANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4,,,,,720,MAGDALENA,SANTA BÁRBARA DE PINTO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a5,,,,,745,MAGDALENA,SITIONUEVO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6,,,,,798,MAGDALENA,TENERIFE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7,,,,,960,MAGDALENA,ZAPAYÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a8,,,,,980,MAGDALENA,ZONA BANANERA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a9,,,,,053,MAGDALENA,ARACATACA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002aa,,,,,189,MAGDALENA,CIÉNAGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab,,,,,288,MAGDALENA,FUNDACIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac,,,,,001,MAGDALENA,SANTA MARTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad,,,,,245,MAGDALENA,EL BANCO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae,,,,,001,META,VILLAVICENCIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af,,,,,006,META,ACACÍAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0,,,,,110,META,BARRANCA DE UPÍA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1,,,,,124,META,CABUYARO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2,,,,,150,META,CASTILLA LA NUEVA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3,,,,,223,META,CUBARRAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4,,,,,226,META,CUMARAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5,,,,,245,META,EL CALVARIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6,,,,,251,META,EL CASTILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7,,,,,270,META,EL DORADO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b8,,,,,287,META,FUENTE DE ORO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9,,,,,313,META,GRANADA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba,,,,,318,META,GUAMAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb,,,,,330,META,MESETAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bc,,,,,370,META,URIBE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd,,,,,400,META,LEJANÍAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002be,,,,,450,META,PUERTO CONCORDIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bf,,,,,573,META,PUERTO LÓPEZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c0,,,,,577,META,PUERTO LLERAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c1,,,,,590,META,PUERTO RICO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2,,,,,606,META,RESTREPO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3,,,,,680,META,SAN CARLOS DE GUAROA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4,,,,,683,META,SAN JUAN DE ARAMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c5,,,,,686,META,SAN JUANITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c6,,,,,689,META,SAN MARTÍN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7,,,,,711,META,VISTAHERMOSA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c8,,,,,350,META,LA MACARENA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9,,,,,325,META,MAPIRIPÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ca,,,,,568,META,PUERTO GAITÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cb,,,,,683,NARIÑO,SANDONÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc,,,,,685,NARIÑO,SAN BERNARDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd,,,,,687,NARIÑO,SAN LORENZO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce,,,,,560,NARIÑO,POTOSÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf,,,,,693,NARIÑO,SAN PABLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d0,,,,,565,NARIÑO,PROVIDENCIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d1,,,,,694,NARIÑO,SAN PEDRO DE CARTAGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2,,,,,573,NARIÑO,PUERRES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d3,,,,,699,NARIÑO,SANTACRUZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4,,,,,585,NARIÑO,PUPIALES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5,,,,,678,NARIÑO,SAMANIEGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d6,,,,,207,NARIÑO,CONSACÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7,,,,,210,NARIÑO,CONTADERO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d8,,,,,215,NARIÑO,CÓRDOBA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9,,,,,001,NARIÑO,PASTO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002da,,,,,019,NARIÑO,ALBÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db,,,,,022,NARIÑO,ALDANA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dc,,,,,224,NARIÑO,CUASPUD CARLOSAMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd,,,,,036,NARIÑO,ANCUYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de,,,,,051,NARIÑO,ARBOLEDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002df,,,,,083,NARIÑO,BELÉN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e0,,,,,110,NARIÑO,BUESACO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e1,,,,,203,NARIÑO,COLÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e2,,,,,480,NARIÑO,NARIÑO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3,,,,,506,NARIÑO,OSPINA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e4,,,,,720,NARIÑO,SAPUYES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e5,,,,,786,NARIÑO,TAMINANGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e6,,,,,788,NARIÑO,TANGUA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e7,,,,,240,NARIÑO,CHACHAGÜÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e8,,,,,254,NARIÑO,EL PEÑOL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e9,,,,,258,NARIÑO,EL TABLÓN DE GÓMEZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea,,,,,838,NARIÑO,TÚQUERRES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002eb,,,,,411,NARIÑO,LINARES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec,,,,,885,NARIÑO,YACUANQUER,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed,,,,,435,NARIÑO,MALLAMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee,,,,,378,NARIÑO,LA CRUZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ef,,,,,381,NARIÑO,LA FLORIDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0,,,,,260,NARIÑO,EL TAMBO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f1,,,,,287,NARIÑO,FUNES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f2,,,,,317,NARIÑO,GUACHUCAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f3,,,,,399,NARIÑO,LA UNIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f4,,,,,320,NARIÑO,GUAITARILLA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f5,,,,,405,NARIÑO,LEIVA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f6,,,,,323,NARIÑO,GUALMATÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f7,,,,,352,NARIÑO,ILES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f8,,,,,354,NARIÑO,IMUÉS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9,,,,,356,NARIÑO,IPIALES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa,,,,,227,NARIÑO,CUMBAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb,,,,,233,NARIÑO,CUMBITARA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc,,,,,256,NARIÑO,EL ROSARIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fd,,,,,385,NARIÑO,LA LLANADA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fe,,,,,418,NARIÑO,LOS ANDES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ff,,,,,540,NARIÑO,POLICARPA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000300,,,,,612,NARIÑO,RICAURTE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301,,,,,079,NARIÑO,BARBACOAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302,,,,,250,NARIÑO,EL CHARCO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000303,,,,,390,NARIÑO,LA TOLA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000304,,,,,427,NARIÑO,MAGÜÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000305,,,,,473,NARIÑO,MOSQUERA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000306,,,,,490,NARIÑO,OLAYA HERRERA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307,,,,,520,NARIÑO,FRANCISCO PIZARRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000308,,,,,621,NARIÑO,ROBERTO PAYÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309,,,,,696,NARIÑO,SANTA BÁRBARA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030a,,,,,835,NARIÑO,SAN ANDRÉS DE TUMACO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030b,,,,,001,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030c,,,,,003,NORTE DE SANTANDER,ÁBREGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030d,,,,,051,NORTE DE SANTANDER,ARBOLEDAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030e,,,,,099,NORTE DE SANTANDER,BOCHALEMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030f,,,,,109,NORTE DE SANTANDER,BUCARASICA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000310,,,,,125,NORTE DE SANTANDER,CÁCOTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000311,,,,,128,NORTE DE SANTANDER,CÁCHIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000312,,,,,172,NORTE DE SANTANDER,CHINÁCOTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000313,,,,,223,NORTE DE SANTANDER,CUCUTILLA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314,,,,,239,NORTE DE SANTANDER,DURANIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000315,,,,,261,NORTE DE SANTANDER,EL ZULIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316,,,,,313,NORTE DE SANTANDER,GRAMALOTE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000317,,,,,344,NORTE DE SANTANDER,HACARÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000318,,,,,347,NORTE DE SANTANDER,HERRÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319,,,,,377,NORTE DE SANTANDER,LABATECA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a,,,,,385,NORTE DE SANTANDER,LA ESPERANZA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b,,,,,398,NORTE DE SANTANDER,LA PLAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c,,,,,405,NORTE DE SANTANDER,LOS PATIOS,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031d,,,,,418,NORTE DE SANTANDER,LOURDES,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031e,,,,,480,NORTE DE SANTANDER,MUTISCUA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031f,,,,,498,NORTE DE SANTANDER,OCAÑA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000320,,,,,518,NORTE DE SANTANDER,PAMPLONA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321,,,,,520,NORTE DE SANTANDER,PAMPLONITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000322,,,,,553,NORTE DE SANTANDER,PUERTO SANTANDER,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000323,,,,,599,NORTE DE SANTANDER,RAGONVALIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000324,,,,,660,NORTE DE SANTANDER,SALAZAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000325,,,,,670,NORTE DE SANTANDER,SAN CALIXTO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326,,,,,673,NORTE DE SANTANDER,SAN CAYETANO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000327,,,,,680,NORTE DE SANTANDER,SANTIAGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328,,,,,720,NORTE DE SANTANDER,SARDINATA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000329,,,,,743,NORTE DE SANTANDER,SILOS,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a,,,,,871,NORTE DE SANTANDER,VILLA CARO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032b,,,,,874,NORTE DE SANTANDER,VILLA DEL ROSARIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032c,,,,,174,NORTE DE SANTANDER,CHITAGÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d,,,,,206,NORTE DE SANTANDER,CONVENCIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e,,,,,245,NORTE DE SANTANDER,EL CARMEN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f,,,,,800,NORTE DE SANTANDER,TEORAMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000330,,,,,810,NORTE DE SANTANDER,TIBÚ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331,,,,,820,NORTE DE SANTANDER,TOLEDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000332,,,,,250,NORTE DE SANTANDER,EL TARRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000431,,,,,001,PUTUMAYO,MOCOA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432,,,,,219,PUTUMAYO,COLÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000433,,,,,320,PUTUMAYO,ORITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000434,,,,,749,PUTUMAYO,SIBUNDOY,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000435,,,,,755,PUTUMAYO,SAN FRANCISCO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000436,,,,,757,PUTUMAYO,SAN MIGUEL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437,,,,,760,PUTUMAYO,SANTIAGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000438,,,,,865,PUTUMAYO,VALLE DEL GUAMUEZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439,,,,,885,PUTUMAYO,VILLAGARZÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a,,,,,569,PUTUMAYO,PUERTO CAICEDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043b,,,,,568,PUTUMAYO,PUERTO ASÍS,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c,,,,,571,PUTUMAYO,PUERTO GUZMÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043d,,,,,573,PUTUMAYO,PUERTO LEGUÍZAMO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000333,,,,,001,QUINDIO,ARMENIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334,,,,,111,QUINDIO,BUENAVISTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000335,,,,,130,QUINDIO,CALARCÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000336,,,,,190,QUINDIO,CIRCASIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337,,,,,212,QUINDIO,CÓRDOBA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000338,,,,,272,QUINDIO,FILANDIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000339,,,,,302,QUINDIO,GÉNOVA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033a,,,,,401,QUINDIO,LA TEBAIDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033b,,,,,470,QUINDIO,MONTENEGRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033c,,,,,548,QUINDIO,PIJAO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033d,,,,,594,QUINDIO,QUIMBAYA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033e,,,,,690,QUINDIO,SALENTO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033f,,,,,001,RISARALDA,PEREIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340,,,,,045,RISARALDA,APÍA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000341,,,,,075,RISARALDA,BALBOA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000342,,,,,088,RISARALDA,BELÉN DE UMBRÍA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000343,,,,,170,RISARALDA,DOSQUEBRADAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000344,,,,,318,RISARALDA,GUÁTICA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000345,,,,,383,RISARALDA,LA CELIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000346,,,,,400,RISARALDA,LA VIRGINIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000347,,,,,440,RISARALDA,MARSELLA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000348,,,,,456,RISARALDA,MISTRATÓ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000349,,,,,572,RISARALDA,PUEBLO RICO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034a,,,,,594,RISARALDA,QUINCHÍA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034b,,,,,682,RISARALDA,SANTA ROSA DE CABAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034c,,,,,687,RISARALDA,SANTUARIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034d,,,,,013,SANTANDER,AGUADA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034e,,,,,020,SANTANDER,ALBANIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034f,,,,,051,SANTANDER,ARATOCA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000350,,,,,077,SANTANDER,BARBOSA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000351,,,,,079,SANTANDER,BARICHARA,"{""type"":""MultiPoint"",""coordinates"":[]}"
