system:index,altitud_max_m,altitud_media_m,altitud_mediana_m,altitud_min_m,cod_mpio,departamento,municipio,.geo
00000000000000000352,,,,,081,SANTANDER,BARRANCABERMEJA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000353,,,,,092,SANTANDER,BETULIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000354,,,,,121,SANTANDER,CABRERA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000355,,,,,132,SANTANDER,CALIFORNIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000356,,,,,147,SANTANDER,CAPITANEJO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000357,,,,,152,SANTANDER,CARCASÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000358,,,,,160,SANTANDER,CEPITÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000359,,,,,162,SANTANDER,CERRITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035a,,,,,167,SANTANDER,CHARALÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035b,,,,,169,SANTANDER,CHARTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035c,,,,,176,SANTANDER,CHIMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035d,,,,,179,SANTANDER,CHIPATÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035e,,,,,190,SANTANDER,CIMITARRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035f,,,,,207,SANTANDER,CONCEPCIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000360,,,,,209,SANTANDER,CONFINES,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000361,,,,,615,SANTANDER,RIONEGRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000362,,,,,655,SANTANDER,SABANA DE TORRES,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000363,,,,,669,SANTANDER,SAN ANDRÉS,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000364,,,,,673,SANTANDER,SAN BENITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000365,,,,,679,SANTANDER,SAN GIL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000366,,,,,682,SANTANDER,SAN JOAQUÍN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000367,,,,,684,SANTANDER,SAN JOSÉ DE MIRANDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000368,,,,,686,SANTANDER,SAN MIGUEL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000369,,,,,689,SANTANDER,SAN VICENTE DE CHUCURÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036a,,,,,705,SANTANDER,SANTA BÁRBARA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036b,,,,,720,SANTANDER,SANTA HELENA DEL OPÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036c,,,,,745,SANTANDER,SIMACOTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036d,,,,,755,SANTANDER,SOCORRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036e,,,,,770,SANTANDER,SUAITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036f,,,,,773,SANTANDER,SUCRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000370,,,,,780,SANTANDER,SURATÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000371,,,,,820,SANTANDER,TONA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000372,,,,,855,SANTANDER,VALLE DE SAN JOSÉ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000373,,,,,861,SANTANDER,VÉLEZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000374,,,,,867,SANTANDER,VETAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000375,,,,,872,SANTANDER,VILLANUEVA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000376,,,,,895,SANTANDER,ZAPATOCA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000377,,,,,370,SANTANDER,JORDÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000378,,,,,377,SANTANDER,LA BELLEZA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000379,,,,,385,SANTANDER,LANDÁZURI,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037a,,,,,397,SANTANDER,LA PAZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037b,,,,,406,SANTANDER,LEBRIJA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037c,,,,,418,SANTANDER,LOS SANTOS,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037d,,,,,425,SANTANDER,MACARAVITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037e,,,,,432,SANTANDER,MÁLAGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037f,,,,,444,SANTANDER,MATANZA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000380,,,,,464,SANTANDER,MOGOTES,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000381,,,,,468,SANTANDER,MOLAGAVITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000382,,,,,498,SANTANDER,OCAMONTE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000383,,,,,500,SANTANDER,OIBA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000384,,,,,502,SANTANDER,ONZAGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000385,,,,,522,SANTANDER,PALMAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000386,,,,,524,SANTANDER,PALMAS DEL SOCORRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000387,,,,,533,SANTANDER,PÁRAMO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000388,,,,,549,SANTANDER,PINCHOTE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000389,,,,,572,SANTANDER,PUENTE NACIONAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038a,,,,,573,SANTANDER,PUERTO PARRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038b,,,,,575,SANTANDER,PUERTO WILCHES,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038c,,,,,211,SANTANDER,CONTRATACIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038d,,,,,217,SANTANDER,COROMORO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038e,,,,,229,SANTANDER,CURITÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038f,,,,,235,SANTANDER,EL CARMEN DE CHUCURÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000390,,,,,245,SANTANDER,EL GUACAMAYO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000391,,,,,255,SANTANDER,EL PLAYÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000392,,,,,264,SANTANDER,ENCINO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000393,,,,,266,SANTANDER,ENCISO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000394,,,,,271,SANTANDER,FLORIÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000395,,,,,296,SANTANDER,GALÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000396,,,,,298,SANTANDER,GÁMBITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000397,,,,,318,SANTANDER,GUACA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000398,,,,,320,SANTANDER,GUADALUPE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000399,,,,,322,SANTANDER,GUAPOTÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039a,,,,,324,SANTANDER,GUAVATÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039b,,,,,327,SANTANDER,GÜEPSA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039c,,,,,344,SANTANDER,HATO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039d,,,,,368,SANTANDER,JESÚS MARÍA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039e,,,,,307,SANTANDER,GIRÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039f,,,,,276,SANTANDER,FLORIDABLANCA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a0,,,,,101,SANTANDER,BOLÍVAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a1,,,,,250,SANTANDER,EL PEÑÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a2,,,,,547,SANTANDER,PIEDECUESTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a3,,,,,001,SANTANDER,BUCARAMANGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a4,,,,,001,SUCRE,SINCELEJO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a5,,,,,110,SUCRE,BUENAVISTA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a6,,,,,124,SUCRE,CAIMITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a7,,,,,204,SUCRE,COLOSÓ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a8,,,,,215,SUCRE,COROZAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a9,,,,,221,SUCRE,COVEÑAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003aa,,,,,230,SUCRE,CHALÁN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ab,,,,,233,SUCRE,EL ROBLE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ac,,,,,235,SUCRE,GALERAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ad,,,,,265,SUCRE,GUARANDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ae,,,,,400,SUCRE,LA UNIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003af,,,,,418,SUCRE,LOS PALMITOS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b0,,,,,429,SUCRE,MAJAGUAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b1,,,,,508,SUCRE,OVEJAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b2,,,,,523,SUCRE,PALMITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b3,,,,,670,SUCRE,SAMPUÉS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4,,,,,678,SUCRE,SAN BENITO ABAD,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b5,,,,,702,SUCRE,SAN JUAN DE BETULIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b6,,,,,708,SUCRE,SAN MARCOS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b7,,,,,713,SUCRE,SAN ONOFRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b8,,,,,717,SUCRE,SAN PEDRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b9,,,,,742,SUCRE,SAN LUIS DE SINCÉ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ba,,,,,771,SUCRE,SUCRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bb,,,,,820,SUCRE,SANTIAGO DE TOLÚ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc,,,,,823,SUCRE,SAN JOSÉ DE TOLUVIEJO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bd,,,,,473,SUCRE,MORROA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003be,,,,,001,TOLIMA,IBAGUÉ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bf,,,,,024,TOLIMA,ALPUJARRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c0,,,,,026,TOLIMA,ALVARADO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c1,,,,,030,TOLIMA,AMBALEMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c2,,,,,043,TOLIMA,ANZOÁTEGUI,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c3,,,,,055,TOLIMA,ARMERO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c4,,,,,067,TOLIMA,ATACO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c5,,,,,124,TOLIMA,CAJAMARCA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c6,,,,,148,TOLIMA,CARMEN DE APICALÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c7,,,,,152,TOLIMA,CASABIANCA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c8,,,,,168,TOLIMA,CHAPARRAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c9,,,,,200,TOLIMA,COELLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ca,,,,,217,TOLIMA,COYAIMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cb,,,,,226,TOLIMA,CUNDAY,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cc,,,,,236,TOLIMA,DOLORES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cd,,,,,268,TOLIMA,ESPINAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ce,,,,,270,TOLIMA,FALAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cf,,,,,275,TOLIMA,FLANDES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d0,,,,,283,TOLIMA,FRESNO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d1,,,,,319,TOLIMA,GUAMO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d2,,,,,347,TOLIMA,HERVEO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3,,,,,352,TOLIMA,ICONONZO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d4,,,,,408,TOLIMA,LÉRIDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d5,,,,,411,TOLIMA,LÍBANO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d6,,,,,443,TOLIMA,SAN SEBASTIÁN DE MARIQUITA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d7,,,,,449,TOLIMA,MELGAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d8,,,,,461,TOLIMA,MURILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d9,,,,,483,TOLIMA,NATAGAIMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003da,,,,,504,TOLIMA,ORTEGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003db,,,,,520,TOLIMA,PALOCABILDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dc,,,,,547,TOLIMA,PIEDRAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dd,,,,,555,TOLIMA,PLANADAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003de,,,,,563,TOLIMA,PRADO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003df,,,,,585,TOLIMA,PURIFICACIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e0,,,,,616,TOLIMA,RIOBLANCO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e1,,,,,622,TOLIMA,RONCESVALLES,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e2,,,,,624,TOLIMA,ROVIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e3,,,,,671,TOLIMA,SALDAÑA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e4,,,,,675,TOLIMA,SAN ANTONIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e5,,,,,678,TOLIMA,SAN LUIS,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e6,,,,,686,TOLIMA,SANTA ISABEL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e7,,,,,770,TOLIMA,SUÁREZ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e8,,,,,854,TOLIMA,VALLE DE SAN JUAN,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e9,,,,,861,TOLIMA,VENADILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ea,,,,,870,TOLIMA,VILLAHERMOSA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003eb,,,,,873,TOLIMA,VILLARRICA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ec,,,,,349,TOLIMA,HONDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ed,,,,,001,VALLE DEL CAUCA,CALI,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ee,,,,,036,VALLE DEL CAUCA,ANDALUCÍA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ef,,,,,041,VALLE DEL CAUCA,ANSERMANUEVO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f0,,,,,054,VALLE DEL CAUCA,ARGELIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f1,,,,,111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f2,,,,,113,VALLE DEL CAUCA,BUGALAGRANDE,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f3,,,,,122,VALLE DEL CAUCA,CAICEDONIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f4,,,,,126,VALLE DEL CAUCA,CALIMA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5,,,,,130,VALLE DEL CAUCA,CANDELARIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f6,,,,,147,VALLE DEL CAUCA,CARTAGO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f7,,,,,243,VALLE DEL CAUCA,EL ÁGUILA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f8,,,,,246,VALLE DEL CAUCA,EL CAIRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f9,,,,,248,VALLE DEL CAUCA,EL CERRITO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fa,,,,,250,VALLE DEL CAUCA,EL DOVIO,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb,,,,,275,VALLE DEL CAUCA,FLORIDA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fc,,,,,306,VALLE DEL CAUCA,GINEBRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fd,,,,,318,VALLE DEL CAUCA,GUACARÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fe,,,,,020,VALLE DEL CAUCA,ALCALÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ff,,,,,497,VALLE DEL CAUCA,OBANDO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000400,,,,,520,VALLE DEL CAUCA,PALMIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000401,,,,,563,VALLE DEL CAUCA,PRADERA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000402,,,,,606,VALLE DEL CAUCA,RESTREPO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000403,,,,,616,VALLE DEL CAUCA,RIOFRÍO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000404,,,,,622,VALLE DEL CAUCA,ROLDANILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000405,,,,,670,VALLE DEL CAUCA,SAN PEDRO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000406,,,,,736,VALLE DEL CAUCA,SEVILLA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000407,,,,,823,VALLE DEL CAUCA,TORO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000408,,,,,828,VALLE DEL CAUCA,TRUJILLO,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000409,,,,,834,VALLE DEL CAUCA,TULUÁ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040a,,,,,845,VALLE DEL CAUCA,ULLOA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040b,,,,,863,VALLE DEL CAUCA,VERSALLES,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c,,,,,869,VALLE DEL CAUCA,VIJES,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040d,,,,,890,VALLE DEL CAUCA,YOTOCO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040e,,,,,892,VALLE DEL CAUCA,YUMBO,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040f,,,,,895,VALLE DEL CAUCA,ZARZAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000410,,,,,403,VALLE DEL CAUCA,LA VICTORIA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000411,,,,,400,VALLE DEL CAUCA,LA UNIÓN,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000412,,,,,377,VALLE DEL CAUCA,LA CUMBRE,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000413,,,,,364,VALLE DEL CAUCA,JAMUNDÍ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000414,,,,,100,VALLE DEL CAUCA,BOLÍVAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000415,,,,,233,VALLE DEL CAUCA,DAGUA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000416,,,,,109,VALLE DEL CAUCA,BUENAVENTURA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000457,,,,,001,VAUPÉS,MITÚ,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458,,,,,161,VAUPÉS,CARURÚ,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045a,,,,,666,VAUPÉS,TARAIRA,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000459,,,,,511,VAUPÉS,PACOA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045b,,,,,777,VAUPÉS,PAPUNAHUA,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c,,,,,889,VAUPÉS,YAVARATÉ,"{""type"":""MultiPoint"",""coordinates"":[]}"
