Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),altitud_media_m,SPI1_floracion,SPI1_llenado,Rendimiento_lag1,Departamento,Municipio,Año,Rendimiento
5324.058110872905,20.862118,21.466543,20.232492,92.18051,6004.0625623333335,1016.0347774668534,0.3987940534091032,0.2631601614821187,0.8931828930477671,NARINO,POLICARPA,2017,0.6741353621810113
5159.490690549214,20.792498,21.46752,20.182608,92.04523,6063.4605636666665,1016.0347774668534,-0.7020993201103122,-1.1326123994633992,0.6741353621810113,NARINO,POLICARPA,2018,0.6895050548292554
5639.578434626262,21.216684,22.115469,20.350412,91.00541,6105.5508113333335,1016.0347774668534,1.205723855973302,0.0876471720216719,0.6895050548292554,NARINO,POLICARPA,2019,1.2451923076923077
5869.176039059957,21.040972,21.661203,20.175364,92.936516,6010.609629333334,1016.0347774668534,-0.0243980370869826,1.6292439043571514,1.2451923076923077,NARINO,POLICARPA,2020,1.151658767772512
6549.8099908828735,20.680952,21.198883,19.96459,93.42633,5760.875733333333,1016.0347774668534,1.435570180548258,0.9811861438185084,1.151658767772512,NARINO,POLICARPA,2021,1.0
6074.997435887654,20.372427,20.767813,19.93505,93.894165,5668.126277666667,1016.0347774668534,0.2344328644927,1.279343512231686,1.0,NARINO,POLICARPA,2022,1.1088022527552557
5703.806802749634,21.400888,22.249908,20.111155,92.43066,5971.564192,1016.0347774668534,0.4892306831312568,1.480260852307273,1.1088022527552557,NARINO,POLICARPA,2023,0.8237325597458213
5184.698554992676,21.638832,22.241037,20.729645,91.6614,6251.261585666667,1016.0347774668534,-0.6223146858988875,0.3905890698106972,,NARINO,POLICARPA,2024,
5845.908455371857,20.956682,21.526031,20.490713,93.38,5694.874868333333,1016.0347774668534,0.5653928522639795,-1.8852021859198536,,NARINO,POLICARPA,2025,
2249.487779378891,10.844791,11.721913,9.537506,90.546745,6284.326470333333,2870.563949648107,-0.782312355939805,0.5689565487676868,,NARINO,POTOSI,2007,
2847.151782433192,10.682648,11.346588,9.592682,91.78866,6037.627832,2870.563949648107,-0.871098311054272,1.5528501067570533,,NARINO,POTOSI,2008,
2480.258134365082,11.006364,11.841949,9.9635315,91.70937,6174.588308,2870.563949648107,-0.5331543006172588,0.4180019985106596,,NARINO,POTOSI,2009,
2376.294472297033,11.324487,12.607411,10.135081,90.46157,6169.030015333334,2870.563949648107,-0.8997802263926723,0.6627236607339131,,NARINO,POTOSI,2010,
3090.9786194165545,10.771481,11.255849,9.781728,91.94355,5901.539258666667,2870.563949648107,-0.6506472722934449,2.0172717292934137,,NARINO,POTOSI,2011,
2588.839317162832,10.579518,11.469472,9.555409,91.86188,6116.917618333333,2870.563949648107,-1.0672814519210745,0.6391975328276107,,NARINO,POTOSI,2012,
2391.643240292867,10.891028,11.71996,9.437653,91.57763,6051.540630666666,2870.563949648107,-1.0876319873306126,-0.2153260324339182,,NARINO,POTOSI,2013,
2693.312693357468,10.784957,11.457265,9.500885,92.401825,5933.3070683333335,2870.563949648107,-1.0772959993686757,0.6158573132890072,,NARINO,POTOSI,2014,
2388.8077561060586,10.956885,11.534576,9.993724,90.89191,6008.932530666667,2870.563949648107,-1.8003829131161773,-1.2299763063735485,,NARINO,POTOSI,2015,
2504.113008499145,11.357833,12.563466,9.772125,91.40259,6106.558711333333,2870.563949648107,-0.5887575044196232,0.5349606133224686,,NARINO,POTOSI,2016,
2765.432613134384,11.07273,11.539622,9.560944,91.589386,6092.995152666666,2870.563949648107,-1.3035331782987274,1.2706578753533884,,NARINO,POTOSI,2017,
2962.025983889898,10.85006,11.682118,9.772858,92.01337,5980.184607333334,2870.563949648107,-1.0049145701989302,-0.6195957981015151,,NARINO,POTOSI,2018,
2716.8264516194663,11.040687,11.829335,9.495026,91.79285,6019.336964,2870.563949648107,-1.136282404061645,0.8027571684404634,,NARINO,POTOSI,2019,
2616.6271850268045,10.830196,11.817372,9.855784,92.12789,6224.841444,2870.563949648107,-0.6954524152726336,0.4258805099097215,,NARINO,POTOSI,2020,
